server_id,user_id,fast_finish_count,diamonds_consumed,medals_received,cards_received,diamond_first,diamond_last,medal_first,medal_last
1910,1703587,2,2000,30,0,2026-07-31 08:47:06.283,2026-07-31 10:06:39.420,2026-07-31 09:03:57.896,2026-07-31 10:06:45.230
1930,1740850,2,2000,5,0,2026-07-31 09:40:24.254,2026-07-31 09:40:31.432,2026-07-31 09:40:35.372,2026-07-31 09:40:35.372
1980,1787788,2,2000,10,0,2026-07-31 06:00:46.715,2026-07-31 06:00:54.613,2026-07-31 05:59:23.288,2026-07-31 06:00:58.036
2020,1836451,2,2000,5,0,2026-07-31 08:35:05.237,2026-07-31 08:36:59.661,2026-07-31 08:31:23.739,2026-07-31 08:31:23.739
2070,1874691,2,2000,5,0,2026-07-31 08:31:55.485,2026-07-31 08:32:07.085,2026-07-31 08:32:10.123,2026-07-31 08:32:10.123
2080,1885134,2,2000,10,0,2026-07-31 04:44:20.793,2026-07-31 04:44:30.098,2026-07-31 04:44:22.655,2026-07-31 04:44:31.365
2100,1915411,2,2000,15,0,2026-07-31 05:22:37.862,2026-07-31 08:15:46.834,2026-07-31 05:22:07.818,2026-07-31 08:15:50.576
2120,1919652,2,2000,5,0,2026-07-31 01:30:28.597,2026-07-31 01:30:33.978,2026-07-31 01:30:37.502,2026-07-31 01:30:37.502
2150,1952134,2,2000,5,0,2026-07-31 05:27:10.431,2026-07-31 05:27:12.910,2026-07-31 05:27:17.360,2026-07-31 05:27:17.360
2170,1967987,2,2000,5,0,2026-07-31 09:44:28.193,2026-07-31 09:44:39.796,2026-07-31 09:44:41.479,2026-07-31 09:44:41.479
2250,2040964,2,2000,5,0,2026-07-31 05:49:51.340,2026-07-31 05:49:56.677,2026-07-31 05:50:01.980,2026-07-31 05:50:01.980
2250,2042583,2,2000,10,0,2026-07-31 08:33:09.886,2026-07-31 08:33:16.026,2026-07-31 08:33:30.215,2026-07-31 09:13:19.188
2260,2054042,2,2000,5,0,2026-07-31 02:46:38.548,2026-07-31 02:46:44.525,2026-07-31 02:46:49.669,2026-07-31 02:46:49.669
2290,2070805,2,2000,10,0,2026-07-31 05:15:18.482,2026-07-31 05:15:31.740,2026-07-31 04:42:27.041,2026-07-31 05:15:36.243
2310,2092792,2,2000,5,0,2026-07-31 07:42:37.480,2026-07-31 07:42:42.099,2026-07-31 07:42:43.099,2026-07-31 07:42:43.099
2340,2149991,2,2000,5,0,2026-07-30 23:46:02.261,2026-07-30 23:46:06.601,2026-07-30 23:46:14.525,2026-07-30 23:46:14.525
2340,2155346,2,2000,5,0,2026-07-31 00:03:00.966,2026-07-31 00:22:24.993,2026-07-31 00:22:26.512,2026-07-31 00:22:26.512
2360,2161749,2,2000,5,0,2026-07-31 03:03:00.569,2026-07-31 03:03:04.398,2026-07-31 03:03:08.995,2026-07-31 03:03:08.995
2370,2196729,2,2000,5,0,2026-07-31 05:33:42.615,2026-07-31 05:33:44.175,2026-07-31 05:33:47.857,2026-07-31 05:33:47.857
2400,2219286,2,2000,5,0,2026-07-31 04:26:47.339,2026-07-31 04:26:53.873,2026-07-31 04:26:58.242,2026-07-31 04:26:58.242
2400,2219328,2,2000,5,0,2026-07-30 22:32:20.123,2026-07-30 22:32:27.102,2026-07-30 22:32:31.323,2026-07-30 22:32:31.323
2430,2254626,2,2000,5,0,2026-07-31 05:45:14.124,2026-07-31 05:45:27.910,2026-07-31 05:45:30.570,2026-07-31 05:45:30.570
2440,2313143,2,2000,10,0,2026-07-31 05:15:30.638,2026-07-31 05:23:33.248,2026-07-31 05:15:33.696,2026-07-31 05:23:36.518
2460,2333494,2,2000,5,0,2026-07-31 11:02:37.935,2026-07-31 11:24:22.924,2026-07-31 11:02:42.679,2026-07-31 11:02:42.679
2460,2350136,2,2000,10,0,2026-07-31 05:18:11.452,2026-07-31 05:18:22.295,2026-07-31 05:18:12.730,2026-07-31 05:18:23.875
2480,2362947,2,2000,5,0,2026-07-31 03:17:29.985,2026-07-31 03:17:35.154,2026-07-31 03:17:41.006,2026-07-31 03:17:41.006
2490,2389017,2,2000,15,0,2026-07-31 11:42:21.562,2026-07-31 11:42:28.752,2026-07-31 11:41:54.380,2026-07-31 11:42:32.114
2520,2421598,2,2000,10,0,2026-07-31 09:53:40.712,2026-07-31 09:54:11.166,2026-07-31 08:21:06.061,2026-07-31 09:54:15.550
2520,2422138,2,2000,5,0,2026-07-30 22:50:02.677,2026-07-30 22:50:10.499,2026-07-30 22:50:14.419,2026-07-30 22:50:14.419
2550,2448916,2,2000,10,0,2026-07-31 01:47:20.618,2026-07-31 01:48:28.703,2026-07-31 01:47:22.728,2026-07-31 01:48:30.382
2560,2498208,2,2000,5,0,2026-07-31 04:45:02.304,2026-07-31 04:45:11.690,2026-07-31 04:45:15.212,2026-07-31 04:45:15.212
2570,2499601,2,2000,5,0,2026-07-31 01:16:01.445,2026-07-31 01:16:05.773,2026-07-31 01:16:07.254,2026-07-31 01:16:07.254
2580,2506049,2,2000,5,0,2026-07-31 08:05:17.641,2026-07-31 08:05:29.628,2026-07-31 08:05:33.707,2026-07-31 08:05:33.707
2580,2514872,2,2000,5,0,2026-07-31 02:29:46.703,2026-07-31 02:29:53.190,2026-07-31 02:29:56.414,2026-07-31 02:29:56.414
2590,2520245,2,2000,5,0,2026-07-31 04:42:31.524,2026-07-31 04:42:36.963,2026-07-31 04:42:46.666,2026-07-31 04:42:46.666
1570,1406271,1,1000,5,0,2026-07-31 09:21:40.674,2026-07-31 09:21:40.674,2026-07-31 09:21:43.378,2026-07-31 09:21:43.378
1570,835124,1,1000,5,0,2026-07-31 09:26:27.797,2026-07-31 09:26:27.797,2026-07-31 09:26:30.922,2026-07-31 09:26:30.922
1640,1123348,1,1000,5,0,2026-07-31 02:50:41.646,2026-07-31 02:50:41.646,2026-07-31 02:50:46.691,2026-07-31 02:50:46.691
1780,1471554,1,1000,5,0,2026-07-31 08:49:57.091,2026-07-31 08:49:57.091,2026-07-31 09:08:25.428,2026-07-31 09:08:25.428
1900,1658826,1,1000,5,0,2026-07-31 04:13:28.869,2026-07-31 04:13:28.869,2026-07-31 04:13:31.524,2026-07-31 04:13:31.524
1920,1712574,1,1000,5,0,2026-07-31 09:30:44.214,2026-07-31 09:30:44.214,2026-07-31 09:30:47.381,2026-07-31 09:30:47.381
1920,1714256,1,1000,10,0,2026-07-31 09:10:13.530,2026-07-31 09:10:13.530,2026-07-31 08:02:30.389,2026-07-31 09:10:18.169
1920,1725142,1,1000,5,0,2026-07-31 05:11:59.653,2026-07-31 05:11:59.653,2026-07-31 05:12:01.650,2026-07-31 05:12:01.650
1940,1746609,1,1000,5,0,2026-07-31 10:17:27.701,2026-07-31 10:17:27.701,2026-07-31 10:17:30.940,2026-07-31 10:17:30.940
1960,1773175,1,1000,5,0,2026-07-31 06:45:43.050,2026-07-31 06:45:43.050,2026-07-31 06:45:47.121,2026-07-31 06:45:47.121
1990,1800625,1,1000,10,0,2026-07-31 06:51:24.333,2026-07-31 06:51:24.333,2026-07-31 06:46:00.487,2026-07-31 06:51:28.094
2050,1844685,1,1000,5,0,2026-07-31 08:08:32.108,2026-07-31 08:08:32.108,2026-07-31 08:08:36.331,2026-07-31 08:08:36.331
2060,1860146,1,1000,5,0,2026-07-31 10:27:26.233,2026-07-31 10:27:26.233,2026-07-31 10:27:31.075,2026-07-31 10:27:31.075
2060,1866041,1,1000,10,0,2026-07-31 04:51:24.024,2026-07-31 04:51:24.024,2026-07-31 04:51:18.422,2026-07-31 04:51:26.643
2070,1867814,1,1000,10,0,2026-07-31 11:22:14.716,2026-07-31 11:22:14.716,2026-07-31 11:21:50.981,2026-07-31 11:22:17.956
2080,1897366,1,1000,5,0,2026-07-31 00:26:15.780,2026-07-31 00:26:15.780,2026-07-31 00:26:26.464,2026-07-31 00:26:26.464
2100,1899538,1,1000,5,0,2026-07-31 05:35:52.235,2026-07-31 05:35:52.235,2026-07-31 05:35:57.916,2026-07-31 05:35:57.916
2100,1910352,1,1000,5,0,2026-07-31 02:53:11.897,2026-07-31 02:53:11.897,2026-07-31 02:53:15.919,2026-07-31 02:53:15.919
2130,1926210,1,1000,10,0,2026-07-31 10:00:17.762,2026-07-31 10:00:17.762,2026-07-31 10:00:03.301,2026-07-31 10:00:22.240
2160,1970740,1,1000,5,0,2026-07-31 07:44:55.889,2026-07-31 07:44:55.889,2026-07-31 07:45:00.627,2026-07-31 07:45:00.627
2170,1968637,1,1000,5,0,2026-07-31 09:14:49.397,2026-07-31 09:14:49.397,2026-07-31 09:14:52.336,2026-07-31 09:14:52.336
2180,1986795,1,1000,5,0,2026-07-31 05:24:40.849,2026-07-31 05:24:40.849,2026-07-31 05:24:44.470,2026-07-31 05:24:44.470
2250,2031342,1,1000,5,0,2026-07-31 04:34:25.722,2026-07-31 04:34:25.722,2026-07-31 04:34:27.920,2026-07-31 04:34:27.920
2270,2052167,1,1000,5,0,2026-07-31 08:45:29.437,2026-07-31 08:45:29.437,2026-07-31 08:45:34.916,2026-07-31 08:45:34.916
2300,2090027,1,1000,5,0,2026-07-30 23:34:22.404,2026-07-30 23:34:22.404,2026-07-30 23:34:30.341,2026-07-30 23:34:30.341
2310,2111866,1,1000,5,0,2026-07-31 09:41:34.477,2026-07-31 09:41:34.477,2026-07-31 09:41:35.257,2026-07-31 09:41:35.257
2330,2127709,1,1000,5,0,2026-07-31 07:20:15.840,2026-07-31 07:20:15.840,2026-07-31 07:20:19.561,2026-07-31 07:20:19.561
2350,2152315,1,1000,25,0,2026-07-31 11:15:43.980,2026-07-31 11:15:43.980,2026-07-31 11:02:07.396,2026-07-31 11:15:51.424
2360,2176849,1,1000,5,0,2026-07-31 03:48:11.003,2026-07-31 03:48:11.003,2026-07-31 03:48:17.065,2026-07-31 03:48:17.065
2380,2184519,1,1000,5,0,2026-07-31 07:37:56.462,2026-07-31 07:37:56.462,2026-07-31 07:38:01.429,2026-07-31 07:38:01.429
2380,2210662,1,1000,5,0,2026-07-31 01:07:47.892,2026-07-31 01:07:47.892,2026-07-31 01:07:51.879,2026-07-31 01:07:51.879
2390,2192010,1,1000,5,0,2026-07-31 10:54:38.763,2026-07-31 10:54:38.763,2026-07-31 10:54:42.284,2026-07-31 10:54:42.284
2390,2197320,1,1000,5,0,2026-07-31 04:09:42.008,2026-07-31 04:09:42.008,2026-07-31 04:09:45.027,2026-07-31 04:09:45.027
2400,2213031,1,1000,5,0,2026-07-30 21:05:38.857,2026-07-30 21:05:38.857,2026-07-30 21:05:43.101,2026-07-30 21:05:43.101
2400,2216489,1,1000,5,0,2026-07-30 22:37:07.397,2026-07-30 22:37:07.397,2026-07-30 22:37:10.879,2026-07-30 22:37:10.879
2400,2241944,1,1000,10,0,2026-07-31 10:14:22.481,2026-07-31 10:14:22.481,2026-07-31 10:00:07.180,2026-07-31 10:14:23.362
2400,2246076,1,1000,5,0,2026-07-31 08:36:59.120,2026-07-31 08:36:59.120,2026-07-31 08:37:00.497,2026-07-31 08:37:00.497
2420,2280047,1,1000,5,0,2026-07-30 21:28:20.023,2026-07-30 21:28:20.023,2026-07-30 21:28:23.382,2026-07-30 21:28:23.382
2440,2305708,1,1000,5,0,2026-07-31 09:35:04.186,2026-07-31 09:35:04.186,2026-07-31 09:35:11.153,2026-07-31 09:35:11.153
2480,2359530,1,1000,5,0,2026-07-31 08:39:16.613,2026-07-31 08:39:16.613,2026-07-31 08:39:19.673,2026-07-31 08:39:19.673
2480,2379158,1,1000,5,0,2026-07-31 10:36:30.012,2026-07-31 10:36:30.012,2026-07-31 10:36:31.731,2026-07-31 10:36:31.731
2520,2443723,1,1000,5,0,2026-07-31 09:35:42.843,2026-07-31 09:35:42.843,2026-07-31 09:35:44.845,2026-07-31 09:35:44.845
2540,2446675,1,1000,5,0,2026-07-30 21:56:26.080,2026-07-30 21:56:26.080,2026-07-31 00:10:08.130,2026-07-31 00:10:08.130
2540,2450752,1,1000,5,0,2026-07-31 00:35:25.055,2026-07-31 00:35:25.055,2026-07-31 00:37:13.902,2026-07-31 00:37:13.902
2560,2470326,1,1000,5,0,2026-07-31 01:42:22.148,2026-07-31 01:42:22.148,2026-07-31 02:43:10.364,2026-07-31 02:43:10.364
2580,2510040,1,1000,5,0,2026-07-31 05:31:00.169,2026-07-31 05:31:00.169,2026-07-31 05:29:32.062,2026-07-31 05:29:32.062
2580,2510765,1,1000,10,0,2026-07-31 04:02:35.319,2026-07-31 04:02:35.319,2026-07-31 03:51:07.717,2026-07-31 04:02:39.899
