服务器ID,玩家ID,夺宝游戏币补偿数量,点金手补偿数量,补偿说明
2030508,88216196,1,0,夺宝游戏币x1
2030508,88217785,1,0,夺宝游戏币x1
2030508,88296647,2,0,夺宝游戏币x2
2030508,88325893,1,0,夺宝游戏币x1
2030508,88327208,1,0,夺宝游戏币x1
2030508,88354098,1,0,夺宝游戏币x1
2030508,88486321,1,0,夺宝游戏币x1
2030508,88505950,1,0,夺宝游戏币x1
2030508,88536199,1,0,夺宝游戏币x1
2030508,88569534,1,0,夺宝游戏币x1
2030508,88626866,1,0,夺宝游戏币x1
2030508,88668964,1,0,夺宝游戏币x1
2030508,88691934,2,0,夺宝游戏币x2
2030508,88718619,127,1,夺宝游戏币x127、点金手x1
2030608,10421505,176,0,夺宝游戏币x176
2030608,10699783,1,0,夺宝游戏币x1
2030608,10700152,1,0,夺宝游戏币x1
2030608,10724076,1,0,夺宝游戏币x1
2030608,108872,1,0,夺宝游戏币x1
2030608,10888181,1,0,夺宝游戏币x1
2030608,11050556,15,0,夺宝游戏币x15
2030608,11220049,2,0,夺宝游戏币x2
2030608,11225640,76,0,夺宝游戏币x76
2030608,11230781,1,0,夺宝游戏币x1
2030608,11254755,1,0,夺宝游戏币x1
2030608,11416298,2,0,夺宝游戏币x2
2030608,11435094,1,0,夺宝游戏币x1
2030608,11453554,2,0,夺宝游戏币x2
2030608,11455472,1,0,夺宝游戏币x1
2030608,11469430,1,0,夺宝游戏币x1
2030608,11534557,16475,18,夺宝游戏币x16475、点金手x18
2030608,11595623,1,0,夺宝游戏币x1
2030608,11597952,1,0,夺宝游戏币x1
2030608,11602966,1,0,夺宝游戏币x1
2030608,11610995,1,0,夺宝游戏币x1
2030608,11635777,2,0,夺宝游戏币x2
2030608,11802573,1,0,夺宝游戏币x1
2030608,11969620,1,0,夺宝游戏币x1
2030608,12073124,1,0,夺宝游戏币x1
2030608,12122284,725,0,夺宝游戏币x725
2030608,12143109,1,0,夺宝游戏币x1
2030608,12151472,1,0,夺宝游戏币x1
2030608,12183024,1,0,夺宝游戏币x1
2030608,12198679,1,0,夺宝游戏币x1
2030608,12201820,1,0,夺宝游戏币x1
2030608,12541847,1,0,夺宝游戏币x1
2030608,12553506,1,0,夺宝游戏币x1
2030608,12652836,1,0,夺宝游戏币x1
2030608,12678186,11,0,夺宝游戏币x11
2030608,13024883,1,0,夺宝游戏币x1
2030608,13368196,2,0,夺宝游戏币x2
2030608,13412112,1,0,夺宝游戏币x1
2030608,13610775,1,0,夺宝游戏币x1
2030608,13958114,1,0,夺宝游戏币x1
2030608,14019171,1,0,夺宝游戏币x1
2030608,14034509,1,0,夺宝游戏币x1
2030608,14302591,1,0,夺宝游戏币x1
2030608,14331003,2,0,夺宝游戏币x2
2030608,14420529,1,0,夺宝游戏币x1
2030608,14696392,1,0,夺宝游戏币x1
2030608,14915437,1,0,夺宝游戏币x1
2030608,15680473,1,0,夺宝游戏币x1
2030608,168307,1,0,夺宝游戏币x1
2030608,17399014,1,0,夺宝游戏币x1
2030608,17576281,1,0,夺宝游戏币x1
2030608,17700646,2,0,夺宝游戏币x2
2030608,17718146,1,0,夺宝游戏币x1
2030608,18209125,1,0,夺宝游戏币x1
2030608,18392776,2,0,夺宝游戏币x2
2030608,18899269,1,0,夺宝游戏币x1
2030608,18981178,1,0,夺宝游戏币x1
2030608,19068760,1,0,夺宝游戏币x1
2030608,19335482,1,0,夺宝游戏币x1
2030608,19437784,1,0,夺宝游戏币x1
2030608,19673144,1,0,夺宝游戏币x1
2030608,19751733,429,1,夺宝游戏币x429、点金手x1
2030608,19893734,51,0,夺宝游戏币x51
2030608,19970226,76,0,夺宝游戏币x76
2030608,19981811,794,6,夺宝游戏币x794、点金手x6
2030608,20122563,2,0,夺宝游戏币x2
2030608,201699332,1,0,夺宝游戏币x1
2030608,20223159,1,0,夺宝游戏币x1
2030608,20276079,17571,17,夺宝游戏币x17571、点金手x17
2030608,202856074,26,0,夺宝游戏币x26
2030608,202860173,1,0,夺宝游戏币x1
2030608,203002491,1,0,夺宝游戏币x1
2030608,203368446,1,0,夺宝游戏币x1
2030608,203375638,1,0,夺宝游戏币x1
2030608,203420284,1,0,夺宝游戏币x1
2030608,20344682,2,0,夺宝游戏币x2
2030608,204154675,1,0,夺宝游戏币x1
2030608,204184953,1,0,夺宝游戏币x1
2030608,204206921,1,0,夺宝游戏币x1
2030608,204330103,1,0,夺宝游戏币x1
2030608,204380194,1,0,夺宝游戏币x1
2030608,204513086,2,0,夺宝游戏币x2
2030608,20555835,2,0,夺宝游戏币x2
2030608,20678857,1,0,夺宝游戏币x1
2030608,208630706,1,0,夺宝游戏币x1
2030608,208990339,1,0,夺宝游戏币x1
2030608,21151294,1,0,夺宝游戏币x1
2030608,211854711,1,0,夺宝游戏币x1
2030608,212118429,1,0,夺宝游戏币x1
2030608,212119714,1,0,夺宝游戏币x1
2030608,2126771,1,0,夺宝游戏币x1
2030608,213488888,1,0,夺宝游戏币x1
2030608,215093885,1,0,夺宝游戏币x1
2030608,216827726,1,0,夺宝游戏币x1
2030608,21697014,1,0,夺宝游戏币x1
2030608,217702479,1,0,夺宝游戏币x1
2030608,218573567,1,0,夺宝游戏币x1
2030608,221110711,1,0,夺宝游戏币x1
2030608,221271046,2,0,夺宝游戏币x2
2030608,22159744,1,0,夺宝游戏币x1
2030608,221803039,1,0,夺宝游戏币x1
2030608,22184453,2,0,夺宝游戏币x2
2030608,222402619,1,0,夺宝游戏币x1
2030608,22242054,1,0,夺宝游戏币x1
2030608,22568975,1,0,夺宝游戏币x1
2030608,22599829,2,0,夺宝游戏币x2
2030608,22610055,1,0,夺宝游戏币x1
2030608,22728403,1,0,夺宝游戏币x1
2030608,22761036,1,0,夺宝游戏币x1
2030608,23051777,1,0,夺宝游戏币x1
2030608,23084111,1,0,夺宝游戏币x1
2030608,23429259,1,0,夺宝游戏币x1
2030608,23533722,2,0,夺宝游戏币x2
2030608,23563391,1,0,夺宝游戏币x1
2030608,23809498,76,0,夺宝游戏币x76
2030608,24006343,1,0,夺宝游戏币x1
2030608,24011330,1,0,夺宝游戏币x1
2030608,24119484,1,0,夺宝游戏币x1
2030608,24505327,176,0,夺宝游戏币x176
2030608,24540830,1,0,夺宝游戏币x1
2030608,2585911,1,0,夺宝游戏币x1
2030608,27012495,26,0,夺宝游戏币x26
2030608,27242129,77,0,夺宝游戏币x77
2030608,27295443,1,0,夺宝游戏币x1
2030608,2752350,1,0,夺宝游戏币x1
2030608,28268783,1,0,夺宝游戏币x1
2030608,28487184,1,0,夺宝游戏币x1
2030608,28501715,1,0,夺宝游戏币x1
2030608,28505678,1,0,夺宝游戏币x1
2030608,28601125,1,0,夺宝游戏币x1
2030608,28608979,1,0,夺宝游戏币x1
2030608,28623361,1,0,夺宝游戏币x1
2030608,28689185,1,0,夺宝游戏币x1
2030608,28694850,2,0,夺宝游戏币x2
2030608,28718815,1,0,夺宝游戏币x1
2030608,28724757,1,0,夺宝游戏币x1
2030608,28737845,1,0,夺宝游戏币x1
2030608,28753649,2,0,夺宝游戏币x2
2030608,28783747,1,0,夺宝游戏币x1
2030608,28786088,1,0,夺宝游戏币x1
2030608,28794020,1,0,夺宝游戏币x1
2030608,28806169,2,0,夺宝游戏币x2
2030608,28838944,1,0,夺宝游戏币x1
2030608,28866841,1,0,夺宝游戏币x1
2030608,28873286,1,0,夺宝游戏币x1
2030608,28896977,1,0,夺宝游戏币x1
2030608,28975648,2,0,夺宝游戏币x2
2030608,29003986,1,0,夺宝游戏币x1
2030608,29055040,2,0,夺宝游戏币x2
2030608,29170824,1,0,夺宝游戏币x1
2030608,29194654,51,0,夺宝游戏币x51
2030608,29223697,1,0,夺宝游戏币x1
2030608,29313718,1,0,夺宝游戏币x1
2030608,29339355,1,0,夺宝游戏币x1
2030608,29342093,1,0,夺宝游戏币x1
2030608,29350329,1,0,夺宝游戏币x1
2030608,29372171,1,0,夺宝游戏币x1
2030608,29423571,1,0,夺宝游戏币x1
2030608,29446496,2,0,夺宝游戏币x2
2030608,29631056,1,0,夺宝游戏币x1
2030608,298627,26,0,夺宝游戏币x26
2030608,30122349,6,0,夺宝游戏币x6
2030608,30187813,1,0,夺宝游戏币x1
2030608,30190098,2,0,夺宝游戏币x2
2030608,30237712,1,0,夺宝游戏币x1
2030608,3049723,1,0,夺宝游戏币x1
2030608,30599224,1,0,夺宝游戏币x1
2030608,30794451,1,0,夺宝游戏币x1
2030608,30849599,2,0,夺宝游戏币x2
2030608,30854386,1,0,夺宝游戏币x1
2030608,30948438,1,0,夺宝游戏币x1
2030608,30991814,1,0,夺宝游戏币x1
2030608,31005231,1,0,夺宝游戏币x1
2030608,31035453,1,0,夺宝游戏币x1
2030608,31081028,1,0,夺宝游戏币x1
2030608,31184730,4,0,夺宝游戏币x4
2030608,31194259,1,0,夺宝游戏币x1
2030608,31216268,1,0,夺宝游戏币x1
2030608,31219051,1,0,夺宝游戏币x1
2030608,31314408,76,1,夺宝游戏币x76、点金手x1
2030608,31331145,1,0,夺宝游戏币x1
2030608,31332493,1,0,夺宝游戏币x1
2030608,31351467,1,0,夺宝游戏币x1
2030608,31383030,1,0,夺宝游戏币x1
2030608,31383233,1,0,夺宝游戏币x1
2030608,31425276,1,0,夺宝游戏币x1
2030608,3148377,1,0,夺宝游戏币x1
2030608,3148441,1,0,夺宝游戏币x1
2030608,31504288,1,0,夺宝游戏币x1
2030608,31611737,1,0,夺宝游戏币x1
2030608,31614639,1,0,夺宝游戏币x1
2030608,31656932,1,0,夺宝游戏币x1
2030608,31675252,1,0,夺宝游戏币x1
2030608,31708742,1,0,夺宝游戏币x1
2030608,31776438,1,0,夺宝游戏币x1
2030608,31777366,1,0,夺宝游戏币x1
2030608,31777778,1,0,夺宝游戏币x1
2030608,3182561,27,0,夺宝游戏币x27
2030608,31845307,1,0,夺宝游戏币x1
2030608,31880617,1,0,夺宝游戏币x1
2030608,32021484,1,0,夺宝游戏币x1
2030608,32088196,1,0,夺宝游戏币x1
2030608,32144540,296,4,夺宝游戏币x296、点金手x4
2030608,32171501,1,0,夺宝游戏币x1
2030608,32222243,1,0,夺宝游戏币x1
2030608,32235580,2,0,夺宝游戏币x2
2030608,32238823,1,0,夺宝游戏币x1
2030608,32243542,1,0,夺宝游戏币x1
2030608,32283849,1,0,夺宝游戏币x1
2030608,32300694,1,0,夺宝游戏币x1
2030608,32308209,1,0,夺宝游戏币x1
2030608,32318005,1,0,夺宝游戏币x1
2030608,32381984,1,0,夺宝游戏币x1
2030608,32389590,1,0,夺宝游戏币x1
2030608,32405736,1,0,夺宝游戏币x1
2030608,32510624,1,0,夺宝游戏币x1
2030608,32542208,1,0,夺宝游戏币x1
2030608,32543986,1,0,夺宝游戏币x1
2030608,32554626,1,0,夺宝游戏币x1
2030608,32566162,1,0,夺宝游戏币x1
2030608,32568814,1,0,夺宝游戏币x1
2030608,32586428,1,0,夺宝游戏币x1
2030608,32624088,2,0,夺宝游戏币x2
2030608,32714564,1,0,夺宝游戏币x1
2030608,32719718,1,0,夺宝游戏币x1
2030608,32723960,1,0,夺宝游戏币x1
2030608,3275117,1,0,夺宝游戏币x1
2030608,32756565,1,0,夺宝游戏币x1
2030608,32764581,1,0,夺宝游戏币x1
2030608,32782717,1,0,夺宝游戏币x1
2030608,32806417,1,0,夺宝游戏币x1
2030608,32875706,1,0,夺宝游戏币x1
2030608,32997320,1,0,夺宝游戏币x1
2030608,33031473,77,0,夺宝游戏币x77
2030608,33106717,1,0,夺宝游戏币x1
2030608,33160780,176,2,夺宝游戏币x176、点金手x2
2030608,33170589,1,0,夺宝游戏币x1
2030608,33172032,1,0,夺宝游戏币x1
2030608,33184899,1,0,夺宝游戏币x1
2030608,33201884,2,0,夺宝游戏币x2
2030608,33294093,1,0,夺宝游戏币x1
2030608,33327293,1,0,夺宝游戏币x1
2030608,33372137,1,0,夺宝游戏币x1
2030608,33449318,1,0,夺宝游戏币x1
2030608,33464776,1,0,夺宝游戏币x1
2030608,33511518,1,0,夺宝游戏币x1
2030608,33522320,1,0,夺宝游戏币x1
2030608,33621592,2,0,夺宝游戏币x2
2030608,33637540,1,0,夺宝游戏币x1
2030608,33641525,1,0,夺宝游戏币x1
2030608,33696777,2,0,夺宝游戏币x2
2030608,34031723,1,0,夺宝游戏币x1
2030608,34038613,2,0,夺宝游戏币x2
2030608,34063117,1,0,夺宝游戏币x1
2030608,34157593,1,0,夺宝游戏币x1
2030608,34201533,1,0,夺宝游戏币x1
2030608,34209821,1,0,夺宝游戏币x1
2030608,34215583,1,0,夺宝游戏币x1
2030608,34354309,1,0,夺宝游戏币x1
2030608,34383938,1,0,夺宝游戏币x1
2030608,34473317,1,0,夺宝游戏币x1
2030608,34519323,1,0,夺宝游戏币x1
2030608,34549354,1,0,夺宝游戏币x1
2030608,34597191,1,0,夺宝游戏币x1
2030608,34642494,2,0,夺宝游戏币x2
2030608,34683790,1,0,夺宝游戏币x1
2030608,34690320,1,0,夺宝游戏币x1
2030608,347550,1,0,夺宝游戏币x1
2030608,35012463,1,0,夺宝游戏币x1
2030608,35157507,2,0,夺宝游戏币x2
2030608,35216582,1,0,夺宝游戏币x1
2030608,35441206,26,0,夺宝游戏币x26
2030608,35441618,1,0,夺宝游戏币x1
2030608,35466278,1,0,夺宝游戏币x1
2030608,35494962,176,2,夺宝游戏币x176、点金手x2
2030608,35510338,1,0,夺宝游戏币x1
2030608,3554112,1,0,夺宝游戏币x1
2030608,35701100,1,0,夺宝游戏币x1
2030608,35733169,1,0,夺宝游戏币x1
2030608,35733384,1,0,夺宝游戏币x1
2030608,35740144,1,0,夺宝游戏币x1
2030608,35756946,396,0,夺宝游戏币x396
2030608,35847621,2,0,夺宝游戏币x2
2030608,35874453,1,0,夺宝游戏币x1
2030608,3595937,1,0,夺宝游戏币x1
2030608,36016004,26,0,夺宝游戏币x26
2030608,36213003,1,0,夺宝游戏币x1
2030608,36259084,1,0,夺宝游戏币x1
2030608,36380670,26,0,夺宝游戏币x26
2030608,36823788,7,0,夺宝游戏币x7
2030608,37189887,1,0,夺宝游戏币x1
2030608,37242138,1,0,夺宝游戏币x1
2030608,37263988,1,0,夺宝游戏币x1
2030608,37304274,1,0,夺宝游戏币x1
2030608,37324428,1,0,夺宝游戏币x1
2030608,37389509,1,0,夺宝游戏币x1
2030608,37393277,1,0,夺宝游戏币x1
2030608,37401020,1,0,夺宝游戏币x1
2030608,37418336,2,0,夺宝游戏币x2
2030608,37428602,1,0,夺宝游戏币x1
2030608,37474060,1,0,夺宝游戏币x1
2030608,3757917,1,0,夺宝游戏币x1
2030608,37597387,2,0,夺宝游戏币x2
2030608,3781116,144,0,夺宝游戏币x144
2030608,3787878,1,0,夺宝游戏币x1
2030608,37979975,2,0,夺宝游戏币x2
2030608,38007973,1,0,夺宝游戏币x1
2030608,38009531,1,0,夺宝游戏币x1
2030608,38068549,1,0,夺宝游戏币x1
2030608,38095618,1,0,夺宝游戏币x1
2030608,38102537,1,0,夺宝游戏币x1
2030608,38124220,1,0,夺宝游戏币x1
2030608,38131401,2,0,夺宝游戏币x2
2030608,38318884,1,0,夺宝游戏币x1
2030608,38434189,1,0,夺宝游戏币x1
2030608,38474131,1,0,夺宝游戏币x1
2030608,38478123,1,0,夺宝游戏币x1
2030608,38498520,1,0,夺宝游戏币x1
2030608,38510184,76,0,夺宝游戏币x76
2030608,38518128,1,0,夺宝游戏币x1
2030608,38518964,2,0,夺宝游戏币x2
2030608,38520355,1,0,夺宝游戏币x1
2030608,38529615,2,0,夺宝游戏币x2
2030608,38531959,26,0,夺宝游戏币x26
2030608,3871956,1,0,夺宝游戏币x1
2030608,38934000,2,0,夺宝游戏币x2
2030608,3935101,1,0,夺宝游戏币x1
2030608,39412774,1,0,夺宝游戏币x1
2030608,39529067,27,0,夺宝游戏币x27
2030608,3976434,1,0,夺宝游戏币x1
2030608,3977558,76,0,夺宝游戏币x76
2030608,39915321,1,0,夺宝游戏币x1
2030608,3993456,1,0,夺宝游戏币x1
2030608,4002323,1,0,夺宝游戏币x1
2030608,40033040,696,2,夺宝游戏币x696、点金手x2
2030608,40612006,1,0,夺宝游戏币x1
2030608,40648044,1,0,夺宝游戏币x1
2030608,40692234,1,0,夺宝游戏币x1
2030608,40700927,1,0,夺宝游戏币x1
2030608,40745445,1,0,夺宝游戏币x1
2030608,40775595,1,0,夺宝游戏币x1
2030608,40824286,1,0,夺宝游戏币x1
2030608,40871687,1,0,夺宝游戏币x1
2030608,40889719,27,0,夺宝游戏币x27
2030608,40892101,1,0,夺宝游戏币x1
2030608,40911248,1,0,夺宝游戏币x1
2030608,40928158,1,0,夺宝游戏币x1
2030608,40934163,26,0,夺宝游戏币x26
2030608,40949186,1,0,夺宝游戏币x1
2030608,40964974,1,0,夺宝游戏币x1
2030608,40982834,1,0,夺宝游戏币x1
2030608,41253478,1,0,夺宝游戏币x1
2030608,41269631,1,0,夺宝游戏币x1
2030608,41274087,1,0,夺宝游戏币x1
2030608,41286998,2,0,夺宝游戏币x2
2030608,41314505,1,0,夺宝游戏币x1
2030608,41360860,109,1,夺宝游戏币x109、点金手x1
2030608,4136448,76,0,夺宝游戏币x76
2030608,41610227,1,0,夺宝游戏币x1
2030608,4173927,1,0,夺宝游戏币x1
2030608,41861120,1,0,夺宝游戏币x1
2030608,41950532,1,0,夺宝游戏币x1
2030608,4203584,2,0,夺宝游戏币x2
2030608,42220700,26,0,夺宝游戏币x26
2030608,42481373,1,0,夺宝游戏币x1
2030608,4263646,1,0,夺宝游戏币x1
2030608,42817421,2,0,夺宝游戏币x2
2030608,43206708,1,0,夺宝游戏币x1
2030608,43351980,442,2,夺宝游戏币x442、点金手x2
2030608,43589700,1,0,夺宝游戏币x1
2030608,43822209,1,0,夺宝游戏币x1
2030608,43919914,1,0,夺宝游戏币x1
2030608,43931948,1,0,夺宝游戏币x1
2030608,43943084,1,0,夺宝游戏币x1
2030608,43953490,27,0,夺宝游戏币x27
2030608,43959526,1,0,夺宝游戏币x1
2030608,43973432,1,0,夺宝游戏币x1
2030608,43996202,2,0,夺宝游戏币x2
2030608,44004275,26,0,夺宝游戏币x26
2030608,44016445,1,0,夺宝游戏币x1
2030608,44255724,1,0,夺宝游戏币x1
2030608,4430286,2,0,夺宝游戏币x2
2030608,44395523,1,0,夺宝游戏币x1
2030608,44409680,1,0,夺宝游戏币x1
2030608,44412882,1,0,夺宝游戏币x1
2030608,44415487,1,0,夺宝游戏币x1
2030608,4442310,27,0,夺宝游戏币x27
2030608,44454038,1,0,夺宝游戏币x1
2030608,44456986,1,0,夺宝游戏币x1
2030608,44481882,1,0,夺宝游戏币x1
2030608,44499172,1,0,夺宝游戏币x1
2030608,44510856,2,0,夺宝游戏币x2
2030608,4472194,1,0,夺宝游戏币x1
2030608,44782814,1,0,夺宝游戏币x1
2030608,44787847,1,0,夺宝游戏币x1
2030608,44817627,26,0,夺宝游戏币x26
2030608,44851623,2,0,夺宝游戏币x2
2030608,44871874,1,0,夺宝游戏币x1
2030608,4490205,1,0,夺宝游戏币x1
2030608,45310161,2,0,夺宝游戏币x2
2030608,45426911,1,0,夺宝游戏币x1
2030608,45524274,1,0,夺宝游戏币x1
2030608,45533933,1,0,夺宝游戏币x1
2030608,45548775,1,0,夺宝游戏币x1
2030608,4558571,1,0,夺宝游戏币x1
2030608,4637224,2,0,夺宝游戏币x2
2030608,46419793,2,0,夺宝游戏币x2
2030608,46432620,2,0,夺宝游戏币x2
2030608,46632870,1,0,夺宝游戏币x1
2030608,46639151,2,0,夺宝游戏币x2
2030608,46658905,1,0,夺宝游戏币x1
2030608,46662749,1,0,夺宝游戏币x1
2030608,46675978,27,0,夺宝游戏币x27
2030608,46780040,1,0,夺宝游戏币x1
2030608,46817988,1,0,夺宝游戏币x1
2030608,47090831,1,0,夺宝游戏币x1
2030608,47200242,2,0,夺宝游戏币x2
2030608,47557017,1906,9,夺宝游戏币x1906、点金手x9
2030608,47558798,1,0,夺宝游戏币x1
2030608,47605194,1,0,夺宝游戏币x1
2030608,47606101,26,0,夺宝游戏币x26
2030608,47611841,1,0,夺宝游戏币x1
2030608,47704680,1,0,夺宝游戏币x1
2030608,47706644,1,0,夺宝游戏币x1
2030608,47780729,1,0,夺宝游戏币x1
2030608,47805561,1,0,夺宝游戏币x1
2030608,47818487,1,0,夺宝游戏币x1
2030608,47904691,1,0,夺宝游戏币x1
2030608,48009724,1,0,夺宝游戏币x1
2030608,48013050,1,0,夺宝游戏币x1
2030608,48406104,1,0,夺宝游戏币x1
2030608,49649406,1,0,夺宝游戏币x1
2030608,4984657,1,0,夺宝游戏币x1
2030608,5003925,1,0,夺宝游戏币x1
2030608,50494222,1,0,夺宝游戏币x1
2030608,5141616,1,0,夺宝游戏币x1
2030608,5149995,1,0,夺宝游戏币x1
2030608,52740332,2,0,夺宝游戏币x2
2030608,52764950,76,0,夺宝游戏币x76
2030608,52772764,1,0,夺宝游戏币x1
2030608,52797665,1,0,夺宝游戏币x1
2030608,52799978,1,0,夺宝游戏币x1
2030608,52812754,1,0,夺宝游戏币x1
2030608,52826714,1,0,夺宝游戏币x1
2030608,52880077,1,0,夺宝游戏币x1
2030608,52883896,1,0,夺宝游戏币x1
2030608,52990199,1,0,夺宝游戏币x1
2030608,5300589,2,0,夺宝游戏币x2
2030608,53069579,1,0,夺宝游戏币x1
2030608,53123610,101,0,夺宝游戏币x101
2030608,53138586,76,0,夺宝游戏币x76
2030608,53165079,1,0,夺宝游戏币x1
2030608,53217066,1,0,夺宝游戏币x1
2030608,53285815,1,0,夺宝游戏币x1
2030608,53293871,1,0,夺宝游戏币x1
2030608,53338401,1,0,夺宝游戏币x1
2030608,5353856,1,0,夺宝游戏币x1
2030608,53728698,1,0,夺宝游戏币x1
2030608,53752896,1,0,夺宝游戏币x1
2030608,53766963,1,0,夺宝游戏币x1
2030608,53812760,26,0,夺宝游戏币x26
2030608,5393319,1,0,夺宝游戏币x1
2030608,53995935,26,0,夺宝游戏币x26
2030608,5405274,1,0,夺宝游戏币x1
2030608,54055764,26,0,夺宝游戏币x26
2030608,54086201,1,0,夺宝游戏币x1
2030608,54097380,2,0,夺宝游戏币x2
2030608,54335435,1,0,夺宝游戏币x1
2030608,54336666,1,0,夺宝游戏币x1
2030608,54453441,2,0,夺宝游戏币x2
2030608,5463773,1,0,夺宝游戏币x1
2030608,54661443,1,0,夺宝游戏币x1
2030608,54937851,177,0,夺宝游戏币x177
2030608,54998992,1,0,夺宝游戏币x1
2030608,55259690,1,0,夺宝游戏币x1
2030608,5531679,1,0,夺宝游戏币x1
2030608,55364585,1,0,夺宝游戏币x1
2030608,55425158,1,0,夺宝游戏币x1
2030608,55433829,26,0,夺宝游戏币x26
2030608,55463631,1,0,夺宝游戏币x1
2030608,55465673,1,0,夺宝游戏币x1
2030608,55496017,2,0,夺宝游戏币x2
2030608,55522266,1,0,夺宝游戏币x1
2030608,55523857,1,0,夺宝游戏币x1
2030608,55529690,1,0,夺宝游戏币x1
2030608,55538307,2,0,夺宝游戏币x2
2030608,55539039,1,0,夺宝游戏币x1
2030608,5558958,1,0,夺宝游戏币x1
2030608,5565704,76,0,夺宝游戏币x76
2030608,55674862,1,0,夺宝游戏币x1
2030608,5568819,1,0,夺宝游戏币x1
2030608,55739156,1,0,夺宝游戏币x1
2030608,55766867,1,0,夺宝游戏币x1
2030608,55807692,1,0,夺宝游戏币x1
2030608,55808754,2,0,夺宝游戏币x2
2030608,55821371,1,0,夺宝游戏币x1
2030608,55821615,1,0,夺宝游戏币x1
2030608,55823558,1,0,夺宝游戏币x1
2030608,55828554,1,0,夺宝游戏币x1
2030608,5586477,1,0,夺宝游戏币x1
2030608,55893491,1,0,夺宝游戏币x1
2030608,55893607,1,0,夺宝游戏币x1
2030608,55921654,1,0,夺宝游戏币x1
2030608,55949758,1,0,夺宝游戏币x1
2030608,56031221,1,0,夺宝游戏币x1
2030608,56049845,26,0,夺宝游戏币x26
2030608,56116279,2,0,夺宝游戏币x2
2030608,56138952,1,0,夺宝游戏币x1
2030608,56201192,1,0,夺宝游戏币x1
2030608,56262169,10,0,夺宝游戏币x10
2030608,56336987,1,0,夺宝游戏币x1
2030608,5634900,1,0,夺宝游戏币x1
2030608,56360646,2,0,夺宝游戏币x2
2030608,56385815,2,0,夺宝游戏币x2
2030608,5638776,1,0,夺宝游戏币x1
2030608,56404809,1,0,夺宝游戏币x1
2030608,5642722,1,0,夺宝游戏币x1
2030608,56451856,1,0,夺宝游戏币x1
2030608,56525472,2,0,夺宝游戏币x2
2030608,56577853,1,0,夺宝游戏币x1
2030608,56595297,1,0,夺宝游戏币x1
2030608,56595442,26,0,夺宝游戏币x26
2030608,56599939,2,0,夺宝游戏币x2
2030608,56610746,27,0,夺宝游戏币x27
2030608,56617494,2,0,夺宝游戏币x2
2030608,56638770,1,0,夺宝游戏币x1
2030608,56649989,1,0,夺宝游戏币x1
2030608,56652976,4,0,夺宝游戏币x4
2030608,56659199,1,0,夺宝游戏币x1
2030608,56667850,1,0,夺宝游戏币x1
2030608,56717445,1,0,夺宝游戏币x1
2030608,56756847,1,0,夺宝游戏币x1
2030608,56781125,1,0,夺宝游戏币x1
2030608,56841369,1,0,夺宝游戏币x1
2030608,56859238,1,0,夺宝游戏币x1
2030608,56859480,1,0,夺宝游戏币x1
2030608,56867829,1,0,夺宝游戏币x1
2030608,5687991,77,0,夺宝游戏币x77
2030608,56895815,1,0,夺宝游戏币x1
2030608,56920270,2,0,夺宝游戏币x2
2030608,56967744,1,0,夺宝游戏币x1
2030608,57045506,1,0,夺宝游戏币x1
2030608,57093263,1,0,夺宝游戏币x1
2030608,57126807,1,0,夺宝游戏币x1
2030608,57141201,1,0,夺宝游戏币x1
2030608,57176876,1,0,夺宝游戏币x1
2030608,57197537,1,0,夺宝游戏币x1
2030608,57320977,1,0,夺宝游戏币x1
2030608,57329016,1,0,夺宝游戏币x1
2030608,57379592,1,0,夺宝游戏币x1
2030608,57382685,1,0,夺宝游戏币x1
2030608,57411895,27,0,夺宝游戏币x27
2030608,57520319,1,0,夺宝游戏币x1
2030608,57536927,1,0,夺宝游戏币x1
2030608,57584072,1,0,夺宝游戏币x1
2030608,57600953,1,0,夺宝游戏币x1
2030608,57618750,2,0,夺宝游戏币x2
2030608,5765266,1,0,夺宝游戏币x1
2030608,57674712,1,0,夺宝游戏币x1
2030608,57777518,2,0,夺宝游戏币x2
2030608,57851814,1,0,夺宝游戏币x1
2030608,58014214,1,0,夺宝游戏币x1
2030608,5802697,1,0,夺宝游戏币x1
2030608,58127504,1,0,夺宝游戏币x1
2030608,58148047,1,0,夺宝游戏币x1
2030608,5819188,2,0,夺宝游戏币x2
2030608,5820179,1,0,夺宝游戏币x1
2030608,5832665,76,0,夺宝游戏币x76
2030608,59126316,1,0,夺宝游戏币x1
2030608,59160248,1,0,夺宝游戏币x1
2030608,5926847,2,0,夺宝游戏币x2
2030608,5971370,1,0,夺宝游戏币x1
2030608,59876397,1,0,夺宝游戏币x1
2030608,6064926,1,0,夺宝游戏币x1
2030608,6151149,27,0,夺宝游戏币x27
2030608,6167859,1,0,夺宝游戏币x1
2030608,61772013,76,0,夺宝游戏币x76
2030608,62553613,58,0,夺宝游戏币x58
2030608,62553951,1,0,夺宝游戏币x1
2030608,6259760,2,0,夺宝游戏币x2
2030608,6292780,1,0,夺宝游戏币x1
2030608,6305433,26,0,夺宝游戏币x26
2030608,6331678,1,0,夺宝游戏币x1
2030608,63494106,1,0,夺宝游戏币x1
2030608,63756879,1,0,夺宝游戏币x1
2030608,63780619,1,0,夺宝游戏币x1
2030608,63783680,1,0,夺宝游戏币x1
2030608,63790386,1,0,夺宝游戏币x1
2030608,63799212,77,0,夺宝游戏币x77
