server_id,user_id,被回收券数,回收笔数,首笔回收时间,末笔回收时间,系统折算钻石入账(>=20:54含7-03),应得钻石(券x100),补偿状态
2220,2020872,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
2220,2022985,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2220,2023364,6,2,2026-07-02 20:54:37.617,2026-07-02 21:01:16.984,600,600,已足额折算
2220,2024320,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2220,2024642,6,1,2026-07-02 21:01:16.984,2026-07-02 21:01:16.984,600,600,已足额折算
2220,2025508,1,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,100,100,已足额折算
2220,2025585,6,1,2026-07-02 21:01:16.984,2026-07-02 21:01:16.984,600,600,已足额折算
2220,2025747,4,1,2026-07-02 21:01:16.984,2026-07-02 21:01:16.984,400,400,已足额折算
2220,2026253,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
2220,2026355,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
2220,2026548,2,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,0,200,未见折算入账(可能邮件未领)
2220,2027872,5,1,2026-07-02 22:01:58.770,2026-07-02 22:01:58.770,500,500,已足额折算
2220,2028662,5,1,2026-07-02 21:01:16.984,2026-07-02 21:01:16.984,500,500,已足额折算
2220,2028932,2,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,200,200,已足额折算
2220,2030210,6,1,2026-07-02 20:54:37.617,2026-07-02 20:54:37.617,600,600,已足额折算
2230,2015479,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
2230,2018559,1,1,2026-07-02 21:09:48.780,2026-07-02 21:09:48.780,100,100,已足额折算
2230,2024395,1,1,2026-07-02 21:01:17.011,2026-07-02 21:01:17.011,100,100,已足额折算
2230,2026971,5,1,2026-07-02 21:01:17.011,2026-07-02 21:01:17.011,500,500,已足额折算
2230,2031056,6,1,2026-07-02 20:54:37.618,2026-07-02 20:54:37.618,600,600,已足额折算
2240,2032275,6,1,2026-07-02 21:01:17.028,2026-07-02 21:01:17.028,600,600,已足额折算
2240,2037740,6,1,2026-07-02 20:54:37.624,2026-07-02 20:54:37.624,600,600,已足额折算
2240,2039501,6,1,2026-07-02 20:54:37.624,2026-07-02 20:54:37.624,600,600,已足额折算
2240,2039893,6,2,2026-07-02 20:54:37.624,2026-07-02 21:01:17.028,600,600,已足额折算
2240,2040662,6,1,2026-07-02 21:01:17.028,2026-07-02 21:01:17.028,600,600,已足额折算
2240,2041285,6,1,2026-07-02 20:54:37.624,2026-07-02 20:54:37.624,600,600,已足额折算
2240,2042550,6,1,2026-07-02 21:01:17.028,2026-07-02 21:01:17.028,600,600,已足额折算
2240,2043734,6,1,2026-07-02 20:54:37.624,2026-07-02 20:54:37.624,600,600,已足额折算
2240,2044758,6,1,2026-07-02 20:54:37.624,2026-07-02 20:54:37.624,600,600,已足额折算
2240,2045792,6,1,2026-07-02 20:54:37.624,2026-07-02 20:54:37.624,600,600,已足额折算
2240,2047017,5,1,2026-07-02 21:01:17.028,2026-07-02 21:01:17.028,500,500,已足额折算
2240,2047825,6,1,2026-07-02 21:01:17.028,2026-07-02 21:01:17.028,600,600,已足额折算
2240,2048232,6,1,2026-07-02 20:54:37.624,2026-07-02 20:54:37.624,600,600,已足额折算
2240,2048337,6,1,2026-07-02 20:54:37.624,2026-07-02 20:54:37.624,600,600,已足额折算
2240,2050219,6,2,2026-07-02 20:54:37.624,2026-07-02 21:01:17.028,100,600,部分折算
2250,2031567,6,1,2026-07-02 21:26:48.349,2026-07-02 21:26:48.349,600,600,已足额折算
2250,2031614,6,1,2026-07-02 20:54:37.620,2026-07-02 20:54:37.620,600,600,已足额折算
2250,2042212,1,1,2026-07-02 21:01:17.050,2026-07-02 21:01:17.050,100,100,已足额折算
2250,2042487,6,1,2026-07-02 20:54:37.620,2026-07-02 20:54:37.620,600,600,已足额折算
2250,2044778,6,1,2026-07-02 20:54:37.620,2026-07-02 20:54:37.620,600,600,已足额折算
