服务器ID,玩家ID,消耗11112725数量
2020708,46610776,1
2051002,37857182,1
2020608,5003925,1
2056102,48666663,1
2020108,63484545,1
2020208,4842836,1
2020208,40383562,1
2020608,47371397,1
2020108,29383156,1
2020408,68083877,1
2020408,11683847,1
2020808,81188234,1
2073702,75301430,1
2092802,220652986,1
2091802,218670445,1
2020708,21127719,1
2020408,67919423,1
2608202,220836083,1
2020208,20007008,1
2020108,31622396,1
2020408,51429865,1
2020608,37340062,1
2068602,74706514,1
2020708,6614148,1
2020708,41604165,1
2020608,50730947,1
2020408,53293406,1
2092902,220722610,1
2020608,38012646,1
2090002,216529889,1
2020708,40010963,1
2021108,56810472,1
2058302,51747517,1
2021108,24722866,1
2020108,73680646,1
2021108,19928862,1
2020108,43589700,1
2091802,218650976,1
2077002,200119956,1
2020808,86035787,1
2079402,203082519,1
2020408,70253325,1
2020808,84903313,1
2020108,12151472,1
2088802,213380178,1
2058802,50002904,1
2077702,201851631,1
2021208,10856314,1
2001408,218421140,1
2020208,120354088,1
2089202,213106792,1
2021108,19539607,1
2021108,65785764,1
2020808,80186427,1
2020808,201058202,1
2020808,85392696,1
2020408,25619005,1
2020108,62706161,1
2024402,18303275,1
2088902,214023255,1
2020808,75577743,1
2092802,220673118,1
2039502,34756304,1
2021108,22007625,1
2021108,61815658,1
2020708,38752325,1
2020208,17836434,1
2090402,214910070,1
2018202,12472432,1
2020708,39483287,1
2020408,9692970,1
2021008,211992690,1
2092202,219521262,1
2068602,72531459,1
2020608,37774016,1
2092102,219355646,1
2020708,16212424,1
2091402,217881287,1
2021108,56967744,1
2021108,19673144,1
2020708,23849729,1
2020808,80643884,1
2020108,7460872,1
2020708,23420319,1
2020908,78627009,1
2020208,12385856,1
2020908,205577419,1
2020108,68977666,1
2061402,58352131,1
2018502,17784842,1
2020208,20188854,1
