user_id,task_cnt,task_group
8951224,21,16-21
211576092,21,16-21
82406475,21,16-21
78761024,21,16-21
27779041,21,16-21
12272733,21,16-21
63781708,21,16-21
66851395,21,16-21
27988554,21,16-21
30346256,21,16-21
214424916,21,16-21
215492440,21,16-21
206130234,21,16-21
215152759,21,16-21
67738880,21,16-21
72809622,21,16-21
6028420,21,16-21
123295827,21,16-21
55674862,21,16-21
24024102,21,16-21
208635257,21,16-21
44787847,21,16-21
45127810,21,16-21
998250,21,16-21
76226595,21,16-21
11610995,21,16-21
4367663,21,16-21
67737031,21,16-21
23308512,21,16-21
220266353,21,16-21
76387859,21,16-21
45436783,21,16-21
69712509,21,16-21
217791502,21,16-21
63398171,21,16-21
30469632,21,16-21
87380599,21,16-21
83907292,21,16-21
82376654,21,16-21
46288066,21,16-21
9084499,21,16-21
202856074,21,16-21
213623183,21,16-21
43959526,21,16-21
19719551,21,16-21
38518525,21,16-21
38255324,21,16-21
72230756,21,16-21
18548432,21,16-21
49131576,21,16-21
215530958,21,16-21
9679537,21,16-21
63583576,21,16-21
82657014,21,16-21
57694611,21,16-21
22942162,21,16-21
5945691,21,16-21
8621455,21,16-21
200935058,21,16-21
37399438,21,16-21
71526944,21,16-21
21071657,21,16-21
16129787,21,16-21
68804326,21,16-21
35314049,21,16-21
84648640,21,16-21
121577458,21,16-21
73560961,21,16-21
38518128,21,16-21
20808291,21,16-21
27437588,21,16-21
41050139,21,16-21
27978244,21,16-21
69569889,21,16-21
21879359,21,16-21
41360860,21,16-21
8279087,21,16-21
203738169,21,16-21
220247202,21,16-21
45121358,21,16-21
31419709,21,16-21
29238599,21,16-21
73623130,21,16-21
88296647,21,16-21
67255428,21,16-21
211312131,21,16-21
56859238,21,16-21
21395426,21,16-21
88561630,21,16-21
50012808,21,16-21
28110713,21,16-21
84101086,21,16-21
14828379,21,16-21
11201817,21,16-21
9118756,21,16-21
21058197,21,16-21
17537862,21,16-21
8822474,21,16-21
20154797,21,16-21
217405156,21,16-21
8419745,21,16-21
33093019,21,16-21
31841193,21,16-21
200910821,21,16-21
209050363,21,16-21
38731446,21,16-21
207120612,21,16-21
56701532,21,16-21
57711906,21,16-21
41995843,21,16-21
76918830,21,16-21
8935029,21,16-21
13600351,21,16-21
41052217,21,16-21
26621035,21,16-21
219570266,21,16-21
222402619,21,16-21
82935229,21,16-21
83914143,21,16-21
64703276,21,16-21
71798208,21,16-21
8760658,21,16-21
56525472,21,16-21
204670965,21,16-21
15601095,21,16-21
7975782,21,16-21
124175942,21,16-21
38246688,21,16-21
75585261,21,16-21
35009301,21,16-21
15424324,21,16-21
52293011,21,16-21
7230289,21,16-21
60042810,21,16-21
5079268,21,16-21
28707236,21,16-21
8302676,21,16-21
202176747,21,16-21
48600409,21,16-21
57329016,21,16-21
32088196,21,16-21
214864510,21,16-21
29523691,21,16-21
43824581,21,16-21
55523857,21,16-21
66423252,21,16-21
75394056,21,16-21
37781144,21,16-21
10907419,21,16-21
24182873,21,16-21
5914141,21,16-21
12569932,21,16-21
122400477,21,16-21
37021007,21,16-21
52652477,21,16-21
64361352,21,16-21
46604400,21,16-21
28724757,21,16-21
219210846,21,16-21
32288700,21,16-21
26381181,21,16-21
45469827,21,16-21
12935058,21,16-21
202323847,21,16-21
63488622,21,16-21
8763321,21,16-21
34169674,21,16-21
52627012,21,16-21
214058163,21,16-21
57400714,21,16-21
220478175,21,16-21
53558809,21,16-21
218316551,21,16-21
68244437,21,16-21
25943602,21,16-21
48956693,21,16-21
40983716,21,16-21
209989850,21,16-21
57426877,21,16-21
8111299,21,16-21
26391637,21,16-21
29383156,21,16-21
53747171,21,16-21
20028499,21,16-21
78628455,21,16-21
82382465,21,16-21
217737747,21,16-21
65816233,21,16-21
59284193,21,16-21
62051022,21,16-21
5083185,21,16-21
206385349,21,16-21
17205050,21,16-21
68201341,21,16-21
217030272,21,16-21
64607755,21,16-21
200554283,21,16-21
41013725,21,16-21
9642801,21,16-21
45932326,21,16-21
120945977,21,16-21
48131668,21,16-21
24094088,21,16-21
48013050,21,16-21
46604522,21,16-21
213515987,21,16-21
214062127,21,16-21
54398110,21,16-21
60749528,21,16-21
38012646,21,16-21
8944079,21,16-21
14018848,21,16-21
88626866,21,16-21
19006370,21,16-21
52641070,21,16-21
28689185,21,16-21
207697437,21,16-21
212568910,21,16-21
70515609,21,16-21
19464361,21,16-21
76309675,21,16-21
22121223,21,16-21
215607921,21,16-21
57877737,21,16-21
8291126,21,16-21
85667476,21,16-21
209432631,21,16-21
201290124,21,16-21
85362344,21,16-21
86411725,21,16-21
81647461,21,16-21
85392696,21,16-21
40248666,21,16-21
219728965,21,16-21
120354088,21,16-21
123355256,21,16-21
50919833,21,16-21
17790263,21,16-21
205321480,21,16-21
47388168,21,16-21
17172657,21,16-21
121063801,21,16-21
9393397,21,16-21
80172312,21,16-21
53895359,21,16-21
21369105,21,16-21
39411664,21,16-21
54151704,21,16-21
124065629,21,16-21
27849954,21,16-21
30581151,21,16-21
36932614,21,16-21
36682916,21,16-21
72867513,21,16-21
24488368,21,16-21
18411208,21,16-21
12876695,21,16-21
26881814,21,16-21
215255432,21,16-21
51550677,21,16-21
220762162,21,16-21
87636187,21,16-21
71718548,21,16-21
16473350,21,16-21
37035162,21,16-21
213396552,21,16-21
219989333,21,16-21
35843230,21,16-21
218185935,21,16-21
28759586,21,16-21
32377577,21,16-21
83272424,21,16-21
20810549,21,16-21
32027539,21,16-21
72788632,21,16-21
219978944,21,16-21
73858564,21,16-21
220077315,21,16-21
75034435,21,16-21
214084668,21,16-21
35319634,21,16-21
41595126,21,16-21
36905182,21,16-21
24733395,21,16-21
218177032,21,16-21
38648549,21,16-21
17130538,21,16-21
82814072,21,16-21
220864111,21,16-21
41172397,21,16-21
18286041,21,16-21
58380615,21,16-21
46087376,21,16-21
213655800,21,16-21
21572052,21,16-21
220565976,21,16-21
8333434,21,16-21
81326805,21,16-21
31090282,21,16-21
16325355,21,16-21
35795613,21,16-21
46638316,21,16-21
73485228,21,16-21
23363916,21,16-21
75446575,21,16-21
49313829,21,16-21
216137504,21,16-21
23886851,21,16-21
55949758,21,16-21
209131868,21,16-21
67175526,21,16-21
26734523,21,16-21
220207942,21,16-21
45360256,21,16-21
50512600,21,16-21
13675287,21,16-21
210993055,21,16-21
51302186,21,16-21
14457841,21,16-21
73344522,21,16-21
203621043,21,16-21
11455472,21,16-21
25294600,21,16-21
82231202,21,16-21
13115592,21,16-21
82972718,21,16-21
47584026,21,16-21
49833858,21,16-21
34680006,21,16-21
34744928,21,16-21
203713106,21,16-21
39696855,21,16-21
216655352,21,16-21
80128505,21,16-21
7393337,21,16-21
120353759,21,16-21
85734715,21,16-21
27156170,21,16-21
214651537,21,16-21
77604491,21,16-21
217397009,21,16-21
24722866,21,16-21
213807541,21,16-21
72531459,21,16-21
49814852,21,16-21
212253049,21,16-21
13109105,21,16-21
17393087,21,16-21
34157593,21,16-21
12051616,21,16-21
8260414,21,16-21
80564934,21,16-21
33633844,21,16-21
36463200,21,16-21
8945927,21,16-21
84557014,21,16-21
3016041,21,16-21
23845314,21,16-21
220686146,21,16-21
40572960,21,16-21
13169441,21,16-21
49649406,21,16-21
13245861,21,16-21
18504836,21,16-21
15949218,21,16-21
21450330,21,16-21
37793092,21,16-21
21929774,21,16-21
82094095,21,16-21
40434619,21,16-21
74293554,21,16-21
86457793,21,16-21
15047759,21,16-21
6484959,21,16-21
38640833,21,16-21
60557614,21,16-21
28240512,21,16-21
71353948,21,16-21
42061678,21,16-21
11587251,21,16-21
121257552,21,16-21
3684822,21,16-21
214951138,21,16-21
40554584,21,16-21
212150451,21,16-21
24904784,21,16-21
200543839,21,16-21
24836888,21,16-21
31007578,21,16-21
34912134,21,16-21
38498520,21,16-21
82131882,21,16-21
62239452,21,16-21
11772568,21,16-21
213059600,21,16-21
87557223,21,16-21
59451544,21,16-21
29708155,21,16-21
23741338,21,16-21
56217672,21,16-21
25739034,21,16-21
51347455,21,16-21
211956572,21,16-21
80649828,21,16-21
31963847,21,16-21
219552719,21,16-21
34918395,21,16-21
3806675,21,16-21
38118982,21,16-21
23674716,21,16-21
61071799,21,16-21
202181249,21,16-21
76431414,21,16-21
18635345,21,16-21
24177021,21,16-21
7420259,21,16-21
82755392,21,16-21
207121555,21,16-21
5982012,21,16-21
16212424,21,16-21
207051373,21,16-21
85194708,21,16-21
37038195,21,16-21
83376996,21,16-21
11045516,21,16-21
56652072,21,16-21
58993301,21,16-21
25882392,21,16-21
61525810,21,16-21
52567168,21,16-21
55814786,21,16-21
60706568,21,16-21
14968094,21,16-21
21271458,21,16-21
56950129,21,16-21
49196482,21,16-21
79058708,21,16-21
42098389,21,16-21
14034509,21,16-21
55893491,21,16-21
212870441,21,16-21
211385738,21,16-21
17656758,21,16-21
50399084,21,16-21
34597191,21,16-21
35631486,21,16-21
207753961,21,16-21
211600709,21,16-21
49926637,21,16-21
13810664,21,16-21
200914659,21,16-21
81912810,21,16-21
218930778,21,16-21
43523321,21,16-21
207508916,21,16-21
82904570,21,16-21
42511108,21,16-21
6983507,21,16-21
3389061,21,16-21
200428696,21,16-21
63226656,21,16-21
8737384,21,16-21
4850113,21,16-21
40300991,21,16-21
208803349,21,16-21
210819557,21,16-21
13286256,21,16-21
8480881,21,16-21
217046936,21,16-21
42240810,21,16-21
31675252,21,16-21
22890094,21,16-21
80643884,21,16-21
202294938,21,16-21
40383562,21,16-21
48916373,21,16-21
24143465,21,16-21
212143510,21,16-21
201448252,21,16-21
23245682,21,16-21
121668638,21,16-21
31909492,21,16-21
210694727,21,16-21
63494106,21,16-21
5085971,21,16-21
87829849,21,16-21
17935842,21,16-21
34553385,21,16-21
60893399,21,16-21
208133811,21,16-21
210472662,21,16-21
52763672,21,16-21
11854728,21,16-21
213228213,21,16-21
121620922,21,16-21
46268758,21,16-21
212126657,21,16-21
43554749,21,16-21
20821434,21,16-21
211231263,21,16-21
216533573,21,16-21
34824025,21,16-21
33802466,21,16-21
15326664,21,16-21
216104474,21,16-21
47316708,21,16-21
76475202,21,16-21
213471781,21,16-21
209575691,21,16-21
32918875,21,16-21
21493839,21,16-21
205434131,21,16-21
12930851,21,16-21
59586281,21,16-21
34801646,21,16-21
56014901,21,16-21
40696640,21,16-21
7147011,21,16-21
61013452,21,16-21
8914963,21,16-21
43589700,21,16-21
5577066,21,16-21
82569203,21,16-21
66603721,21,16-21
30243105,21,16-21
27060822,21,16-21
37962654,21,16-21
10838477,21,16-21
43110807,21,16-21
28922167,21,16-21
217380833,21,16-21
34930342,21,16-21
205378678,21,16-21
213150429,21,16-21
9685764,21,16-21
22352611,21,16-21
12259144,21,16-21
71253075,21,16-21
205919860,21,16-21
208814213,21,16-21
22692165,21,16-21
63484545,21,16-21
6581818,21,16-21
8812181,21,16-21
15667707,21,16-21
23845085,21,16-21
23606133,21,16-21
202317815,21,16-21
14382568,21,16-21
15401825,21,16-21
19042881,21,16-21
64442454,21,16-21
61038801,21,16-21
210127866,21,16-21
45310161,21,16-21
6374913,21,16-21
6012997,21,16-21
29313718,21,16-21
41424472,21,16-21
39362800,21,16-21
17516544,21,16-21
18951155,21,16-21
124187554,21,16-21
9806660,21,16-21
24757615,21,16-21
21636512,21,16-21
5909273,21,16-21
18392776,21,16-21
88718619,21,16-21
12346315,21,16-21
78982302,21,16-21
80952297,21,16-21
3567954,21,16-21
204110349,21,16-21
18053526,21,16-21
206331976,21,16-21
71551672,21,16-21
68303516,21,16-21
21586685,21,16-21
71356238,21,16-21
43852360,21,16-21
72986101,21,16-21
47303156,21,16-21
207847079,21,16-21
24064804,21,16-21
15706411,21,16-21
9262540,21,16-21
206613404,21,16-21
80640590,21,16-21
212719905,21,16-21
216772567,21,16-21
13748325,21,16-21
52248171,21,16-21
78285576,21,16-21
31255962,21,16-21
23664354,21,16-21
64739543,21,16-21
44147935,21,16-21
76251680,21,16-21
40380667,21,16-21
20979216,21,16-21
43996202,21,16-21
86945002,21,16-21
10652560,21,16-21
55169657,21,16-21
13553645,21,16-21
63260967,21,16-21
53267576,21,16-21
16816792,21,16-21
68876473,21,16-21
10087770,21,16-21
81218323,21,16-21
27198423,21,16-21
108872,21,16-21
53728698,21,16-21
13828819,21,16-21
203798922,21,16-21
202293574,21,16-21
200933524,21,16-21
13121990,21,16-21
37623137,21,16-21
210603011,21,16-21
20054503,21,16-21
43416425,21,16-21
38489121,21,16-21
44563694,21,16-21
11663869,21,16-21
67737880,21,16-21
53106617,21,16-21
13152555,21,16-21
57697331,21,16-21
77148175,21,16-21
44443787,21,16-21
11671657,21,16-21
60260998,21,16-21
88537889,21,16-21
25566753,21,16-21
73016675,21,16-21
79489320,21,16-21
204541624,21,16-21
217377617,21,16-21
43563504,21,16-21
85754685,21,16-21
48758123,21,16-21
6781959,21,16-21
48910322,21,16-21
46235249,21,16-21
214266329,21,16-21
54295305,21,16-21
122145475,21,16-21
219012183,21,16-21
213075067,21,16-21
47606101,21,16-21
44300943,21,16-21
75899123,21,16-21
218453225,21,16-21
215142025,21,16-21
23929239,21,16-21
58692588,21,16-21
9449720,21,16-21
55918400,21,16-21
73891390,21,16-21
35505195,21,16-21
36468871,21,16-21
16933530,21,16-21
42583582,21,16-21
73727880,21,16-21
20606266,21,16-21
63398241,21,16-21
41823185,21,16-21
120120939,21,16-21
81421496,21,16-21
3074918,21,16-21
80823407,21,16-21
15015523,21,16-21
43753708,21,16-21
77773481,21,16-21
9444980,21,16-21
53405506,21,16-21
53335368,21,16-21
18556119,21,16-21
13610419,21,16-21
46311136,21,16-21
5384729,21,16-21
54033304,21,16-21
87548397,21,16-21
12168720,21,16-21
6167859,21,16-21
3595937,21,16-21
40871687,21,16-21
16505500,21,16-21
42940651,21,16-21
215752817,21,16-21
24119484,21,16-21
43125806,21,16-21
208769033,21,16-21
9036185,21,16-21
220934174,21,16-21
52436180,21,16-21
83030812,21,16-21
69620130,21,16-21
4490205,21,16-21
13635250,21,16-21
74024273,21,16-21
37182668,21,16-21
219097384,21,16-21
20582793,21,16-21
45629654,21,16-21
29248240,21,16-21
30238105,21,16-21
69205231,21,16-21
86441681,21,16-21
40214123,21,16-21
82961787,21,16-21
50571749,21,16-21
52704506,21,16-21
213136034,21,16-21
44961939,21,16-21
31310032,21,16-21
219077702,21,16-21
80504175,21,16-21
16617463,21,16-21
209211365,21,16-21
200207292,21,16-21
42166497,21,16-21
32542208,21,16-21
71043216,21,16-21
22277591,21,16-21
204381415,21,16-21
34862846,21,16-21
14311401,21,16-21
217712700,21,16-21
68913082,21,16-21
218382499,21,16-21
15891484,21,16-21
204876526,21,16-21
78077845,21,16-21
11255957,21,16-21
61277138,21,16-21
57714371,21,16-21
27236554,21,16-21
43712810,21,16-21
14730475,21,16-21
63082603,21,16-21
3060792,21,16-21
17369444,21,16-21
220722610,21,16-21
219871047,21,16-21
122730553,21,16-21
48480118,21,16-21
86500613,21,16-21
16789979,21,16-21
55148864,21,16-21
217457178,21,16-21
74682242,21,16-21
21816677,21,16-21
60886087,21,16-21
37850322,21,16-21
41443462,21,16-21
10329933,21,16-21
22323851,21,16-21
33969317,21,16-21
41008032,21,16-21
74748283,21,16-21
120740476,21,16-21
7486480,21,16-21
28340513,21,16-21
75033316,21,16-21
47846325,21,16-21
47251552,21,16-21
79617437,21,16-21
81188234,21,16-21
24779706,21,16-21
24910137,21,16-21
41392128,21,16-21
81525641,21,16-21
210673484,21,16-21
76985944,21,16-21
121025254,21,16-21
20286125,21,16-21
37925278,21,16-21
217403862,21,16-21
72341604,21,16-21
63999387,21,16-21
12510328,21,16-21
74295339,21,16-21
59481762,21,16-21
24884226,21,16-21
34026805,21,16-21
42670439,21,16-21
13332277,21,16-21
33076282,21,16-21
207170128,21,16-21
43774463,21,16-21
204154675,21,16-21
32405736,21,16-21
210897657,21,16-21
8382952,21,16-21
12411428,21,16-21
123245731,21,16-21
35189059,21,16-21
204788856,21,16-21
43307603,21,16-21
3879641,21,16-21
219539316,21,16-21
24146528,21,16-21
55125740,21,16-21
12735607,21,16-21
50730947,21,16-21
33213476,21,16-21
200091658,21,16-21
84223984,21,16-21
211809387,21,16-21
22599829,21,16-21
80082610,21,16-21
40442093,21,16-21
61939744,21,16-21
201261208,21,16-21
9304891,21,16-21
38310508,21,16-21
53285815,21,16-21
56189517,21,16-21
220291013,21,16-21
27919043,21,16-21
26607404,21,16-21
9333888,21,16-21
26414205,21,16-21
221274010,21,16-21
413420,21,16-21
47303746,21,16-21
48528618,21,16-21
87210333,21,16-21
220021035,21,16-21
81931580,21,16-21
32670368,21,16-21
48406104,21,16-21
27936042,21,16-21
13038966,21,16-21
212725450,21,16-21
71538718,21,16-21
23466655,21,16-21
38499069,21,16-21
73178107,21,16-21
37323950,21,16-21
72956432,21,16-21
88004019,21,16-21
71316689,21,16-21
52274842,21,16-21
208549753,21,16-21
18957140,21,16-21
51921427,21,16-21
25689358,21,16-21
79554378,21,16-21
16675863,21,16-21
16319032,21,16-21
212636411,21,16-21
71361025,21,16-21
16050309,21,16-21
6449571,21,16-21
60437571,21,16-21
5300589,21,16-21
49602808,21,16-21
121060172,21,16-21
122865602,21,16-21
39090702,21,16-21
87145734,21,16-21
35489375,21,16-21
50898340,21,16-21
22965502,21,16-21
84651226,21,16-21
20579297,21,16-21
33070172,21,16-21
35216582,21,16-21
23860970,21,16-21
42235454,21,16-21
58454699,21,16-21
208981616,21,16-21
25054780,21,16-21
14344126,21,16-21
22586311,21,16-21
217628598,21,16-21
49508935,21,16-21
64215863,21,16-21
9570697,21,16-21
9763037,21,16-21
56973682,21,16-21
73723348,21,16-21
13989834,21,16-21
63589537,21,16-21
6881205,21,16-21
53217705,21,16-21
200597564,21,16-21
49676822,21,16-21
36965778,21,16-21
120324036,21,16-21
19970226,21,16-21
59463114,21,16-21
7934125,21,16-21
62293113,21,16-21
65065503,21,16-21
72069345,21,16-21
220725620,21,16-21
202443179,21,16-21
19525865,21,16-21
43051634,21,16-21
200062242,21,16-21
60870594,21,16-21
12263824,21,16-21
219119828,21,16-21
7291650,21,16-21
61216894,21,16-21
46742795,21,16-21
23709519,21,16-21
85550342,21,16-21
13921898,21,16-21
67294594,21,16-21
7875978,21,16-21
23604951,21,16-21
62911328,21,16-21
13742645,21,16-21
38506055,21,16-21
5820179,21,16-21
10982981,21,16-21
19514812,21,16-21
7967368,21,16-21
14286014,21,16-21
203688579,21,16-21
203419104,21,16-21
2959905,21,16-21
215409606,21,16-21
17757619,21,16-21
24783782,21,16-21
26300721,21,16-21
202320708,21,16-21
3393056,21,16-21
9591015,21,16-21
56867829,21,16-21
32404815,21,16-21
218649505,21,16-21
38344873,21,16-21
10917426,21,16-21
15706611,21,16-21
44003460,21,16-21
25401318,21,16-21
32831921,21,16-21
217341283,21,16-21
38096868,21,16-21
73167642,21,16-21
17487612,21,16-21
8815955,21,16-21
27383301,21,16-21
32977185,21,16-21
122267252,21,16-21
28608979,21,16-21
14191919,21,16-21
8763998,21,16-21
45021766,21,16-21
36422297,21,16-21
124192883,21,16-21
18041613,21,16-21
212145762,21,16-21
76449341,21,16-21
9048498,21,16-21
120928636,21,16-21
47931976,21,16-21
46573025,21,16-21
201541869,21,16-21
43728717,21,16-21
81827083,21,16-21
9666960,21,16-21
23283042,21,16-21
55828554,21,16-21
9772975,21,16-21
65763198,21,16-21
71364731,21,16-21
217479044,21,16-21
216986210,21,16-21
14760885,21,16-21
7197019,21,16-21
22538228,21,16-21
86587204,21,16-21
47861015,21,16-21
11289837,21,16-21
5998014,21,16-21
207180683,21,16-21
17072178,21,16-21
22766854,21,16-21
44263053,21,16-21
83456158,21,16-21
23347191,21,16-21
41581496,21,16-21
36195039,21,16-21
7639585,21,16-21
34980339,21,16-21
79807233,21,16-21
214517311,21,16-21
9464510,21,16-21
21913740,21,16-21
21327228,21,16-21
49220019,21,16-21
36779265,21,16-21
32031671,21,16-21
44816189,21,16-21
5859273,21,16-21
214217950,21,16-21
41522878,21,16-21
43624573,21,16-21
11802573,21,16-21
211847661,21,16-21
29231126,21,16-21
12807831,21,16-21
218421140,21,16-21
38420589,21,16-21
8930500,21,16-21
42151590,21,16-21
58793947,21,16-21
54147732,21,16-21
214229231,21,16-21
59961124,21,16-21
33125710,21,16-21
62179818,21,16-21
48319936,21,16-21
34154166,21,16-21
8131027,21,16-21
86594619,21,16-21
55774815,21,16-21
19928862,21,16-21
13044045,21,16-21
36096849,21,16-21
87016104,21,16-21
43767528,21,16-21
9023724,21,16-21
32098985,21,16-21
207769319,21,16-21
48111369,21,16-21
50812155,21,16-21
26073651,21,16-21
12262007,21,16-21
16868227,21,16-21
80870336,21,16-21
29504620,21,16-21
79873129,21,16-21
52082572,21,16-21
20523616,21,16-21
46071681,21,16-21
13000236,21,16-21
65221100,21,16-21
43959427,21,16-21
50646583,21,16-21
66273046,21,16-21
9100036,21,16-21
31383030,21,16-21
24376627,21,16-21
34673926,21,16-21
202936038,21,16-21
30269823,21,16-21
210445621,21,16-21
85008796,21,16-21
68561192,21,16-21
34392002,21,16-21
46693597,21,16-21
10735057,21,16-21
43851027,21,16-21
213037660,21,16-21
37959383,21,16-21
6601657,21,16-21
200119174,21,16-21
207991670,21,16-21
55280714,21,16-21
76316753,21,16-21
35991011,21,16-21
120725569,21,16-21
122644771,21,16-21
62976621,21,16-21
49380068,21,16-21
214181967,21,16-21
220724000,21,16-21
3866978,21,16-21
21497693,21,16-21
215093885,21,16-21
47703789,21,16-21
45178602,21,16-21
85254585,21,16-21
58540423,21,16-21
71223757,21,16-21
65263955,21,16-21
83483790,21,16-21
62706161,21,16-21
43694202,21,16-21
217010935,21,16-21
37189731,21,16-21
47550610,21,16-21
76015900,21,16-21
12250468,21,16-21
9505803,21,16-21
65909561,21,16-21
40495868,21,16-21
54454000,21,16-21
213669835,21,16-21
60239137,21,16-21
4301088,21,16-21
24524264,21,16-21
12766621,21,16-21
39585978,21,16-21
59537533,21,16-21
79928100,21,16-21
17740261,21,16-21
39951938,21,16-21
68253789,21,16-21
54108089,21,16-21
26402861,21,16-21
29631056,21,16-21
8452753,21,16-21
34190616,21,16-21
6360346,21,16-21
219920576,21,16-21
20509234,21,16-21
73138313,21,16-21
20861187,21,16-21
120137150,21,16-21
206512823,21,16-21
78597585,21,16-21
23496754,21,16-21
34352513,21,16-21
9796683,21,16-21
43047174,21,16-21
42333240,21,16-21
80160341,21,16-21
43563023,21,16-21
31093450,21,16-21
220671844,21,16-21
209241626,21,16-21
35237359,21,16-21
213027331,21,16-21
75706925,21,16-21
25188124,21,16-21
78346759,21,16-21
9790192,21,16-21
6278378,21,16-21
202576493,21,16-21
220411521,21,16-21
33828422,21,16-21
27933286,21,16-21
120790947,21,16-21
12153300,21,16-21
5405274,21,16-21
17005060,21,16-21
200310156,21,16-21
45923540,21,16-21
7831586,21,16-21
46080690,21,16-21
86504161,21,16-21
82537068,21,16-21
41592883,21,16-21
79704026,21,16-21
27661733,21,16-21
37311632,21,16-21
40671256,21,16-21
11095213,21,16-21
206100721,21,16-21
22454535,21,16-21
38238907,21,16-21
210646194,21,16-21
27305021,21,16-21
74796706,21,16-21
218808873,21,16-21
81536941,21,16-21
83580051,21,16-21
21259178,21,16-21
212033613,21,16-21
27635827,21,16-21
71303973,21,16-21
39529067,21,16-21
202683703,21,16-21
220654088,21,16-21
6306041,21,16-21
18028191,21,16-21
85199513,21,16-21
61582669,21,16-21
205306020,21,16-21
52310155,21,16-21
51500683,21,16-21
23520982,21,16-21
64398608,21,16-21
46019951,21,16-21
77081419,21,16-21
8830658,21,16-21
67003162,21,16-21
18667214,21,16-21
57928861,21,16-21
50506139,21,16-21
123328909,21,16-21
54661443,21,16-21
61662101,21,16-21
31391644,21,16-21
203726390,21,16-21
24729085,21,16-21
35460831,21,16-21
8136101,21,16-21
33696777,21,16-21
40183152,21,16-21
86227742,21,16-21
4200722,21,16-21
39436967,21,16-21
206714675,21,16-21
79573634,21,16-21
60620537,21,16-21
8358234,21,16-21
32420804,21,16-21
41440335,21,16-21
24033429,21,16-21
6220244,21,16-21
42376420,21,16-21
216653327,21,16-21
26714975,21,16-21
72893288,21,16-21
210836046,21,16-21
23918891,21,16-21
13798427,21,16-21
46648357,21,16-21
13029462,21,16-21
45319593,21,16-21
45988540,21,16-21
19322149,21,16-21
64316006,21,16-21
121395269,21,16-21
32238823,21,16-21
48765623,21,16-21
29383833,21,16-21
45845602,21,16-21
54184567,21,16-21
4442426,21,16-21
17841602,21,16-21
219508585,21,16-21
38446770,21,16-21
43700608,21,16-21
34443636,21,16-21
5736926,21,16-21
215551144,21,16-21
31216268,21,16-21
14448422,21,16-21
68307090,21,16-21
8537557,21,16-21
41026820,21,16-21
121036375,21,16-21
71233387,21,16-21
22785189,21,16-21
211992690,21,16-21
41063086,21,16-21
39789050,21,16-21
122029687,21,16-21
4640799,21,16-21
7944898,21,16-21
60329051,21,16-21
57454281,21,16-21
62439790,21,16-21
24092215,21,16-21
9126115,21,16-21
79023038,21,16-21
217800287,21,16-21
38456505,21,16-21
220792592,21,16-21
50191697,21,16-21
15341980,21,16-21
35909748,21,16-21
25301071,21,16-21
218505510,21,16-21
22425131,21,16-21
57650512,21,16-21
208309720,21,16-21
3475074,21,16-21
21070392,21,16-21
19957960,21,16-21
6010900,21,16-21
15824351,21,16-21
31845245,21,16-21
28231429,21,16-21
63482437,21,16-21
12721855,21,16-21
216708511,21,16-21
220457164,21,16-21
32624088,21,16-21
23549504,21,16-21
7335427,21,16-21
24812479,21,16-21
121251249,21,16-21
205655659,21,16-21
32965058,21,16-21
38704798,21,16-21
73420873,21,16-21
77154558,21,16-21
23147892,21,16-21
217398266,21,16-21
51009550,21,16-21
10856314,21,16-21
18031663,21,16-21
19694998,21,16-21
38478123,21,16-21
12815044,21,16-21
17649139,21,16-21
80186427,21,16-21
40558089,21,16-21
47873095,21,16-21
207072109,21,16-21
213051120,21,16-21
216890805,21,16-21
65445141,21,16-21
220634759,21,16-21
44242103,21,16-21
48713052,21,16-21
30773072,21,16-21
4442310,21,16-21
16161050,21,16-21
31800125,21,16-21
40303794,21,16-21
17153834,21,16-21
28383144,21,16-21
220137007,21,16-21
210552037,21,16-21
200058189,21,16-21
30547090,21,16-21
32972886,21,16-21
31782067,21,16-21
214715848,21,16-21
21658214,21,16-21
18322103,21,16-21
21660522,21,16-21
212835938,21,16-21
8804616,21,16-21
205432540,21,16-21
14533057,21,16-21
208392743,21,16-21
55443994,21,16-21
8873732,21,16-21
20269608,21,16-21
14543579,21,16-21
24201626,21,16-21
73601556,21,16-21
40169638,21,16-21
49095918,21,16-21
12379796,21,16-21
32420528,21,16-21
120706680,21,16-21
55538307,21,16-21
216610254,21,16-21
40317877,21,16-21
38541239,21,16-21
5227772,21,16-21
38405690,21,16-21
21103359,21,16-21
219763048,21,16-21
37588357,21,16-21
84059243,21,16-21
88327208,21,16-21
9496719,21,16-21
217999962,21,16-21
53792230,21,16-21
28359591,21,16-21
218305608,21,16-21
17463797,21,16-21
200274045,21,16-21
42219379,21,16-21
55425158,21,16-21
57674712,21,16-21
219868479,21,16-21
8135146,21,16-21
3148377,21,16-21
30593734,21,16-21
203314600,21,16-21
49076520,21,16-21
19987206,21,16-21
40636820,21,16-21
12896504,21,16-21
123538409,21,16-21
12950270,21,16-21
40014206,21,16-21
28739584,21,16-21
9212364,21,16-21
68854926,21,16-21
58710120,21,16-21
52761409,21,16-21
72546612,21,16-21
19981811,21,16-21
71227328,21,16-21
48285336,21,16-21
82363364,21,16-21
20678857,21,16-21
49373892,21,16-21
7269873,21,16-21
8499546,21,16-21
16392350,21,16-21
42825618,21,16-21
63478355,21,16-21
80961884,21,16-21
43521011,21,16-21
8930338,21,16-21
5715557,21,16-21
41704182,21,16-21
