服务器ID,玩家ID,道具ID,道具名称,获取数量
2069702,74793935,111110306,绿色保底卡包-复活节,2
2069702,80925319,111110305,白色保底卡包-复活节,4
2073702,209744569,111110306,绿色保底卡包-复活节,3
2073702,209744569,111110307,蓝色保底卡包-复活节,1
2073702,220836633,111110305,白色保底卡包-复活节,1
2073702,222276809,111110306,绿色保底卡包-复活节,2
2073702,54656667,111110306,绿色保底卡包-复活节,1
2073702,74716343,111110307,蓝色保底卡包-复活节,1
2073702,74745258,111110306,绿色保底卡包-复活节,2
2073702,74745258,111110307,蓝色保底卡包-复活节,1
2073702,75309562,111110305,白色保底卡包-复活节,1
2073702,75451382,111110306,绿色保底卡包-复活节,1
2073702,75479365,111110305,白色保底卡包-复活节,3
2073702,75950065,111110306,绿色保底卡包-复活节,1
2073702,76386461,111110306,绿色保底卡包-复活节,1
2073702,79364467,111110306,绿色保底卡包-复活节,1
2073702,79364467,111110307,蓝色保底卡包-复活节,1
2074702,74064052,111110306,绿色保底卡包-复活节,3
2074702,74064052,111110307,蓝色保底卡包-复活节,1
2074702,75251153,111110306,绿色保底卡包-复活节,1
2074702,76513358,111110306,绿色保底卡包-复活节,1
2074702,77922417,111110306,绿色保底卡包-复活节,2
2074702,77922417,111110307,蓝色保底卡包-复活节,1
2074702,80344526,111110306,绿色保底卡包-复活节,1
2075202,216048001,111110306,绿色保底卡包-复活节,1
2075202,77588193,111110305,白色保底卡包-复活节,2
2075202,77635504,111110306,绿色保底卡包-复活节,1
2075202,77635504,111110307,蓝色保底卡包-复活节,1
2075202,78232761,111110306,绿色保底卡包-复活节,1
2075202,79465753,111110306,绿色保底卡包-复活节,1
2075802,76744049,111110306,绿色保底卡包-复活节,2
2075802,77195812,111110306,绿色保底卡包-复活节,1
2077002,200756021,111110305,白色保底卡包-复活节,5
2077002,200756021,111110306,绿色保底卡包-复活节,4
2077002,200756021,111110307,蓝色保底卡包-复活节,1
2077002,215138306,111110305,白色保底卡包-复活节,3
2077002,79816750,111110306,绿色保底卡包-复活节,3
2077002,79816750,111110307,蓝色保底卡包-复活节,1
2077002,79877548,111110305,白色保底卡包-复活节,2
2077102,202860173,111110306,绿色保底卡包-复活节,1
2077102,204255661,111110305,白色保底卡包-复活节,1
2077102,204294900,111110305,白色保底卡包-复活节,5
2077102,204294900,111110306,绿色保底卡包-复活节,2
2077102,204381415,111110307,蓝色保底卡包-复活节,1
2077102,80200320,111110307,蓝色保底卡包-复活节,1
2077102,80646488,111110306,绿色保底卡包-复活节,1
2077102,81284630,111110305,白色保底卡包-复活节,6
2077102,81284630,111110306,绿色保底卡包-复活节,12
2077102,81284630,111110307,蓝色保底卡包-复活节,8
2077102,81284630,111110308,紫色保底卡包-复活节,2
2077102,81284630,111110309,橙色保底卡包-复活节,2
2077702,200243073,111110307,蓝色保底卡包-复活节,1
2077702,200308757,111110305,白色保底卡包-复活节,6
2077702,200308757,111110306,绿色保底卡包-复活节,12
2077702,200308757,111110307,蓝色保底卡包-复活节,8
2077702,200308757,111110308,紫色保底卡包-复活节,2
2077702,200308757,111110309,橙色保底卡包-复活节,2
2077702,200359025,111110307,蓝色保底卡包-复活节,1
2077702,200897101,111110306,绿色保底卡包-复活节,2
2077702,200897101,111110307,蓝色保底卡包-复活节,1
2077702,200914659,111110307,蓝色保底卡包-复活节,1
2077702,200988181,111110306,绿色保底卡包-复活节,1
2077702,201851631,111110306,绿色保底卡包-复活节,1
2077702,23725479,111110305,白色保底卡包-复活节,5
2077702,23725479,111110306,绿色保底卡包-复活节,4
2078402,215076520,111110305,白色保底卡包-复活节,2
2078702,203334897,111110305,白色保底卡包-复活节,5
2078702,203334897,111110306,绿色保底卡包-复活节,4
2078702,203334897,111110307,蓝色保底卡包-复活节,1
2078702,81736024,111110306,绿色保底卡包-复活节,2
2078702,81736024,111110307,蓝色保底卡包-复活节,1
2079102,203633323,111110306,绿色保底卡包-复活节,1
2079102,205763410,111110305,白色保底卡包-复活节,1
2079102,205763410,111110306,绿色保底卡包-复活节,1
2079102,223305078,111110305,白色保底卡包-复活节,2
2079102,84487060,111110306,绿色保底卡包-复活节,1
2079102,86422271,111110307,蓝色保底卡包-复活节,1
2079302,84272848,111110305,白色保底卡包-复活节,1
2079302,84274988,111110306,绿色保底卡包-复活节,1
2079302,85642001,111110305,白色保底卡包-复活节,1
2079302,86753073,111110306,绿色保底卡包-复活节,2
2079302,87785019,111110305,白色保底卡包-复活节,1
2084102,204704372,111110306,绿色保底卡包-复活节,1
2084102,205069655,111110307,蓝色保底卡包-复活节,1
2084102,205289181,111110306,绿色保底卡包-复活节,2
2084102,205331491,111110305,白色保底卡包-复活节,2
2084102,205347860,111110306,绿色保底卡包-复活节,1
2084102,205967633,111110306,绿色保底卡包-复活节,1
2084102,205967633,111110307,蓝色保底卡包-复活节,1
2084102,210756277,111110305,白色保底卡包-复活节,4
2084102,210756277,111110306,绿色保底卡包-复活节,3
2084502,204724430,111110306,绿色保底卡包-复活节,1
2084502,204902742,111110305,白色保底卡包-复活节,2
2084502,208622558,111110305,白色保底卡包-复活节,2
2084502,209715666,111110305,白色保底卡包-复活节,1
2085302,206372672,111110305,白色保底卡包-复活节,1
2085302,206372672,111110306,绿色保底卡包-复活节,1
2085302,209070981,111110305,白色保底卡包-复活节,3
2085302,209345537,111110306,绿色保底卡包-复活节,2
2085302,220890392,111110305,白色保底卡包-复活节,3
2086302,208398310,111110307,蓝色保底卡包-复活节,1
2086302,208432223,111110305,白色保底卡包-复活节,2
2086302,208447448,111110307,蓝色保底卡包-复活节,1
2086302,208831573,111110307,蓝色保底卡包-复活节,1
2086302,209259311,111110305,白色保底卡包-复活节,4
2086302,209298448,111110307,蓝色保底卡包-复活节,1
2086302,214347919,111110306,绿色保底卡包-复活节,2
2087402,211189088,111110305,白色保底卡包-复活节,1
2087402,212121359,111110305,白色保底卡包-复活节,1
2087402,221751228,111110305,白色保底卡包-复活节,1
2088202,210420754,111110306,绿色保底卡包-复活节,1
2088202,210420754,111110307,蓝色保底卡包-复活节,1
2088202,211816723,111110305,白色保底卡包-复活节,1
2088202,211903975,111110306,绿色保底卡包-复活节,1
2088302,211552191,111110306,绿色保底卡包-复活节,3
2088302,212429295,111110305,白色保底卡包-复活节,6
2088302,212429295,111110306,绿色保底卡包-复活节,12
2088302,212429295,111110307,蓝色保底卡包-复活节,8
2088302,212429295,111110308,紫色保底卡包-复活节,2
2088302,212429295,111110309,橙色保底卡包-复活节,2
2088302,212496431,111110307,蓝色保底卡包-复活节,1
2088802,213528624,111110305,白色保底卡包-复活节,1
2088902,213925586,111110306,绿色保底卡包-复活节,1
2089202,212852715,111110306,绿色保底卡包-复活节,1
2089202,212997299,111110306,绿色保底卡包-复活节,1
2089202,213810165,111110306,绿色保底卡包-复活节,2
2089202,213810165,111110307,蓝色保底卡包-复活节,1
2089802,215124663,111110305,白色保底卡包-复活节,1
2090002,215468007,111110306,绿色保底卡包-复活节,1
2090002,216587676,111110307,蓝色保底卡包-复活节,1
2090002,216791515,111110305,白色保底卡包-复活节,1
2090402,216203981,111110306,绿色保底卡包-复活节,1
2090402,216217136,111110306,绿色保底卡包-复活节,2
2090402,216221376,111110306,绿色保底卡包-复活节,1
2090402,216259483,111110307,蓝色保底卡包-复活节,1
2090402,220821400,111110305,白色保底卡包-复活节,1
2090802,216881150,111110305,白色保底卡包-复活节,2
2090802,216881150,111110306,绿色保底卡包-复活节,1
2090802,217014220,111110305,白色保底卡包-复活节,1
2090902,217077903,111110305,白色保底卡包-复活节,2
2090902,217114077,111110305,白色保底卡包-复活节,3
2090902,217115271,111110305,白色保底卡包-复活节,2
2090902,217153983,111110306,绿色保底卡包-复活节,2
2090902,217162534,111110307,蓝色保底卡包-复活节,1
2090902,217193497,111110305,白色保底卡包-复活节,1
2091102,217437780,111110306,绿色保底卡包-复活节,1
2091202,217546646,111110307,蓝色保底卡包-复活节,1
2091202,217635739,111110306,绿色保底卡包-复活节,1
2091202,217635739,111110307,蓝色保底卡包-复活节,1
2091502,218065349,111110306,绿色保底卡包-复活节,2
2091502,218235246,111110305,白色保底卡包-复活节,1
2091502,218235246,111110306,绿色保底卡包-复活节,1
2091802,218672562,111110306,绿色保底卡包-复活节,1
2091802,218741351,111110305,白色保底卡包-复活节,1
2091802,219147211,111110305,白色保底卡包-复活节,2
2091902,218789347,111110305,白色保底卡包-复活节,1
2091902,218895089,111110306,绿色保底卡包-复活节,2
2092002,219158805,111110305,白色保底卡包-复活节,1
2092102,219263728,111110305,白色保底卡包-复活节,1
2092102,219263728,111110306,绿色保底卡包-复活节,3
2092102,219707779,111110306,绿色保底卡包-复活节,1
2092202,219462981,111110306,绿色保底卡包-复活节,3
2092202,219462981,111110307,蓝色保底卡包-复活节,1
2092302,219719665,111110306,绿色保底卡包-复活节,1
2092402,219913594,111110307,蓝色保底卡包-复活节,1
2092502,220006956,111110306,绿色保底卡包-复活节,4
2092502,220006956,111110307,蓝色保底卡包-复活节,1
2092502,220035693,111110306,绿色保底卡包-复活节,1
2092502,220131079,111110305,白色保底卡包-复活节,1
2092502,220131079,111110306,绿色保底卡包-复活节,1
2092502,220174770,111110307,蓝色保底卡包-复活节,1
2092602,220291814,111110305,白色保底卡包-复活节,1
2092602,220322222,111110305,白色保底卡包-复活节,1
2092702,220476433,111110306,绿色保底卡包-复活节,1
2092802,220766906,111110305,白色保底卡包-复活节,2
2092802,220767853,111110306,绿色保底卡包-复活节,1
2092802,220792127,111110305,白色保底卡包-复活节,1
2092802,220809417,111110307,蓝色保底卡包-复活节,1
2092902,220891070,111110306,绿色保底卡包-复活节,4
2092902,220891070,111110307,蓝色保底卡包-复活节,1
2600202,121281470,111110305,白色保底卡包-复活节,2
2600202,121380187,111110305,白色保底卡包-复活节,5
2600202,121380187,111110306,绿色保底卡包-复活节,3
2600602,120269315,111110305,白色保底卡包-复活节,5
2600602,120269315,111110306,绿色保底卡包-复活节,4
2600602,120269315,111110307,蓝色保底卡包-复活节,1
2600602,120838010,111110305,白色保底卡包-复活节,5
2603602,120353273,111110305,白色保底卡包-复活节,2
2606502,214612931,111110306,绿色保底卡包-复活节,1
2607202,219756318,111110307,蓝色保底卡包-复活节,1
2607202,223172329,111110305,白色保底卡包-复活节,3
2607702,217393465,111110307,蓝色保底卡包-复活节,1
2607702,217496978,111110306,绿色保底卡包-复活节,4
2607702,217496978,111110307,蓝色保底卡包-复活节,1
2607702,219302199,111110306,绿色保底卡包-复活节,1
2608102,220367869,111110305,白色保底卡包-复活节,1
2608202,220573846,111110306,绿色保底卡包-复活节,1
