user_id,max_activity_score
44481882,1250
44510856,19000
44595678,500
44596598,135750
44659425,12500
4472222,1250
44817627,16750
44851623,5000
44871874,5000
44911961,6500
44926576,1250
44927476,3750
44931151,307000
44961939,18250
44982170,500
4501842,16500
45077858,1000
45102230,33000
45121358,8750
45178602,500
45214738,10750
45215660,332000
45243473,7250
4525887,1000
45268170,4250
45303396,1250
45319593,2250
45331910,40500
45339611,8000
45347755,2500
45436783,500
45461404,2500
4546671,15750
45524274,500
45548775,44250
45574945,2500
4558571,9500
45623299,15500
45629654,31750
45648533,500
4567056,4500
45674569,3750
4569846,1250
45715010,16000
45777983,3750
45813632,750
45816253,51000
45826788,1500
45845602,5500
4586142,7500
4588369,13000
45923540,3250
45932326,20750
45934275,1250
4596249,22250
45988733,13500
46004215,750
46019951,58500
46036275,1250
46038009,7500
46050237,10250
46071681,3750
46080690,11750
46112126,15000
46158717,1250
46220970,8500
46235249,9000
46260240,1500
46290546,75250
46329470,40500
46340704,8000
46384723,750
46390566,7500
46419793,21250
46437212,30250
46446795,30000
46533224,750
46604522,21750
46610504,1250
46614851,9000
46622231,1250
46626552,1750
46644114,2500
46662749,34500
46702317,5750
46727120,3000
46728214,4750
46742795,500
46746081,1250
46765169,1250
4678758,10500
46810726,750
46817988,15000
46844671,24750
4686082,2500
46920911,52500
47012685,43250
47059137,186750
47061761,27500
47084081,249500
47118364,4500
47175101,12250
4718092,1750
47200242,363250
47239784,9250
47244126,1250
47246053,3750
47268713,4750
47313136,250
47316708,1250
47373193,2500
47403579,5750
47412382,1250
47444956,26250
47462189,7000
47480486,38750
47485123,4500
47488284,6750
4749137,1250
47531115,3000
47541368,9500
47557017,433250
47569781,15250
47584026,20500
47606101,8500
47609551,500
47681970,24500
47706644,1250
47805561,1250
47842355,23500
47931976,33000
4793309,1500
47967993,181000
48009724,3250
48056970,15000
48073539,20250
48078055,750
48092258,14750
48128708,2250
48146255,500
48177249,1250
48183015,6500
48194138,2500
48194534,3500
48200005,32000
48242635,6000
48242988,5250
4829598,20250
48300940,2500
48319936,23500
48332980,7750
48350939,18000
4835119,3750
48353212,1500
48398412,24500
4842836,17750
48444334,1500
4847159,2000
48480118,8250
48528618,15500
48550785,1250
48591626,25500
48600409,3000
48614050,500
4861422,166750
48651027,1250
48662682,2250
48666663,1750
48669632,55750
48891507,76500
48958128,10500
48969849,20750
48984720,4500
49021064,6250
49076520,18750
49141245,500
4915991,11000
49201006,5500
49241384,30500
49261765,4250
49313829,2500
49380068,23250
49504220,3750
49509683,8250
49521608,1250
49551197,2000
4960804,1500
49616690,1750
4963939,26750
49649406,2750
49669542,59500
49786543,3250
49828160,20000
49829436,1250
49831730,13250
49833858,35000
4984657,58500
49896354,2500
49930221,16750
49954699,6250
49976038,25250
49979636,1250
49993613,3750
50002904,13750
50012808,19500
5003925,3750
50065647,133000
50100879,17250
50191697,1750
50206679,1250
50212875,3750
50270978,41250
50347545,6250
50406467,1250
50416621,21500
50425885,14250
50457286,7250
50484405,27500
50494222,331750
50502852,1250
50506139,2000
50534664,2250
50571749,14000
5058136,20250
50621724,5000
50681822,5750
50766123,7750
50799416,750
5091682,1250
50966601,3500
51052558,1250
51096421,4250
51227531,2750
51347455,92000
51353792,1250
51403502,500
51453499,2500
51465031,11750
51515919,14000
51569676,1000
51573543,10750
51591414,8500
51681710,5000
51762046,51750
51791042,57500
51846386,2500
51882104,12000
51921427,5500
5197394,750
51974517,7750
5208202,43250
52172725,1750
52232750,1250
52234112,9500
52274842,11750
5227772,70250
52283876,1250
52359983,13750
5236940,750
52385318,1000
52413104,2500
52422024,1750
52426631,750
52436180,50500
52472857,1250
52514077,52000
52561379,500
52598655,18250
52621737,15750
52645384,6250
52645449,21250
52667467,5750
52743631,7500
52764950,112500
52799978,1250
52825449,36500
52826714,5000
52851759,2250
52880077,2500
53016855,1250
5302387,750
53038420,52500
53069579,21750
53072858,18250
53123610,22000
53138586,42750
53165079,35500
53182574,1250
53207534,142500
53277880,3000
53293406,49250
53324485,79250
53338401,750
53358481,9500
53457267,2750
53558809,48750
53645102,43000
53698855,4250
53727285,500
53728161,8000
53728698,1750
53747171,10750
53752896,16250
53775684,500
53895359,40500
53898758,33000
53995935,138750
54033304,750
54055764,7250
54063363,37000
54086201,5500
54108089,10250
54184567,2500
5426839,13250
54286888,1250
54295305,7000
54298451,1250
54336666,52750
54376144,1250
5441441,2500
54453441,750
54503421,6500
54525546,12000
54598835,500
5463773,5750
5467177,7000
54731330,1750
54767277,4750
54854589,14500
54937851,255000
54940736,5750
55023865,10500
55063087,3750
55106530,5000
55114474,1750
55169657,1250
5517812,33250
55210683,29250
55218853,10000
55411106,87750
55433829,8500
55463631,500
55531402,671250
55554306,44250
5557229,1250
5558958,2500
5565704,76000
55674862,77500
55747241,7750
55766867,3250
55807692,7750
55823558,9750
55828554,7750
55835921,10750
55843654,223500
55884730,3750
55919493,17250
55921654,43750
55969664,7000
56002175,500
56014189,22500
56049845,18750
56079415,500
5608223,4000
56105645,5750
56138952,4000
56189517,2750
56201192,29750
56224846,13250
56262169,125000
56267635,1500
56305413,62500
56389296,2750
56451856,1250
56577853,5000
56599939,1500
56610746,27500
56617494,70000
56636784,61000
56649989,61000
56652072,5000
56652976,37000
56667850,132750
56756635,76750
56805712,2250
56850790,10500
56860921,1250
56866711,250
5687991,13000
56888148,16000
5689188,5500
56895815,45000
56920270,30000
56963121,3250
56997796,500
57017014,26000
57045506,70250
5710392,15500
57141201,4500
57182724,1250
57301053,11500
57341817,8500
5734315,750
57411895,14250
57503448,29500
57650512,500
57658759,4500
57662119,23000
57697331,750
57736987,9000
57796435,10500
57813325,750
57815934,10000
57847021,18000
57851814,32250
57877737,307750
57890075,30500
57894772,1250
57945341,2500
57960759,750
58014214,13250
5802697,11500
58085078,2750
58092672,2250
58123581,750
58127504,11750
58130196,6750
58140678,27000
58146064,7500
58147043,500
58148047,1250
58151101,33750
58160138,3000
5819188,1250
5819918,750
58212824,5750
58253534,14250
58261482,3250
5832665,68000
58338017,25750
58380615,750
58406847,48750
5849885,3500
58535281,500
58558242,13000
5859273,2500
58615841,10500
58636370,51750
5865688,5750
58669116,22500
58683447,77000
58710120,7250
58763717,5500
58768546,4250
58790686,54500
58861275,25750
58864392,500
58866450,54250
58881695,250
58882735,4750
58910127,2500
5891833,1750
58987288,8250
58993301,21250
58999122,7500
59038909,65750
59079251,3000
59109994,750
59115255,31250
59176920,1250
59231397,23500
59301631,2000
59333776,750
5933650,8250
59391335,46750
59511678,3250
59537533,19750
59586093,13000
59629898,1750
5968693,102750
59691295,1000
5971370,500
59766795,163000
59769332,5750
5977890,55000
5982012,2500
5986546,197750
59876397,10500
59961124,169000
59978156,10500
6002215,48500
60053807,500
60072108,4250
60105779,14500
6011184,5000
60159787,96500
6018287,11250
60198989,4250
60229905,4500
6023774,750
60253573,25000
60260998,22000
60437133,1250
60438363,3750
60557918,2750
60608971,5250
60626088,1250
6064926,52500
60749441,1750
60749528,34000
60806982,42500
6081875,750
60825698,7000
6084170,1250
60886087,27750
60898775,3750
60912800,3250
60993739,8000
61038801,4500
61044721,500
61081875,6250
6110190,2500
6111238,6750
61250279,10250
61267639,750
61322110,25000
61363550,6250
61365758,500
61452615,4750
6151149,53000
6153382,3000
61649447,1250
61658100,26750
61675960,29000
6167859,14500
61772013,92500
61779284,6250
61815658,4250
61997154,1250
62019114,1000
62086647,2000
6217802,7500
62179818,2500
62206530,6750
62211123,11750
62239452,6500
6232160,9250
62354683,3000
62439790,24500
6244615,1000
62548185,10500
62553613,43000
62553951,6500
6259760,750
62626469,500
6264834,5000
62762554,1250
62773045,250
62784017,9250
62810620,2500
62817095,5000
62872104,14000
62900698,25000
62911328,79000
62936823,10000
62948653,5750
6305433,13750
63082603,40250
6314102,6500
63187633,2500
63226656,1250
63243781,750
63244052,12500
6325406,1750
63260967,500
63289071,750
6331678,9250
63317101,5250
63398171,750
63411683,250
6346507,1250
63465785,2000
63480843,2500
63488622,10250
63494106,26000
63520700,16000
63534885,3750
6360346,2750
63618335,11750
63712383,500
63721485,1250
6374913,6750
63752582,1750
63778994,872750
63780619,500
63799212,108000
63894710,1250
63913556,1250
63999387,500
64019260,142750
64361352,15750
6449571,19000
6454041,244250
64543350,111000
64562788,3000
64646106,2500
64771681,41250
64785139,61250
6484959,6000
64856829,1250
64860884,1250
64878370,31000
64981060,6500
65065503,29500
6509221,11750
65207271,1250
65445141,1750
65594943,55750
6561284,7750
65696708,67250
65785764,3750
6581818,3750
65821560,3750
65916752,1500
65928364,4000
66019170,5750
6614148,1250
66195599,20500
66273046,15750
66362843,9000
66423252,6750
6667137,3000
6668272,76750
66718790,44000
66874900,5250
6693329,3000
66954885,3000
6714043,1750
67192247,10000
67260187,5500
67265901,500
67316961,18250
67391495,500
67403237,13500
67428918,47500
67460079,13000
67519980,8250
67591666,19000
6761088,750
67712282,3000
67737880,2500
6774573,66000
67777121,750
67836518,53500
67898653,3750
67919423,5500
67922673,1750
67962623,47000
68008234,20500
68062131,6250
68208246,1250
68244437,5000
68303516,26000
68307090,750
6849226,9250
68561192,33750
68574621,1000
68575595,4500
6865857,205250
6868129,1750
68683836,2500
6868703,8250
68764292,5000
68804326,1250
6881205,19500
6883689,11250
68840183,43750
68854926,21000
68893849,5500
6890547,2500
68973422,750
69018407,1250
69032465,5000
69044038,30250
6905462,2500
69094416,500
69132095,1750
69205231,2250
69205445,8750
6921102,6250
69222379,92500
69252034,25750
6931782,500
69345178,10500
69464352,750
6955898,9250
6956438,12750
69703492,500
69712509,8000
69885523,63750
6989584,5750
69955954,13000
69966907,8750
70062115,500
70142578,15500
70156027,19250
7027175,6750
70289120,500
7034318,500
70373765,12500
7046415,11000
70515609,3250
70530526,10750
70687690,13250
70697729,500
7082666,1250
70889814,500
70892822,3750
70895908,90000
70971660,29500
7104254,2500
71075267,8250
71128991,10250
71135632,750
71222902,2500
71253075,12500
71316689,2000
71337322,8250
71356238,20500
71361025,6000
71393894,1250
71532491,500
7162798,9000
71718548,1750
7182003,26500
71914362,750
71916001,68250
7196041,5750
71995653,5000
72038219,1250
7207312,12000
72176930,2000
72219864,2500
72230756,500
72287213,11000
72335177,21500
72341604,5500
72437665,2500
72456468,5250
7250474,6000
72563140,14000
72583277,5250
72675760,6250
7269873,1750
72708605,4000
72784091,2500
7280820,6250
72809622,6750
72848715,8750
7285450,1250
72933677,7500
73016675,500
73030486,2750
73076858,15250
73114123,4250
73138313,1250
7318085,11750
73227580,2000
73271573,14500
73276609,27750
73293025,1750
73311678,2500
73321564,6750
73398103,4750
73408229,500
73474771,160250
73588812,129250
73604600,2500
73604891,61500
73618024,7500
7363968,15500
73646526,61000
73660558,50250
7367335,750
7369244,750
73695992,250
73782157,4500
7378760,107750
73798929,3500
7381510,3750
73858660,4750
73903016,5250
73965790,12500
73978539,11750
74000207,2500
74112231,17250
74174722,19250
74183913,1250
74219808,6750
74250202,1250
74295339,10750
74311147,500
74317603,6000
74334720,2500
74381143,2500
74493708,3250
74577634,750
74603886,3500
7460872,10500
74614855,1250
74617529,41500
74637935,750
74649441,1000
74682242,9500
74700301,8000
74716343,250
7473273,161500
7474179,6250
74752872,1250
74788230,1750
74796706,1250
74800736,1000
74846158,9750
7489386,3000
74953924,5000
7498839,3750
75030174,500
75033316,500
75217747,4000
75301430,1250
75317791,500
75330447,6750
75336314,1250
75350491,3250
7536707,40000
7537237,1500
75375031,4750
75446575,4500
75449739,42000
75509643,1250
75568836,4500
75577743,500
75585261,41750
7568871,58750
7568971,8750
75818607,28000
75835433,6000
75839552,2000
75894619,6250
75899123,14250
75933538,2000
76016253,2750
76020636,2750
7604249,4500
76221677,2000
76321816,10500
76475202,25500
7647882,1250
7651372,10750
76546539,750
7661476,26000
7674360,1250
7684652,750
76897963,500
77106774,1750
7710759,24750
77112661,59000
77121810,33000
77216608,1000
77237347,1250
77241771,750
77312159,22000
77603759,2000
77634697,500
77636397,8750
7769497,500
77727662,2500
77747378,11000
77804113,28750
77856888,1000
7794408,14000
77953241,27000
7803646,5000
7810303,2250
78119608,104500
78163655,25000
78232852,3750
78285576,4750
7830653,500
7831586,1000
78346759,5000
7837058,2000
78628455,2000
78675335,54500
78761024,750
7879896,14750
78848664,2500
7885366,6250
7886969,5000
78889498,15000
7893728,3000
7897828,9250
78982302,25250
79023038,155750
79051576,2750
7908486,1250
79113564,2500
79142355,21250
79162827,2250
79295807,26500
79308411,1250
79319739,750
79418658,1250
79480736,7000
79492475,2000
79506853,3250
79600462,250
79620375,750
7972651,6750
79749396,4750
79782981,33250
79798279,250
79815782,5750
79823112,4000
79833322,7000
79878389,750
79885743,1750
79909115,750
79928100,2000
80028341,2500
80031743,1500
8003276,5000
80043010,750
80050101,5500
80128505,11250
80141190,26250
80142449,22250
80151769,14250
80154443,5250
80160341,11000
80178875,1250
80238063,12500
80263555,19000
8028193,1250
80312485,87500
80459514,750
80491185,750
80496126,3000
80504175,8500
80507181,13750
80513657,20250
80572980,1250
80595379,3750
8062987,1250
80640590,750
80643884,107750
80644460,185500
80653261,32500
80678052,1250
80692993,23500
80703188,1000
80716692,104000
80730220,8000
80742310,11500
80744637,406750
80758401,10750
80809480,1500
8083017,500
80870336,2000
80920886,8750
8092439,1250
8094455,3250
80981271,28750
8102855,5000
81093831,45250
81109134,1250
81111286,750
81192725,2500
81276213,12000
81284630,6250
8128487,30250
81327245,500
8135146,7250
8136101,14500
81423509,3000
81433497,2750
81515075,2500
8151531,107500
8152267,14250
8152682,76000
8158302,31750
8159597,49750
81647461,5500
8173024,5000
81766619,2000
8177582,5250
81827083,54000
8183534,36500
81856946,60250
81863708,1000
81905233,1250
81939639,1250
81972838,52000
8198074,750
8209485,5000
82116093,1250
82117380,1250
8213425,750
82139397,750
82172858,7500
82181977,59250
82327119,3000
82363364,6500
82382887,1250
82421215,4500
82421657,2500
8246039,5000
82522730,1750
8257034,381000
8257988,750
82617441,7250
82620711,2500
82629288,131000
82717800,3750
82726526,1750
82745033,14250
8278408,10500
82785902,162000
8279087,9500
82814703,500
82904570,6750
82915109,3750
82936950,500
8295861,250
82987239,5000
82992489,4250
8301410,6250
83025901,6250
8302676,29250
83026878,30500
83039540,4250
83042913,3750
83076167,1750
8319188,1250
83319984,58500
8334640,500
83376996,2500
8338915,19250
83402151,6750
83451234,3000
83456158,10500
83457219,28000
83457680,2500
83483790,4250
8355858,500
8359098,75000
83666131,1250
83676575,7500
83678488,5000
8375565,3750
83880780,4500
83951192,1750
84002581,3000
8405108,59000
84069259,12250
84096743,8500
84101086,750
8419745,6500
84223984,1750
84274988,500
84278456,196250
84303672,8000
84353385,25250
84361763,1000
84377984,6250
84386547,4750
84393747,1000
84490801,429750
8454698,2500
84631980,16750
84641297,15500
84644619,5500
84662910,19250
8467023,3000
84701368,1000
84708815,750
8480881,2500
84810734,3000
84833321,750
84903313,11000
84957257,217000
85008796,12500
85020213,750
85020275,1250
85137315,20250
8518962,21250
85194708,1000
85199513,11250
85200682,2500
85208736,32000
85219672,100500
85239241,25250
8525883,14250
85305653,15250
85312030,17250
85362344,1750
85392696,500
8540237,10000
85433292,1250
85449149,2750
85532021,50250
85532787,750
85540277,1250
85647314,1250
85708585,20250
8573084,35000
8574091,20000
85815964,81000
86016163,11750
86024483,1250
86098075,20500
8610913,2500
86127758,2250
86202287,1750
86207101,83750
8621455,50000
86227742,38250
86252946,14250
86281742,55250
86298849,16000
86358821,750
8638645,2250
8642776,52250
86428883,2500
86457793,1750
86500613,1000
8654000,1000
8654505,38750
86580266,250
86617310,5250
86730967,11750
8673338,26000
8675108,1250
8676117,500
86778802,11500
86805641,750
86833054,43250
87033267,4500
8704702,750
87149686,5000
8724866,22500
87252811,750
87309226,4000
87380599,1750
87417027,12000
87420214,21250
87483171,5500
8754296,2750
87587816,30500
8763161,97500
8763321,19500
8763998,215250
8764912,1250
8772801,3500
87773907,7000
87793129,500
87925790,7750
8796544,24000
8815955,35250
88217785,500
8825179,2500
88296647,7250
8849464,13250
88532407,2000
88534330,500
88537889,1250
88626866,15500
88691934,60750
8873618,750
8873732,32250
8878479,13750
8880635,3750
8883313,11500
8894865,4250
8906268,40500
8914963,14500
8936675,26750
8945235,6000
8945927,31750
8964398,5000
8980498,11250
8995697,11750
9026880,5000
9076256,15750
9083671,2500
9084499,3000
9084997,4250
9103178,2500
9121837,2500
9125892,68250
9126115,19250
9130127,39750
9171361,4000
9178715,5500
9194429,21000
9248106,25750
9254415,49250
9274775,1250
9279183,3000
9279549,750
9290862,5750
9313031,100000
9338034,5000
9373239,21250
9375402,174250
9385590,6250
9385911,1250
9400282,25250
9428992,1500
9444980,28000
9453157,5750
9460679,2000
9462243,52000
9464510,1250
9480504,1250
9484209,1250
9489646,1250
9511124,108500
9560633,16250
9570697,84250
9581750,10750
9597825,77500
9600737,8000
9611548,500
9625701,1250
9635432,8000
9640327,25000
9652805,7500
9657846,7500
9658942,130500
9662358,1500
9665871,8750
9692226,6250
9692970,14750
9748624,54000
9763037,250
9774246,12250
9792288,115000
9806660,9250
9881594,5000
9887699,1250
9907824,3250
9913973,31000
9925522,500
