服务器ID,玩家ID,事件次数
2020908,79479691,1
2020108,76020636,1
2092302,219626763,1
2020608,46707680,1
2020408,6200287,1
2019202,13058775,1
2092102,219297162,1
2001408,218473333,1
2020108,71361025,1
2020408,20579297,1
2020708,59451544,1
2092002,219021254,1
2020408,72219864,1
2020208,36717689,1
2021108,63913556,1
2020808,86252946,1
2090402,216196177,1
2020608,69828688,1
2020108,74219808,1
2020908,82814072,1
2020208,4710718,1
2020108,36009087,1
2020708,17655247,1
2021208,26067089,1
2021108,67389768,1
2020208,18172938,1
2021008,207197381,1
2020208,44542731,1
2091502,218185935,1
2020108,31351467,1
2020208,14286191,1
2020708,18041613,1
2091902,218972480,1
2020408,8269931,1
2090002,215853780,1
2020608,40871687,1
2046502,38521147,1
2092802,220611784,1
2088802,214551391,1
2020208,20887961,1
2020808,80172312,1
2090802,217075905,1
2020608,44274821,1
2020408,6294216,1
2020108,28783747,1
2020708,21102028,1
2020608,35791616,1
2020608,56014189,1
2020608,35585032,1
2090002,215897538,1
2020108,72753960,1
2020608,48200005,1
2021108,22365561,1
2020208,25913684,1
2020108,46080690,1
2021108,14760885,1
2092602,220330293,1
2021108,24122427,1
2090802,216929603,1
2020108,22599829,1
2020208,10907419,1
2020608,73772199,1
2020108,22009185,1
2020708,10018651,1
2020708,36252064,1
2020408,72038219,1
2020808,76874201,1
2020208,18841126,1
2030002,27138261,1
2092702,220484191,1
2021108,37537706,1
2020108,28604443,1
2020908,200168511,1
2020108,59301631,1
2089802,216108776,1
2020608,48242635,1
2020408,69018407,1
2020808,211619172,1
2020808,76995583,1
2021208,23267191,1
2020808,202513321,1
2021108,12370286,1
2006402,220019118,1
2021008,210614478,1
2021208,13756887,1
2020208,9657846,1
2020408,7897828,1
2090402,215802134,1
2020608,73178107,1
2090002,215835779,1
2020708,24647209,1
2021208,13030531,1
2020908,79492475,1
2021108,62293641,1
2020208,23127214,1
2089802,216061899,1
2020408,18935255,1
2020708,36562126,1
2090002,215463772,1
2020608,29248240,1
2020108,8914963,1
2073702,75301430,1
2021208,26453990,1
2021008,206190188,1
2020608,46614851,1
2088902,214058163,1
2020108,63484545,1
2020208,22538228,1
2021108,39025757,1
2020608,33840386,1
2020708,19281885,1
