服务器ID,玩家ID,礼包ID,支付金额,代币数量,购买时间
2054002,42220700,ape_1999_cd_oap2,19.99,2100.0,2026-04-15 23:25:00.187
2033902,21176447,2013511020_monkey_currency,19.99,2000.0,2026-04-15 23:25:07.953
2033902,21176447,,0.0,2000.0,2026-04-15 23:25:07.954
2079302,20979216,ape_9999_cd_oap2,99.99,10500.0,2026-04-15 23:25:49.342
2054002,42220700,ape_4999_cd_oap2,49.99,5250.0,2026-04-15 23:26:05.643
2604002,202176747,2013511022_monkey_currency,99.99,10000.0,2026-04-15 23:27:17.196
2604002,202176747,,0.0,10000.0,2026-04-15 23:27:17.197
2604002,202176747,2013511022_monkey_currency,99.99,10000.0,2026-04-15 23:27:27.769
2604002,202176747,,0.0,10000.0,2026-04-15 23:27:27.770
2033902,25225869,ape_19999_cd_oap2,199.99,21000.0,2026-04-15 23:27:38.039
2604002,202176747,2013511021_monkey_currency,49.99,5000.0,2026-04-15 23:27:41.069
2604002,202176747,,0.0,5000.0,2026-04-15 23:27:41.070
2052502,49833858,ape_1999_cd_oap2,19.99,2100.0,2026-04-15 23:27:42.441
2033902,21176447,,0.0,-2000.0,2026-04-15 23:27:58.106
2055802,48332980,ape_1999_cd_oap2,19.99,2100.0,2026-04-15 23:28:32.383
2075802,82785902,2013511022_monkey_currency,99.99,10000.0,2026-04-15 23:29:40.170
2075802,82785902,,0.0,10000.0,2026-04-15 23:29:40.172
2604002,202176747,2013511021_monkey_currency,49.99,5000.0,2026-04-15 23:29:52.530
2604002,202176747,,0.0,5000.0,2026-04-15 23:29:52.531
2015702,10878467,ape_19999_cd_oap2,199.99,21000.0,2026-04-15 23:30:09.874
2060302,65065503,ape_4999_cd_oap2,49.99,5250.0,2026-04-15 23:30:53.331
2604002,202176747,ape_9999_cd_oap2_cn,99.99,10500.0,2026-04-15 23:31:25.587
2604002,202176747,ape_9999_cd_oap2_cn,99.99,10500.0,2026-04-15 23:32:01.294
2030002,22766854,ape_0999_cd_oap2,9.99,1050.0,2026-04-15 23:32:03.479
2054002,42220700,,0.0,-5000.0,2026-04-15 23:32:06.664
2604002,202176747,,0.0,-50000.0,2026-04-15 23:32:09.981
2006102,6151149,2013511020_monkey_currency,19.99,2000.0,2026-04-15 23:37:40.627
2006102,6151149,,0.0,2000.0,2026-04-15 23:37:40.628
2007202,20540315,ape_0999_cd_oap2,9.99,1050.0,2026-04-15 23:39:30.233
2030002,27365152,2013511019_monkey_currency,9.99,1000.0,2026-04-15 23:40:23.398
2030002,27365152,,0.0,1000.0,2026-04-15 23:40:23.399
2054002,30436104,ape_19999_cd_oap2,199.99,21000.0,2026-04-15 23:44:33.621
2031402,24512843,ape_0999_cd_oap2,9.99,1050.0,2026-04-15 23:46:46.918
2016902,42561838,ape_49999_cd_oap2,499.99,52500.0,2026-04-15 23:47:36.125
2037402,35602684,ape_1999_cd_oap2,19.99,2100.0,2026-04-15 23:48:47.522
2031402,24512843,ape_0999_cd_oap2,9.99,1050.0,2026-04-15 23:51:39.632
2037402,24952300,ape_0999_cd_oap2,9.99,1050.0,2026-04-15 23:54:51.212
2043802,29126810,2013511019_monkey_currency,9.99,1000.0,2026-04-15 23:57:01.835
2043802,29126810,,0.0,1000.0,2026-04-15 23:57:01.836
2069702,69018407,2013511018_monkey_currency,4.99,500.0,2026-04-15 23:57:02.994
2069702,69018407,,0.0,500.0,2026-04-15 23:57:02.995
2012102,10585870,ape_19999_cd_oap2,199.99,21000.0,2026-04-15 23:57:59.844
2038602,31776438,,0.0,-2000.0,2026-04-15 23:58:02.809
2010108,213358405,ape_1999_cd_oap2,19.99,2100.0,2026-04-15 23:59:09.977
2069702,71356238,ape_0999_cd_oap2,9.99,1050.0,2026-04-15 23:59:38.718
2041002,18528711,2013511020_monkey_currency,19.99,2000.0,2026-04-15 23:59:38.908
2041002,18528711,,0.0,2000.0,2026-04-15 23:59:38.910
2041002,19068760,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 00:00:37.598
2079302,88626866,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 00:01:06.590
2077702,200308757,,0.0,-2000.0,2026-04-16 00:01:24.530
2079402,85708585,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 00:03:06.697
2063202,49831730,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 00:03:27.157
2016902,42561838,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 00:04:46.693
2051302,53645102,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:05:16.928
2006402,5849885,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 00:07:26.183
2006402,5849885,,0.0,-5000.0,2026-04-16 00:07:47.554
2016902,47557017,,0.0,-5000.0,2026-04-16 00:08:25.874
2016902,47557017,,0.0,-2000.0,2026-04-16 00:08:30.826
2060302,56577853,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:09:47.508
2047102,38958463,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 00:12:51.728
2062602,60749441,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 00:15:07.781
2050802,41352787,2013511019_monkey_currency,9.99,1000.0,2026-04-16 00:15:09.401
2050802,41352787,,0.0,1000.0,2026-04-16 00:15:09.402
2062602,60749441,,0.0,-2000.0,2026-04-16 00:15:32.245
2050802,41352787,2013511019_monkey_currency,9.99,1000.0,2026-04-16 00:15:46.740
2050802,41352787,,0.0,1000.0,2026-04-16 00:15:46.741
2077702,83376996,,0.0,-5000.0,2026-04-16 00:16:28.570
2050802,41352787,2013511018_monkey_currency,4.99,500.0,2026-04-16 00:16:34.291
2050802,41352787,,0.0,500.0,2026-04-16 00:16:34.292
2050802,41352787,2013511018_monkey_currency,4.99,500.0,2026-04-16 00:16:48.124
2050802,41352787,,0.0,500.0,2026-04-16 00:16:48.126
2050802,41352787,2013511020_monkey_currency,19.99,2000.0,2026-04-16 00:17:19.184
2050802,41352787,,0.0,2000.0,2026-04-16 00:17:19.186
2012102,10585870,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 00:17:30.798
2060302,56577853,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 00:18:26.640
2074702,77747378,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:18:43.157
2007202,22627293,2013511022_monkey_currency,99.99,10000.0,2026-04-16 00:19:40.096
2007202,22627293,,0.0,10000.0,2026-04-16 00:19:40.097
2007202,22627293,,0.0,-10000.0,2026-04-16 00:19:44.997
2007202,22627293,2013511021_monkey_currency,49.99,5000.0,2026-04-16 00:20:24.658
2007202,22627293,,0.0,5000.0,2026-04-16 00:20:24.659
2007202,22627293,,0.0,-5000.0,2026-04-16 00:20:27.672
2047102,38958463,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:21:21.157
2047102,38958463,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:22:08.693
2058302,50457286,2013511020_monkey_currency,19.99,2000.0,2026-04-16 00:25:43.004
2058302,50457286,,0.0,2000.0,2026-04-16 00:25:43.006
2058302,50457286,,0.0,-2000.0,2026-04-16 00:26:05.852
2063202,63317101,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 00:27:51.677
2016902,49649406,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 00:28:56.825
2086302,208392743,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:29:11.690
2052702,43582178,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:29:19.746
2016902,49649406,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:31:24.931
2058802,49930221,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:32:10.635
2016902,49649406,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 00:32:26.040
2033902,25225869,,0.0,-2000.0,2026-04-16 00:34:20.728
2016902,11469430,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 00:37:44.133
2058802,45215660,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 00:38:04.469
2058802,45215660,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 00:42:01.723
2051302,43207454,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:42:02.054
2028602,15059308,2013511020_monkey_currency,19.99,2000.0,2026-04-16 00:42:43.557
2028602,15059308,,0.0,2000.0,2026-04-16 00:42:43.558
2092702,220519286,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 00:43:16.204
2077002,80758401,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:43:18.669
2007202,23809498,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 00:44:13.905
2028602,15059308,,0.0,-2000.0,2026-04-16 00:44:19.364
2007202,23809498,,0.0,-10000.0,2026-04-16 00:44:50.889
2095002,223637523,ape_49999_cd_oap2,499.99,52500.0,2026-04-16 00:46:40.895
2041002,31230922,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:46:50.594
2041002,31230922,2013511018_monkey_currency,4.99,500.0,2026-04-16 00:47:29.026
2041002,31230922,,0.0,500.0,2026-04-16 00:47:29.027
2095002,223637523,ape_4999_cd_oap_month2,49.99,5000.0,2026-04-16 00:47:49.728
2050502,37647599,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 00:48:08.152
2077002,200690715,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:48:45.677
2041002,32624088,,0.0,-2000.0,2026-04-16 00:51:46.481
2052502,44596598,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 00:53:58.315
2041002,46080690,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 00:54:54.096
2084502,210552037,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 00:55:13.770
2041002,14715919,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:56:24.933
2041002,32624088,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:56:45.039
2041002,46080690,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:56:58.618
2077002,80692993,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:57:04.398
2041002,46080690,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 00:57:23.034
2006102,6484959,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 00:58:21.619
2041002,46080690,,0.0,-30000.0,2026-04-16 01:00:47.231
2092702,220519286,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:01:54.148
2033902,24122427,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 01:03:25.833
2062602,6002215,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:05:18.002
2030002,22873602,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:06:15.155
2055302,42321634,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:06:39.387
2061402,58866450,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:10:43.034
2093202,221241156,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 01:11:15.596
2086302,207769319,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:13:06.147
2014502,12991657,2013511022_monkey_currency,99.99,10000.0,2026-04-16 01:13:33.073
2014502,12991657,,0.0,10000.0,2026-04-16 01:13:33.074
2086302,207769319,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:13:33.565
2058302,52234112,2013511018_monkey_currency,4.99,500.0,2026-04-16 01:14:21.699
2058302,52234112,,0.0,500.0,2026-04-16 01:14:21.701
2014502,12991657,,0.0,-10000.0,2026-04-16 01:15:55.437
2058402,52764950,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 01:16:52.333
2033902,21065782,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 01:18:08.149
2015702,14884462,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:19:14.942
2007202,6305433,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:24:10.017
2033902,21327228,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:25:33.210
2078702,81856946,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:26:47.577
2062602,10249527,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:27:56.905
2006102,58127504,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:30:53.411
2033902,24122427,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 01:30:59.209
2037402,29014052,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 01:31:11.246
2041002,14302591,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:32:41.796
2037402,29014052,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:35:57.820
2027002,20097877,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:37:50.691
2012402,22731494,ape_49999_cd_oap2,499.99,52500.0,2026-04-16 01:39:23.498
2019202,11077109,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 01:39:23.626
2024702,16349865,2013511019_monkey_currency,9.99,1000.0,2026-04-16 01:42:03.125
2024702,16349865,,0.0,1000.0,2026-04-16 01:42:03.126
2024502,22404509,2013511018_monkey_currency,4.99,500.0,2026-04-16 01:43:52.866
2024502,22404509,,0.0,500.0,2026-04-16 01:43:52.867
2054202,47084081,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:44:56.053
2092702,220519286,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 01:45:30.644
2008502,5689188,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:45:42.187
2055802,48319936,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 01:46:01.019
2008502,5689188,,0.0,-2000.0,2026-04-16 01:46:44.180
2054202,47084081,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 01:47:03.845
2092702,220519286,,0.0,-10000.0,2026-04-16 01:48:16.098
2030502,23829638,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 01:48:59.663
2030502,23829638,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 01:49:44.024
2092702,220519286,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 01:51:36.658
2054002,42220700,,0.0,-2000.0,2026-04-16 01:52:57.930
2013402,9597825,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:54:20.396
2010108,213445284,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 01:56:14.106
2043802,35489375,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 01:57:29.638
2054202,46071681,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 01:57:44.503
2037402,29014052,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 01:59:45.639
2075202,78163655,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 02:03:24.736
2012402,19981811,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 02:03:32.309
2092602,220365014,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:03:43.480
2092602,220365014,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:04:00.926
2016902,42561838,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 02:04:41.916
2024702,21365299,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:04:57.495
2007202,24505327,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 02:05:05.776
2024702,21365299,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:05:39.713
2041002,43589700,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:08:10.617
2012402,22731494,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 02:08:52.342
2012402,22731494,ape_99999_cd_oap2,999.99,105000.0,2026-04-16 02:12:48.813
2029902,21271458,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 02:13:11.379
2054002,23084111,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 02:14:40.029
2041002,31230922,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 02:15:33.625
2041002,31230922,ape_49999_cd_oap2,499.99,52500.0,2026-04-16 02:17:30.714
2077002,200554283,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 02:18:46.957
2041002,31230922,,0.0,-50000.0,2026-04-16 02:19:01.625
2010108,220800523,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:21:50.602
2077002,200554283,,0.0,-20000.0,2026-04-16 02:22:15.314
2006102,4984657,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 02:26:12.537
2063202,28877038,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 02:27:11.639
2039502,3475074,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 02:30:08.890
2041002,31230922,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:35:03.083
2058402,54661443,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:38:27.061
2095002,223655009,ape_4999_cd_oap_month2,49.99,5000.0,2026-04-16 02:39:42.998
2058402,54661443,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:40:00.623
2058402,43822209,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 02:43:25.522
2012402,22731494,ape_99999_cd_oap2,999.99,105000.0,2026-04-16 02:43:26.435
2037402,35627759,2013511020_monkey_currency,19.99,2000.0,2026-04-16 02:45:51.348
2037402,35627759,,0.0,2000.0,2026-04-16 02:45:51.349
2058402,63494106,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 02:46:05.216
2012402,22731494,ape_99999_cd_oap2,999.99,105000.0,2026-04-16 02:47:59.469
2012302,19024469,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:49:30.362
2066102,66954885,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:50:25.291
2063202,28877038,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 02:50:50.497
2088302,210370222,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:52:40.910
2037402,18703214,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 02:53:25.654
2037402,18703214,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 02:53:40.125
2012402,22731494,ape_99999_cd_oap2,999.99,105000.0,2026-04-16 02:54:39.538
2088302,210370222,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 02:55:00.015
2022002,15378656,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 02:55:32.148
2016902,11469430,,0.0,-10000.0,2026-04-16 02:55:48.471
2054202,47084081,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 02:59:10.855
2095002,223655009,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 02:59:33.958
2000808,219915914,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 03:00:05.145
2041002,16303419,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 03:02:36.974
2052702,43368388,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:05:27.011
2041002,16303419,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 03:06:40.140
2050802,21394289,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:06:41.467
2018602,12505472,2013511018_monkey_currency,4.99,500.0,2026-04-16 03:07:08.388
2018602,12505472,,0.0,500.0,2026-04-16 03:07:08.389
2058402,54854589,2013511020_monkey_currency,19.99,2000.0,2026-04-16 03:10:52.967
2058402,54854589,,0.0,2000.0,2026-04-16 03:10:52.969
2030502,23829638,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 03:15:47.075
2055302,42321634,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 03:15:47.386
2073702,76475202,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:16:21.292
2061402,61159801,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 03:16:42.173
2073702,76475202,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:17:04.408
2058802,45923540,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:17:36.963
2095002,223655009,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 03:18:22.078
2006402,5849885,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:19:20.952
2077102,80716692,ape_49999_cd_oap2,499.99,52500.0,2026-04-16 03:20:10.411
2077102,80716692,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 03:20:33.201
2006402,7250474,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 03:21:03.075
2016902,12051616,2013511020_monkey_currency,19.99,2000.0,2026-04-16 03:21:33.226
2016902,12051616,,0.0,2000.0,2026-04-16 03:21:33.228
2030002,25905112,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:22:15.352
2092702,220519286,ape_19999_cd_oap2,199.99,21000.0,2026-04-16 03:22:33.408
2007202,19535546,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 03:23:31.730
2077102,80716692,,0.0,-50000.0,2026-04-16 03:23:45.271
2016902,12143109,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 03:23:48.805
2016902,12051616,,0.0,-2000.0,2026-04-16 03:24:03.330
2054002,42220700,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 03:24:33.400
2054002,42220700,,0.0,-10000.0,2026-04-16 03:27:18.522
2041002,28724757,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:29:11.786
2041002,32764581,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 03:31:08.875
2038602,34063117,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:33:18.354
2016902,12051616,2013511021_monkey_currency,49.99,5000.0,2026-04-16 03:38:47.964
2016902,12051616,,0.0,5000.0,2026-04-16 03:38:47.966
2092702,220519286,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 03:39:38.461
2018502,17856863,2013511021_monkey_currency,49.99,5000.0,2026-04-16 03:39:42.490
2018502,17856863,,0.0,5000.0,2026-04-16 03:39:42.492
2016902,12051616,,0.0,-5000.0,2026-04-16 03:40:05.634
2052502,44596598,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 03:40:25.239
2041002,32764581,2013511021_monkey_currency,49.99,5000.0,2026-04-16 03:40:55.678
2041002,32764581,,0.0,5000.0,2026-04-16 03:40:55.680
2018502,17856863,,0.0,-5000.0,2026-04-16 03:43:14.024
2041002,39498266,ape_0099_cd_oap_anni,0.99,200.0,2026-04-16 03:43:19.664
2606502,214679593,ape_49999_cd_oap2,499.99,52500.0,2026-04-16 03:45:52.648
2012402,9178715,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:46:13.297
2051302,43142161,2013511019_monkey_currency,9.99,1000.0,2026-04-16 03:46:53.078
2051302,43142161,,0.0,1000.0,2026-04-16 03:46:53.080
2037402,35627759,2013511022_monkey_currency,99.99,10000.0,2026-04-16 03:47:53.522
2037402,35627759,,0.0,10000.0,2026-04-16 03:47:53.524
2031402,23858236,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 03:49:11.174
2037402,35627759,2013511021_monkey_currency,49.99,5000.0,2026-04-16 03:49:46.561
2037402,35627759,,0.0,5000.0,2026-04-16 03:49:46.562
2058302,51762046,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 03:56:47.655
2060302,56201192,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 03:58:38.876
2037402,24952300,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 03:59:44.587
2077102,82629288,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 04:01:28.152
2063202,63999387,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 04:03:16.313
2019202,13495243,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 04:03:25.219
2077702,201074753,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 04:04:20.468
2043802,36682916,2013511021_monkey_currency,49.99,5000.0,2026-04-16 04:04:56.298
2043802,36682916,,0.0,5000.0,2026-04-16 04:04:56.299
2058802,45923540,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 04:08:53.796
2079302,200117375,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 04:10:01.796
2079302,200117375,,0.0,-10000.0,2026-04-16 04:10:23.459
2093502,221632231,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 04:11:24.903
2007202,2762768,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 04:11:50.164
2012302,19024469,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 04:15:16.950
2054202,45932326,ape_49999_cd_oap2,499.99,52500.0,2026-04-16 04:19:06.821
2012302,19024469,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 04:23:25.704
2032002,24712631,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 04:23:52.004
2012402,23051777,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 04:26:29.659
2033202,25154055,2013511018_monkey_currency,4.99,500.0,2026-04-16 04:28:12.602
2033202,25154055,,0.0,500.0,2026-04-16 04:28:12.603
2037402,35627759,2013511022_monkey_currency,99.99,10000.0,2026-04-16 04:30:59.639
2037402,35627759,,0.0,10000.0,2026-04-16 04:30:59.641
2060302,56599939,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 04:33:25.244
2052502,51882104,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 04:43:30.767
2033202,27906938,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 04:44:12.046
2013402,9570697,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 04:44:13.927
2013402,11708724,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 04:45:03.048
2022002,16780991,2013511021_monkey_currency,49.99,5000.0,2026-04-16 04:47:00.976
2022002,16780991,,0.0,5000.0,2026-04-16 04:47:00.977
2016902,13610775,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 04:52:02.366
2063202,63999387,,0.0,-5000.0,2026-04-16 04:54:41.912
2079302,85008796,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 04:57:03.625
2062602,61250279,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 04:58:04.874
2079302,85008796,,0.0,-5000.0,2026-04-16 04:59:09.891
2043802,34801646,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 05:01:17.738
2079302,86833054,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 05:02:08.075
2010108,215520292,ape_99999_cd_oap2,999.99,105000.0,2026-04-16 05:03:31.335
2010108,215520292,ape_99999_cd_oap2,999.99,105000.0,2026-04-16 05:04:07.343
2010108,215520292,ape_99999_cd_oap2,999.99,105000.0,2026-04-16 05:04:35.542
2010108,215520292,ape_99999_cd_oap2,999.99,105000.0,2026-04-16 05:06:50.299
2010108,215520292,ape_99999_cd_oap2,999.99,105000.0,2026-04-16 05:07:30.068
2016902,11595623,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 05:07:33.232
2037402,67737880,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 05:08:43.615
2037402,67737880,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 05:09:12.467
2027002,20097877,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 05:12:56.706
2093502,221632231,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 05:13:10.289
2041002,39338581,ape_4999_cd_oap2,49.99,5250.0,2026-04-16 05:13:59.927
2068602,34839533,ape_49999_cd_oap2,499.99,52500.0,2026-04-16 05:16:21.773
2068602,34839533,,0.0,-50000.0,2026-04-16 05:16:52.799
2068602,34839533,ape_49999_cd_oap2,499.99,52500.0,2026-04-16 05:18:16.127
2068602,34839533,,0.0,-30000.0,2026-04-16 05:18:29.256
2068602,34839533,,0.0,-20000.0,2026-04-16 05:18:36.780
2068602,34839533,,0.0,-5000.0,2026-04-16 05:18:44.654
2068602,34839533,ape_9999_cd_oap2,99.99,10500.0,2026-04-16 05:19:11.524
2068602,34839533,,0.0,-10000.0,2026-04-16 05:19:21.702
2010108,214951138,ape_0999_cd_oap2,9.99,1050.0,2026-04-16 05:19:35.298
2075202,78119608,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 05:21:38.765
2041002,15138155,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 05:23:45.024
2041002,15138155,ape_1999_cd_oap2,19.99,2100.0,2026-04-16 05:24:17.691
2077002,200209343,2013511020_monkey_currency,19.99,2000.0,2026-04-16 05:26:03.474
