"活动 ID","活动名称","服务器（组）","是否跨服排名","是否跨服","活动开始时间","活动结束时间","活动持续时长","最后操作人","最后更新时间","状态"
7379	,情人节-限时抢购-S3-5-通用皮（3期	,"1组 (2006102, 2006402, 2006502, 2006702, 2007202, 2008502, 2010102, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2015702, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2022002, 2023502, 2024402, 2024502, 2024702, 2025502, 2026002, 2027002, 2028602, 2029902, 2030002, 2030502, 2031402, 2032002, 2032402, 2033202, 2033902, 2037402, 2038602, 2039502, 2041002, 2043802, 2044602, 2046502, 2047102, 2047502, 2049702, 2050502, 2050802, 2051002, 2051302, 2052502, 2052702, 2054002, 2054202, 2055302, 2055802, 2056102, 2058302, 2058402, 2058802, 2060302, 2060902, 2061402, 2062402, 2062602, 2063202, 2066102, 2068602, 2069702, 2073702, 2074702, 2075202, 2075802, 2077002, 2077102, 2077702, 2078402, 2078702, 2079102, 2079302, 2079402, 2084102, 2084502, 2085302, 2086302, 2087402, 2088202, 2088302, 2088802, 2088902, 2089202, 2089602, 2089702, 2089802, 2089902, 2090002, 2090102, 2090202, 2090302, 2090402, 2090502, 2090602, 2090702, 2090802, 2090902, 2091002, 2091102, 2091202, 2091302, 2091402, 2091502, 2091602, 2091702, 2091802, 2091902, 2092002, 2092102, 2600202, 2600502, 2600602, 2603302, 2603602, 2603702, 2604002, 2604402, 2605102, 2605902, 2606502, 2606802, 2606902, 2607002, 2607102, 2607202, 2607302, 2607402, 2607502, 2607602, 2607702, 2607802)"	,是	,跨服	,2026.03.02 00:00:00	,2026.03.03 00:00:00	,24h	,龚亮	,2026.02.11 08:16:25	,部署申请	
4812	,深海节2025-主城特效服务器累充	,"1组 (2006502, 2010102, 2015702, 2022002, 2029902, 2032302, 2051002, 2054002, 2054402, 2064602, 2067602, 2600202)"	,是	,跨服	,2025.06.19 00:00:00	,2025.07.18 00:00:00	,696h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
4838	,深海节-节日签到	,"2006102, 2006402, 2006702, 2007202, 2008502, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036102, 2036502, 2037402, 2038602, 2039302, 2039502, 2041002, 2041802, 2041902, 2043002, 2043802, 2044602, 2046302, 2046502, 2046802, 2047102, 2047302, 2047502, 2047802, 2047902, 2048202, 2049102, 2049702, 2050502, 2050602, 2050802, 2051302, 2051402, 2051602, 2052502, 2052702, 2053802, 2054202, 2054302, 2055302, 2055402, 2055802, 2056102, 2056402, 2057302, 2057402, 2057702, 2057902, 2058302, 2058402, 2058802, 2059802, 2060302, 2060902, 2061102, 2061402, 2061602, 2062402, 2062602, 2062702, 2063202, 2064902, 2065002, 2066102, 2066602, 2067002, 2067102, 2068202, 2068602, 2069102, 2069702, 2070002, 2070102, 2070702, 2070902, 2071202, 2072202, 2072602, 2072702, 2073102, 2073202, 2073702, 2074202, 2074602, 2074702, 2075202, 2075802, 2076102, 2076902, 2077002, 2077102, 2077702, 2078402, 2078702, 2078802, 2078902, 2079002, 2079102, 2079202, 2079302, 2079402, 2079502, 2079602, 2079702, 2079802, 2079902, 2080002, 2080102, 2080202, 2080302, 2080402, 2080502, 2080602, 2080702, 2080802, 2080902, 2081002, 2081102, 2081202, 2081302, 2081402, 2081502, 2081602, 2081702, 2081802, 2081902, 2082002, 2082102, 2082202, 2082302, 2082402, 2082502, 2082602, 2082702, 2082802, 2082902, 2083002, 2083102, 2083202, 2083302, 2083402, 2083502, 2083602, 2083702, 2083802, 2083902, 2084002, 2084102, 2084202, 2084302, 2084402, 2084502, 2600502, 2600602, 2603302, 2603602, 2603702, 2603802, 2603902, 2604002, 2604102, 2604202, 2604302, 2604402, 2604502, 2604602, 2604702"	,否	,单服	,2025.06.20 00:00:00	,2025.07.18 00:00:00	,672h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
4928	,大本直升连锁礼包	,"2086302, 2086402, 2086502, 2086602, 2086702, 2600202"	,是	,单服	,2025.07.03 00:00:00	,2025.07.18 00:00:00	,360h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
4929	,大本直升连锁礼包	,"2000302, 2000202"	,是	,单服	,2025.07.03 00:00:00	,2025.07.18 00:00:00	,360h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
4999	,S300商店对应消耗活动-装备	,"1组 (2006102, 2031402, 2044602, 2051302, 2051602, 2600202, 2603602)"	,是	,跨服	,2025.07.17 00:00:00	,2025.07.18 00:00:00	,24h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
5030	,S300商店对应消耗活动-收藏品	,"15组 (2023502, 2025502, 2061102, 2061402, 2062702, 2064902, 2069702), (2007202, 2014502, 2024702, 2053802, 2055302, 2060902, 2070002), (2012302, 2030002, 2043802, 2060302, 2061602, 2062402, 2069102), (2016902, 2047102, 2054402, 2055402, 2055802, 2057702, 2070702), (2013402, 2017802, 2026002, 2039302, 2052502, 2054302, 2600502), (2006502, 2027002, 2037402, 2039502, 2050502, 2057302, 2603702), (2015702, 2024402, 2051002, 2052702, 2056402, 2062602, 2600602), (2006702, 2018202, 2018502, 2028602, 2041802, 2043002, 2049702), (2012102, 2018602, 2033902, 2051402, 2057402, 2058402, 2063202), (2006402, 2008502, 2030502, 2032002, 2058302, 2058802, 2065002), (2033202, 2038602, 2047502, 2056102, 2064602, 2068602, 2071202), (2010302, 2019202, 2021902, 2022002, 2029902, 2046502, 2059802), (2010102, 2013602, 2024502, 2032402, 2036502, 2054202, 2066102), (2012402, 2036102, 2041002, 2041902, 2050802, 2054002, 2057902), (2072202, 2072602, 2072702, 2073102, 2073202)"	,是	,跨服	,2025.07.17 00:00:00	,2025.07.18 00:00:00	,24h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
5089	,新小额随机转盘-schema6-登月节	,2000302	,否	,单服	,2025.07.17 00:00:00	,2025.07.18 00:00:00	,24h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
5091	,登月节-对对碰schema6	,2000302	,否	,单服	,2025.07.17 00:00:00	,2025.07.18 00:00:00	,24h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
5093	,登月节-gacha-每日礼包	,2000302	,否	,单服	,2025.07.17 00:00:00	,2025.07.18 00:00:00	,24h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
5094	,登月节-bingo-通用第三套	,2000302	,否	,单服	,2025.07.17 00:00:00	,2025.07.18 00:00:00	,24h	,同步项目组状态	,2025.07.18 00:00:11	,已下线	
5088	,新小额随机转盘-schema6-登月节	,2000302	,否	,单服	,2025.07.17 00:00:00	,2025.07.18 00:00:00	,24h	,林康	,2025.07.17 12:02:02	,已撤回	
5086	,登月节-单笔充值-第一轮	,2000302	,否	,单服	,2025.07.19 00:00:00	,2025.07.19 00:00:00	,0h	,龚亮	,2025.07.17 12:00:49	,已撤回	
4811	,深海节2025-主城特效联盟累充	,"2006102, 2006402, 2006702, 2007202, 2008502, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036102, 2036502, 2037402, 2038602, 2039302, 2039502, 2041002, 2041802, 2041902, 2043002, 2043802, 2044602, 2046302, 2046502, 2046802, 2047102, 2047302, 2047502, 2047802, 2047902, 2048202, 2049102, 2049702, 2050502, 2050602, 2050802, 2051302, 2051402, 2051602, 2052502, 2052702, 2053802, 2054202, 2054302, 2055302, 2055402, 2055802, 2056102, 2056402, 2057302, 2057402, 2057702, 2057902, 2058302, 2058402, 2058802, 2059802, 2060302, 2060902, 2061102, 2061402, 2061602, 2062402, 2062602, 2062702, 2063202, 2064902, 2065002, 2066102, 2066602, 2067002, 2067102, 2068202, 2068602, 2069102, 2069702, 2070002, 2070102, 2070702, 2070902, 2071202, 2072202, 2072602, 2072702, 2073102, 2073202, 2073702, 2074202, 2074602, 2074702, 2075202, 2075802, 2076102, 2076902, 2077002, 2077102, 2077702, 2078402, 2078702, 2078802, 2078902, 2079002, 2079102, 2079202, 2079302, 2079402, 2079502, 2079602, 2079702, 2079802, 2079902, 2080002, 2080102, 2080202, 2080302, 2080402, 2080502, 2080602, 2080702, 2080802, 2080902, 2081002, 2081102, 2081202, 2081302, 2081402, 2081502, 2081602, 2081702, 2081802, 2081902, 2082002, 2082102, 2082202, 2082302, 2082402, 2082502, 2082602, 2082702, 2082802, 2082902, 2083002, 2083102, 2083202, 2083302, 2083402, 2083502, 2083602, 2083702, 2083802, 2083902, 2084002, 2084102, 2084202, 2084302, 2084402, 2084502, 2600502, 2600602, 2603302, 2603602, 2603702, 2603802, 2603902, 2604002, 2604102, 2604202, 2604302, 2604402, 2604502, 2604602, 2604702"	,否	,单服	,2025.06.20 00:00:00	,2025.07.17 00:00:00	,648h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4816	,深海节2025-主城特效联盟累充	,"2006502, 2010102, 2015702, 2022002, 2029902, 2032302, 2051002, 2054002, 2054402, 2064602, 2067602, 2600202"	,否	,单服	,2025.06.19 00:00:00	,2025.07.17 00:00:00	,672h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4829	,深海节-节日签到	,"2006502, 2010102, 2015702, 2022002, 2029902, 2032302, 2051002, 2054002, 2054402, 2064602, 2067602, 2600202"	,否	,单服	,2025.06.19 00:00:00	,2025.07.17 00:00:00	,672h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4837	,深海节-节日手札	,"2006102, 2006402, 2006702, 2007202, 2008502, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036102, 2036502, 2037402, 2038602, 2039302, 2039502, 2041002, 2041802, 2041902, 2043002, 2043802, 2044602, 2046302, 2046502, 2046802, 2047102, 2047302, 2047502, 2047802, 2047902, 2048202, 2049102, 2049702, 2050502, 2050602, 2050802, 2051302, 2051402, 2051602, 2052502, 2052702, 2053802, 2054202, 2054302, 2055302, 2055402, 2055802, 2056102, 2056402, 2057302, 2057402, 2057702, 2057902, 2058302, 2058402, 2058802, 2059802, 2060302, 2060902, 2061102, 2061402, 2061602, 2062402, 2062602, 2062702, 2063202, 2064902, 2065002, 2066102, 2066602, 2067002, 2067102, 2068202, 2068602, 2069102, 2069702, 2070002, 2070102, 2070702, 2070902, 2071202, 2072202, 2072602, 2072702, 2073102, 2073202, 2073702, 2074202, 2074602, 2074702, 2075202, 2075802, 2076102, 2076902, 2077002, 2077102, 2077702, 2078402, 2078702, 2078802, 2078902, 2079002, 2079102, 2079202, 2079302, 2079402, 2079502, 2079602, 2079702, 2079802, 2079902, 2080002, 2080102, 2080202, 2080302, 2080402, 2080502, 2080602, 2080702, 2080802, 2080902, 2081002, 2081102, 2081202, 2081302, 2081402, 2081502, 2081602, 2081702, 2081802, 2081902, 2082002, 2082102, 2082202, 2082302, 2082402, 2082502, 2082602, 2082702, 2082802, 2082902, 2083002, 2083102, 2083202, 2083302, 2083402, 2083502, 2083602, 2083702, 2083802, 2083902, 2084002, 2084102, 2084202, 2084302, 2084402, 2084502, 2600502, 2600602, 2603302, 2603602, 2603702, 2603802, 2603902, 2604002, 2604102, 2604202, 2604302, 2604402, 2604502, 2604602, 2604702"	,否	,单服	,2025.06.20 00:00:00	,2025.07.17 00:00:00	,648h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4840	,深海节预购连锁礼包_schema3-5	,"2069702, 2070002, 2070102, 2070702, 2070902, 2071202, 2072202, 2072602, 2072702, 2073102, 2073202, 2073702, 2074202, 2074602, 2074702, 2075202, 2075802, 2076102, 2076902, 2077002, 2077102, 2077702, 2078402, 2078702, 2078802, 2078902, 2079002, 2079102, 2079202, 2079302, 2079402, 2079502, 2079602, 2079702, 2079802, 2079902, 2080002, 2080102, 2080202, 2080302, 2080402, 2080502, 2080602, 2080702, 2080802, 2080902, 2081002, 2081102, 2081202, 2081302, 2081402, 2081502, 2081602, 2081702, 2081802, 2081902, 2082002, 2082102, 2082202, 2082302, 2082402, 2082502, 2082602, 2082702, 2082802, 2082902, 2083002, 2083102, 2083202, 2083302, 2083402, 2083502, 2083602, 2083702, 2083802, 2083902, 2084002, 2084102, 2084202, 2084302, 2084402, 2084502, 2603302, 2603802, 2603902, 2604002, 2604102, 2604202, 2604302, 2604402, 2604502, 2604602, 2604702"	,否	,单服	,2025.06.20 00:00:00	,2025.07.17 00:00:00	,648h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4841	,深海节预购连锁礼包_schema6	,"2006102, 2006402, 2006702, 2007202, 2008502, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036102, 2036502, 2037402, 2038602, 2039302, 2039502, 2041002, 2041802, 2041902, 2043002, 2043802, 2044602, 2046302, 2046502, 2046802, 2047102, 2047302, 2047502, 2047802, 2047902, 2048202, 2049102, 2049702, 2050502, 2050602, 2050802, 2051302, 2051402, 2051602, 2052502, 2052702, 2053802, 2054202, 2054302, 2055302, 2055402, 2055802, 2056102, 2056402, 2057302, 2057402, 2057702, 2057902, 2058302, 2058402, 2058802, 2059802, 2060302, 2060902, 2061102, 2061402, 2061602, 2062402, 2062602, 2062702, 2063202, 2064902, 2065002, 2066102, 2066602, 2067002, 2067102, 2068202, 2068602, 2069102, 2600502, 2600602, 2603602, 2603702"	,否	,单服	,2025.06.20 00:00:00	,2025.07.17 00:00:00	,648h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4842	,深海节2025-横版bp	,"1组 (2006102, 2006402, 2006502, 2006702, 2007202, 2008502, 2010102, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2015702, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2022002, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2029902, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032302, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036102, 2036502, 2037402, 2038602, 2039302, 2039502, 2041002, 2041802, 2041902, 2043002, 2043802, 2044602, 2046302, 2046502, 2046802, 2047102, 2047302, 2047502, 2047802, 2047902, 2048202, 2049102, 2049702, 2050502, 2050602, 2050802, 2051002, 2051302, 2051402, 2051602, 2052502, 2052702, 2053802, 2054002, 2054202, 2054302, 2054402, 2055302, 2055402, 2055802, 2056102, 2056402, 2057302, 2057402, 2057702, 2057902, 2058302, 2058402, 2058802, 2059802, 2060302, 2060902, 2061102, 2061402, 2061602, 2062402, 2062602, 2062702, 2063202, 2064602, 2064902, 2065002, 2066102, 2066602, 2067002, 2067102, 2067602, 2068202, 2068602, 2069102, 2069702, 2070002, 2070102, 2070702, 2070902, 2071202, 2072202, 2072602, 2072702, 2073102, 2073202, 2073702, 2074202, 2074602, 2074702, 2075202, 2075802, 2076102, 2076902, 2077002, 2077102, 2077702, 2078402, 2078702, 2078802, 2078902, 2079002, 2079102, 2079202, 2079302, 2079402, 2079502, 2079602, 2079702, 2079802, 2079902, 2080002, 2080102, 2080202, 2080302, 2080402, 2080502, 2080602, 2080702, 2080802, 2080902, 2081002, 2081102, 2081202, 2081302, 2081402, 2081502, 2081602, 2081702, 2081802, 2081902, 2082002, 2082102, 2082202, 2082302, 2082402, 2082502, 2082602, 2082702, 2082802, 2082902, 2083002, 2083102, 2083202, 2083302, 2083402, 2083502, 2083602, 2083702, 2083802, 2083902, 2084002, 2084102, 2084202, 2084302, 2084402, 2084502, 2600202, 2600502, 2600602, 2603302, 2603602, 2603702, 2603802, 2603902, 2604002, 2604102, 2604202, 2604302, 2604402, 2604502, 2604602, 2604702)"	,是	,跨服	,2025.06.20 00:00:00	,2025.07.17 00:00:00	,648h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4843	,节日大富翁进度活动	,"2006102, 2006402, 2006702, 2007202, 2008502, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2023502, 2023602, 2024402, 2024502, 2024602, 2024702, 2025002, 2025502, 2025702, 2026002, 2026602, 2027002, 2027202, 2028602, 2028902, 2029602, 2030002, 2030502, 2031102, 2031402, 2031702, 2032002, 2032402, 2032902, 2033102, 2033202, 2033702, 2033902, 2035002, 2036102, 2036502, 2037402, 2038602, 2039302, 2039502, 2041002, 2041802, 2041902, 2043002, 2043802, 2044602, 2046302, 2046502, 2046802, 2047102, 2047302, 2047502, 2047802, 2047902, 2048202, 2049102, 2049702, 2050502, 2050602, 2050802, 2051302, 2051402, 2051602, 2052502, 2052702, 2053802, 2054202, 2054302, 2055302, 2055402, 2055802, 2056102, 2056402, 2057302, 2057402, 2057702, 2057902, 2058302, 2058402, 2058802, 2059802, 2060302, 2060902, 2061102, 2061402, 2061602, 2062402, 2062602, 2062702, 2063202, 2064902, 2065002, 2066102, 2066602, 2067002, 2067102, 2068202, 2068602, 2069102, 2069702, 2070002, 2070102, 2070702, 2070902, 2071202, 2072202, 2072602, 2072702, 2073102, 2073202, 2073702, 2074202, 2074602, 2074702, 2075202, 2075802, 2076102, 2076902, 2077002, 2077102, 2077702, 2078402, 2078702, 2078802, 2078902, 2079002, 2079102, 2079202, 2079302, 2079402, 2079502, 2079602, 2079702, 2079802, 2079902, 2080002, 2080102, 2080202, 2080302, 2080402, 2080502, 2080602, 2080702, 2080802, 2080902, 2081002, 2081102, 2081202, 2081302, 2081402, 2081502, 2081602, 2081702, 2081802, 2081902, 2082002, 2082102, 2082202, 2082302, 2082402, 2082502, 2082602, 2082702, 2082802, 2082902, 2083002, 2083102, 2083202, 2083302, 2083402, 2083502, 2083602, 2083702, 2083802, 2083902, 2084002, 2084102, 2084202, 2084302, 2084402, 2084502, 2600502, 2600602, 2603302, 2603602, 2603702, 2603802, 2603902, 2604002, 2604102, 2604202, 2604302, 2604402, 2604502, 2604602, 2604702"	,否	,单服	,2025.06.20 00:00:00	,2025.07.17 00:00:00	,648h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
5019	,合成小游戏活动-25深海节版本-schema3	,"2组 (2083702, 2083802, 2084002, 2084102, 2084202, 2084402, 2084502), (2083502, 2083602, 2083902, 2084302, 2604502, 2604602, 2604702)"	,是	,跨服	,2025.07.12 00:00:00	,2025.07.17 00:00:00	,120h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
5020	,合成小游戏活动-25深海节版本-schema4	,"3组 (2081402, 2081802, 2082102, 2082502, 2082602, 2082702, 2082802, 2082902, 2603302, 2604002), (2080002, 2080102, 2080202, 2080402, 2080502, 2080602, 2080702, 2080802, 2081102, 2082402), (2080302, 2080902, 2081002, 2083002, 2083102, 2083202, 2083302, 2083402, 2604402)"	,是	,跨服	,2025.07.12 00:00:00	,2025.07.17 00:00:00	,120h	,同步项目组状态	,2025.07.17 00:00:16	,已结束	
5021	,合成小游戏活动-25深海节版本-schema5	,"11组 (2012402, 2016902, 2018502, 2032002, 2051302, 2052702, 2054002, 2055402, 2056102, 2058302, 2058802, 2060302), (2027002, 2031402, 2039302, 2041902, 2044602, 2052502, 2055302, 2057902, 2058402, 2060902, 2061602, 2063202), (2010102, 2013402, 2024402, 2030002, 2041802, 2043002, 2047102, 2050802, 2051002, 2051602, 2069702, 2600602), (2018202, 2024702, 2032402, 2047502, 2051402, 2054302, 2055802, 2056402, 2057402, 2057702, 2062702, 2071202), (2007202, 2013602, 2014502, 2030502, 2036102, 2038602, 2041002, 2046502, 2050502, 2066102, 2068602, 2069102), (2006102, 2008502, 2010302, 2023502, 2028602, 2033902, 2043802, 2054202, 2062402, 2064902, 2600202), (2006402, 2018602, 2033202, 2039502, 2049702, 2053802, 2054402, 2057302, 2061102, 2064602, 2603602), (2006502, 2012102, 2017802, 2021902, 2026002, 2029902, 2036502, 2037402, 2062602, 2065002, 2603702), (2012302, 2015702, 2019202, 2022002, 2024502, 2025502, 2059802, 2061402, 2070002, 2070702, 2600502), (2072602, 2073102, 2073702, 2075802, 2077102, 2077702, 2078402, 2078702, 2079102, 2079302, 2079402), (2006702, 2072202, 2072702, 2073202, 2074202, 2074602, 2074702, 2075202, 2076102, 2076902, 2077002)"	,是	,跨服	,2025.07.12 00:00:00	,2025.07.17 00:00:00	,120h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
5029	,S300商店对应消耗活动-英雄	,"15组 (2023502, 2025502, 2061102, 2061402, 2062702, 2064902, 2069702), (2007202, 2014502, 2024702, 2053802, 2055302, 2060902, 2070002), (2012302, 2030002, 2043802, 2060302, 2061602, 2062402, 2069102), (2016902, 2047102, 2054402, 2055402, 2055802, 2057702, 2070702), (2013402, 2017802, 2026002, 2039302, 2052502, 2054302, 2600502), (2006502, 2027002, 2037402, 2039502, 2050502, 2057302, 2603702), (2015702, 2024402, 2051002, 2052702, 2056402, 2062602, 2600602), (2006702, 2018202, 2018502, 2028602, 2041802, 2043002, 2049702), (2012102, 2018602, 2033902, 2051402, 2057402, 2058402, 2063202), (2006402, 2008502, 2030502, 2032002, 2058302, 2058802, 2065002), (2033202, 2038602, 2047502, 2056102, 2064602, 2068602, 2071202), (2010302, 2019202, 2021902, 2022002, 2029902, 2046502, 2059802), (2010102, 2013602, 2024502, 2032402, 2036502, 2054202, 2066102), (2012402, 2036102, 2041002, 2041902, 2050802, 2054002, 2057902), (2072202, 2072602, 2072702, 2073102, 2073202)"	,是	,跨服	,2025.07.16 00:00:00	,2025.07.17 00:00:00	,24h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4866	,深海节-节日签到	,2000302	,否	,单服	,2025.06.19 00:00:00	,2025.07.17 00:00:00	,672h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4867	,深海节-节日签到	,"2024402, 2024502, 2024702, 2025502, 2026002, 2027002, 2028602, 2029902, 2030002, 2030502, 2031402, 2032002, 2032402, 2033202, 2033902, 2044602, 2046502, 2047102, 2047502, 2049702, 2050502, 2050802, 2051002, 2066102, 2068602, 2069102, 2069702, 2070002, 2070702, 2071202"	,否	,单服	,2025.06.19 00:00:00	,2025.07.17 00:00:00	,672h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4879	,装饰兑换商店-通用	,"2006102, 2006402, 2006502, 2006702, 2007202, 2008502, 2010102, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2015702, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2022002, 2023502, 2024402, 2024502, 2024702, 2025502, 2026002, 2027002, 2028602, 2029902, 2030002, 2030502, 2031402, 2032002, 2032402, 2033202, 2033902, 2036102, 2036502, 2037402, 2038602, 2039302, 2039502, 2041002, 2041802, 2041902, 2043002, 2043802, 2044602, 2046502, 2047102, 2047502, 2049702, 2050502, 2050802, 2051002, 2051302, 2051402, 2051602, 2052502, 2052702, 2053802, 2054002, 2054202, 2054302, 2054402, 2055302, 2055402, 2055802, 2056102, 2056402, 2057302, 2057402, 2057702, 2057902, 2058302, 2058402, 2058802, 2059802, 2060302, 2060902, 2061102, 2061402, 2061602, 2062402, 2062602, 2062702, 2063202, 2064602, 2064902, 2065002, 2066102, 2068602, 2069102, 2069702, 2070002, 2070702, 2071202, 2072202, 2072602, 2072702, 2073102, 2073202, 2073702, 2074202, 2074602, 2074702, 2075202, 2075802, 2076102, 2076902, 2077002, 2077102, 2077702, 2078402, 2078702, 2078802, 2078902, 2079002, 2079102, 2079202, 2079302, 2079402, 2079502, 2079602, 2079702, 2079802, 2079902, 2080002, 2080102, 2080202, 2080302, 2080402, 2080502, 2080602, 2080702, 2080802, 2080902, 2081002, 2081102, 2081202, 2081302, 2081402, 2081502, 2081602, 2081702, 2081802, 2081902, 2082002, 2082102, 2082202, 2082302, 2082402, 2082502, 2082602, 2082702, 2082802, 2082902, 2083002, 2083102, 2083202, 2083302, 2083402, 2083502, 2083602, 2083702, 2083802, 2083902, 2084002, 2084102, 2084202, 2084302, 2084402, 2084502, 2600202, 2600502, 2600602, 2603302, 2603602, 2603702, 2603802, 2603902, 2604002, 2604102, 2604202, 2604302, 2604402, 2604502, 2604602, 2604702"	,否	,单服	,2025.06.25 00:00:00	,2025.07.17 00:00:00	,528h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
4998	,S300商店对应消耗活动-收藏品	,"1组 (2006102, 2031402, 2044602, 2051302, 2051602, 2600202, 2603602)"	,是	,跨服	,2025.07.16 00:00:00	,2025.07.17 00:00:00	,24h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
5016	,节日通用2025-七日-新版	,"2006102, 2006402, 2006702, 2007202, 2008502, 2010302, 2012102, 2012402, 2013402, 2013602, 2014502, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2023502, 2024402, 2024502, 2024702, 2025502, 2027002, 2028602, 2030002, 2030502, 2031402, 2032002, 2032402, 2033202, 2033902, 2036102, 2036502, 2037402, 2038602, 2039302, 2039502, 2041002, 2041802, 2041902, 2043002, 2043802, 2044602, 2046502, 2047102, 2047502, 2049702, 2050502, 2050802, 2051002, 2051302, 2051402, 2051602, 2052502, 2052702, 2053802, 2054202, 2054302, 2054402, 2055302, 2055402, 2055802, 2056102, 2056402, 2057302, 2057402, 2057702, 2057902, 2058302, 2058402, 2058802, 2060302, 2060902, 2061102, 2061402, 2061602, 2062402, 2062602, 2062702, 2063202, 2064602, 2064902, 2066102, 2068602, 2069102, 2069702, 2070702, 2071202, 2072202, 2072602, 2072702, 2073102, 2073202, 2073702, 2074202, 2074602, 2074702, 2075202, 2075802, 2076102, 2076902, 2077002, 2077102, 2077702, 2078402, 2078702, 2079102, 2079302, 2079402, 2080002, 2080102, 2080202, 2080302, 2080402, 2080502, 2080602, 2080702, 2080802, 2080902, 2081002, 2081102, 2081402, 2081802, 2082102, 2082402, 2082502, 2082602, 2082702, 2082802, 2082902, 2083002, 2083102, 2083202, 2083302, 2083402, 2083502, 2083602, 2083702, 2083802, 2083902, 2084002, 2084102, 2084202, 2084302, 2084402, 2084502, 2600502, 2600602, 2603302, 2603602, 2603702, 2604002, 2604402, 2604502, 2604602, 2604702"	,否	,单服	,2025.07.10 00:00:00	,2025.07.17 00:00:00	,168h	,同步项目组状态	,2025.07.17 00:00:16	,已下线	
