cs	cs	cs	cs		cs	cs	cs	cs	c	cs		cs	cs	cs
4808	40110	1	11016	8小时建造加速	5		1	10000			贝拉的感谢-付费10			4808
4809	40110	1	1002	钻石	10000		1	10000			贝拉的感谢-付费10			4809
4810	40110	1	2022	100 VIP点数	100		1	10000			贝拉的感谢-付费10			4810
4811	40111	1	7001	英雄美酒	10		1	10000			贝拉的感谢-免费11			4811
4812	40112	1	11016	8小时建造加速	10		1	10000			贝拉的感谢-付费12			4812
4813	40112	1	1002	钻石	25000		1	10000			贝拉的感谢-付费12			4813
4814	40112	1	2022	100 VIP点数	250		1	10000			贝拉的感谢-付费12			4814
4815	40113	1	7001	英雄美酒	20		1	10000			贝拉的感谢-免费13			4815
4816	40114	1	11016	8小时建造加速	12		1	10000			贝拉的感谢-付费14			4816
4817	40114	1	1002	钻石	50000		1	10000			贝拉的感谢-付费14			4817
4818	40114	1	2022	100 VIP点数	500		1	10000			贝拉的感谢-付费14			4818
4819	40115	1	7001	英雄美酒	40		1	10000			贝拉的感谢-免费15			4819
4820	40201	1	11021	1分钟招募加速	5		1	10000			俘获芳心-免费1			4820
4821	40202	1	11023	30分钟招募加速	10		1	10000			俘获芳心-付费2			4821
4822	40202	1	1002	钻石	500		1	10000			俘获芳心-付费2			4822
4823	40202	1	2022	100 VIP点数	5		1	10000			俘获芳心-付费2			4823
4824	40203	1	7001	英雄美酒	1		1	10000			俘获芳心-免费3			4824
4825	40204	1	11023	30分钟招募加速	15		1	10000			俘获芳心-付费4			4825
4826	40204	1	1002	钻石	1000		1	10000			俘获芳心-付费4			4826
4827	40204	1	2022	100 VIP点数	10		1	10000			俘获芳心-付费4			4827
4828	40205	1	7001	英雄美酒	2		1	10000			俘获芳心-免费5			4828
4829	40206	1	51021	信物-贝拉	10		1	10000			俘获芳心-付费6			4829
4830	40206	1	1008	冒险阅历	5000		1	10000			俘获芳心-付费6			4830
4831	40206	1	1002	钻石	2500		1	10000			俘获芳心-付费6			4831
4832	40206	1	2022	100 VIP点数	25		1	10000			俘获芳心-付费6			4832
4833	40207	1	7001	英雄美酒	3		1	10000			俘获芳心-免费7			4833
4834	40208	1	51021	信物-贝拉	20		1	10000			俘获芳心-付费8			4834
4835	40208	1	1008	冒险阅历	7500		1	10000			俘获芳心-付费8			4835
4836	40208	1	1002	钻石	5000		1	10000			俘获芳心-付费8			4836
4837	40208	1	2022	100 VIP点数	50		1	10000			俘获芳心-付费8			4837
4838	40209	1	7001	英雄美酒	5		1	10000			俘获芳心-免费9			4838
4839	40210	1	51021	信物-贝拉	40		1	10000			俘获芳心-付费10			4839
4840	40210	1	1008	冒险阅历	10000		1	10000			俘获芳心-付费10			4840
4841	40210	1	1002	钻石	10000		1	10000			俘获芳心-付费10			4841
4842	40210	1	2022	100 VIP点数	100		1	10000			俘获芳心-付费10			4842
4843	40211	1	7001	英雄美酒	10		1	10000			俘获芳心-免费11			4843
4844	40212	1	51021	信物-贝拉	80		1	10000			俘获芳心-付费12			4844
4845	40212	1	1008	冒险阅历	25000		1	10000			俘获芳心-付费12			4845
4846	40212	1	1002	钻石	25000		1	10000			俘获芳心-付费12			4846
4847	40212	1	2022	100 VIP点数	250		1	10000			俘获芳心-付费12			4847
4848	40213	1	7001	英雄美酒	20		1	10000			俘获芳心-免费13			4848
4849	40214	1	51021	信物-贝拉	100		1	10000			俘获芳心-付费14			4849
4850	40214	1	1008	冒险阅历	50000		1	10000			俘获芳心-付费14			4850
4851	40214	1	1002	钻石	50000		1	10000			俘获芳心-付费14			4851
4852	40214	1	2022	100 VIP点数	500		1	10000			俘获芳心-付费14			4852
4853	40215	1	7001	英雄美酒	40		1	10000			俘获芳心-免费15			4853
4854	40301	1	11002	5分钟通用加速	2		1	10000			飞速成长-免费1			4854
4855	40302	1	11003	30分钟通用加速	10		1	10000			飞速成长-付费2			4855
4856	40302	1	1002	钻石	500		1	10000			飞速成长-付费2			4856
4857	40302	1	2022	100 VIP点数	5		1	10000			飞速成长-付费2			4857
4858	40303	1	5003	祝福银币	20		1	10000			飞速成长-免费3			4858
4859	40304	1	11003	30分钟通用加速	15		1	10000			飞速成长-付费4			4859
4860	40304	1	1002	钻石	1000		1	10000			飞速成长-付费4			4860
4861	40304	1	2022	100 VIP点数	10		1	10000			飞速成长-付费4			4861
4862	40305	1	5003	祝福银币	50		1	10000			飞速成长-免费5			4862
4863	40306	1	11004	1小时通用加速	15		1	10000			飞速成长-付费6			4863
4864	40306	1	1002	钻石	2500		1	10000			飞速成长-付费6			4864
4865	40306	1	2022	100 VIP点数	25		1	10000			飞速成长-付费6			4865
4866	40307	1	19003	传奇技能书	3		1	10000			飞速成长-付费7			4866
4867	40307	1	5003	祝福银币	50		1	10000			飞速成长-付费7			4867
4868	40308	1	11004	1小时通用加速	25		1	10000			飞速成长-付费8			4868
4869	40308	1	1002	钻石	5000		1	10000			飞速成长-付费8			4869
4870	40308	1	2022	100 VIP点数	50		1	10000			飞速成长-付费8			4870
4871	40309	1	19003	传奇技能书	5		1	10000			飞速成长-付费9			4871
4872	40309	1	19002	史诗技能书	10		1	10000			飞速成长-付费9			4872
4873	40309	1	19001	稀有技能书	20		1	10000			飞速成长-付费9			4873
4874	40310	1	11004	1小时通用加速	40		1	10000			飞速成长-付费10			4874
4875	40310	1	1002	钻石	10000		1	10000			飞速成长-付费10			4875
4876	40310	1	2022	100 VIP点数	100		1	10000			飞速成长-付费10			4876
4877	40311	1	19003	传奇技能书	10		1	10000			飞速成长-付费11			4877
4878	40311	1	19002	史诗技能书	20		1	10000			飞速成长-付费11			4878
4879	40311	1	19001	稀有技能书	30		1	10000			飞速成长-付费11			4879
4880	40312	1	11005	3小时通用加速	30		1	10000			飞速成长-付费12			4880
4881	40312	1	1002	钻石	25000		1	10000			飞速成长-付费12			4881
4882	40312	1	2022	100 VIP点数	250		1	10000			飞速成长-付费12			4882
4883	40313	1	19003	传奇技能书	30		1	10000			飞速成长-付费13			4883
4884	40313	1	19002	史诗技能书	40		1	10000			飞速成长-付费13			4884
4885	40313	1	19001	稀有技能书	60		1	10000			飞速成长-付费13			4885
4886	40314	1	11005	3小时通用加速	50		1	10000			飞速成长-付费14			4886
4887	40314	1	1002	钻石	50000		1	10000			飞速成长-付费14			4887
4888	40314	1	2022	100 VIP点数	500		1	10000			飞速成长-付费14			4888
4889	40315	1	19003	传奇技能书	60		1	10000			飞速成长-付费15			4889
4890	40315	1	19002	史诗技能书	60		1	10000			飞速成长-付费15			4890
4891	40315	1	19001	稀有技能书	120		1	10000			飞速成长-付费15			4891
4892	40401	1	1011	浮木	10000		1	10000			垂钓闯关-免费1			4892
4893	40402	1	51024	信物-芬贝克	3		1	10000			垂钓闯关-付费2			4893
4894	40402	1	1011	浮木	10000		1	10000			垂钓闯关-付费2			4894
4895	40402	1	1002	钻石	500		1	10000			垂钓闯关-付费2			4895
4896	40402	1	2022	100 VIP点数	5		1	10000			垂钓闯关-付费2			4896
4897	40403	1	7001	英雄美酒	1		1	10000			垂钓闯关-付费3			4897
4898	40403	1	10097	清水蛋汤	1		1	10000		4	垂钓闯关-付费3			4898
4899	40404	1	51024	信物-芬贝克	5		1	10000			垂钓闯关-付费4			4899
4900	40404	1	1011	浮木	20000		1	10000			垂钓闯关-付费4			4900
4901	40404	1	1002	钻石	1000		1	10000			垂钓闯关-付费4			4901
4902	40404	1	2022	100 VIP点数	10		1	10000			垂钓闯关-付费4			4902
4903	40405	1	7001	英雄美酒	2		1	10000			垂钓闯关-付费5			4903
4904	40405	1	10098	清水圆子汤	1		1	10000		4	垂钓闯关-付费5			4904
4905	40406	1	51024	信物-芬贝克	10		1	10000			垂钓闯关-付费6			4905
4906	40406	1	1011	浮木	50000		1	10000			垂钓闯关-付费6			4906
4907	40406	1	1002	钻石	2500		1	10000			垂钓闯关-付费6			4907
4908	40406	1	2022	100 VIP点数	25		1	10000			垂钓闯关-付费6			4908
4909	40407	1	7001	英雄美酒	3		1	10000			垂钓闯关-付费7			4909
4910	40407	1	10099	蔬菜蛋汤	1		1	10000		4	垂钓闯关-付费7			4910
4911	40408	1	51024	信物-芬贝克	20		1	10000			垂钓闯关-付费8			4911
4912	40408	1	1011	浮木	100000		1	10000			垂钓闯关-付费8			4912
4913	40408	1	1002	钻石	5000		1	10000			垂钓闯关-付费8			4913
4914	40408	1	2022	100 VIP点数	50		1	10000			垂钓闯关-付费8			4914
4915	40409	1	7001	英雄美酒	5		1	10000			垂钓闯关-付费9			4915
4916	40409	1	10100	拉面高汤	1		1	10000		4	垂钓闯关-付费9			4916
4917	40410	1	51024	信物-芬贝克	40		1	10000			垂钓闯关-付费10			4917
4918	40410	1	1011	浮木	150000		1	10000			垂钓闯关-付费10			4918
4919	40410	1	1002	钻石	10000		1	10000			垂钓闯关-付费10			4919
4920	40410	1	2022	100 VIP点数	100		1	10000			垂钓闯关-付费10			4920
4921	40411	1	7001	英雄美酒	10		1	10000			垂钓闯关-付费11			4921
4922	40411	1	10101	特制酸汤	1		1	10000		4	垂钓闯关-付费11			4922
4923	40412	1	51024	信物-芬贝克	80		1	10000			垂钓闯关-付费12			4923
4924	40412	1	1011	浮木	200000		1	10000			垂钓闯关-付费12			4924
4925	40412	1	1002	钻石	25000		1	10000			垂钓闯关-付费12			4925
4926	40412	1	2022	100 VIP点数	250		1	10000			垂钓闯关-付费12			4926
4927	40413	1	7001	英雄美酒	20		1	10000			垂钓闯关-付费13			4927
4928	40413	1	10102	野味炖汤	1		1	10000		4	垂钓闯关-付费13			4928
4929	40414	1	51024	信物-芬贝克	100		1	10000			垂钓闯关-付费14			4929
4930	40414	1	1011	浮木	400000		1	10000			垂钓闯关-付费14			4930
4931	40414	1	1002	钻石	50000		1	10000			垂钓闯关-付费14			4931
4932	40414	1	2022	100 VIP点数	500		1	10000			垂钓闯关-付费14			4932
4933	40415	1	7001	英雄美酒	40		1	10000			垂钓闯关-付费15			4933
4934	40415	1	10103	特制罗宋	1		1	10000		4	垂钓闯关-付费15			4934
4935	40501	1	4101	材料票	3		1	10000			烹饪盛宴-免费1			4935
4936	40502	1	4101	材料票	50		1	10000			烹饪盛宴-付费2			4936
4937	40502	1	1002	钻石	500		1	10000			烹饪盛宴-付费2			4937
4938	40502	1	2022	100 VIP点数	5		1	10000			烹饪盛宴-付费2			4938
4939	40503	1	92003	3阶史诗人鱼香料	5		1	10000			烹饪盛宴-免费3			4939
4940	40504	1	4101	材料票	100		1	10000			烹饪盛宴-付费4			4940
4941	40504	1	1002	钻石	1000		1	10000			烹饪盛宴-付费4			4941
4942	40504	1	2022	100 VIP点数	10		1	10000			烹饪盛宴-付费4			4942
4943	40505	1	92003	3阶史诗人鱼香料	10		1	10000			烹饪盛宴-免费5			4943
4944	40506	1	4101	材料票	200		1	10000			烹饪盛宴-付费6			4944
4945	40506	1	1002	钻石	2500		1	10000			烹饪盛宴-付费6			4945
4946	40506	1	2022	100 VIP点数	25		1	10000			烹饪盛宴-付费6			4946
4947	40507	1	93003	3阶传奇人鱼香料	10		1	10000			烹饪盛宴-免费7			4947
4948	40508	1	4101	材料票	350		1	10000			烹饪盛宴-付费8			4948
4949	40508	1	1002	钻石	5000		1	10000			烹饪盛宴-付费8			4949
4950	40508	1	2022	100 VIP点数	50		1	10000			烹饪盛宴-付费8			4950
4951	40509	1	93003	3阶传奇人鱼香料	20		1	10000			烹饪盛宴-免费9			4951
4952	40510	1	4101	材料票	600		1	10000			烹饪盛宴-付费10			4952
4953	40510	1	1002	钻石	10000		1	10000			烹饪盛宴-付费10			4953
4954	40510	1	2022	100 VIP点数	100		1	10000			烹饪盛宴-付费10			4954
4955	40511	1	93005	5阶传奇人鱼香料	20		1	10000			烹饪盛宴-免费11			4955
4956	40512	1	4101	材料票	1000		1	10000			烹饪盛宴-付费12			4956
4957	40512	1	1002	钻石	25000		1	10000			烹饪盛宴-付费12			4957
4958	40512	1	2022	100 VIP点数	250		1	10000			烹饪盛宴-付费12			4958
4959	40513	1	93007	7阶传奇人鱼香料	10		1	10000			烹饪盛宴-免费13			4959
4960	40514	1	4101	材料票	1500		1	10000			烹饪盛宴-付费14			4960
4961	40514	1	1002	钻石	50000		1	10000			烹饪盛宴-付费14			4961
4962	40514	1	2022	100 VIP点数	500		1	10000			烹饪盛宴-付费14			4962
4963	40515	1	93007	7阶传奇人鱼香料	30		1	10000			烹饪盛宴-免费15			4963
4964	40601	1	92003	3阶史诗人鱼香料	1		1	10000			舞娘助力-免费1			4964
4965	40602	1	51029	信物-奥黛丽	3		1	10000			舞娘助力-付费2			4965
4966	40602	1	1002	钻石	500		1	10000			舞娘助力-付费2			4966
4967	40602	1	2022	100 VIP点数	5		1	10000			舞娘助力-付费2			4967
4968	40603	1	1022	永生玫瑰	1		1	10000			舞娘助力-付费3			4968
4969	40603	1	93003	3阶传奇人鱼香料	1		1	10000			舞娘助力-付费3			4969
4970	40604	1	51029	信物-奥黛丽	5		1	10000			舞娘助力-付费4			4970
4971	40604	1	1002	钻石	1000		1	10000			舞娘助力-付费4			4971
4972	40604	1	2022	100 VIP点数	10		1	10000			舞娘助力-付费4			4972
4973	40605	1	1022	永生玫瑰	2		1	10000			舞娘助力-付费5			4973
4974	40605	1	93003	3阶传奇人鱼香料	2		1	10000			舞娘助力-付费5			4974
4975	40606	1	51029	信物-奥黛丽	10		1	10000			舞娘助力-付费6			4975
4976	40606	1	1008	冒险阅历	5000		1	10000			舞娘助力-付费6			4976
4977	40606	1	1002	钻石	2500		1	10000			舞娘助力-付费6			4977
4978	40606	1	2022	100 VIP点数	25		1	10000			舞娘助力-付费6			4978
4979	40607	1	1022	永生玫瑰	3		1	10000			舞娘助力-付费7			4979
4980	40607	1	170601	初级蛋糕礼盒	1		1	10000			舞娘助力-付费7			4980
4981	40608	1	51029	信物-奥黛丽	20		1	10000			舞娘助力-付费8			4981
4982	40608	1	1008	冒险阅历	7500		1	10000			舞娘助力-付费8			4982
4983	40608	1	1002	钻石	5000		1	10000			舞娘助力-付费8			4983
4984	40608	1	2022	100 VIP点数	50		1	10000			舞娘助力-付费8			4984
4985	40609	1	1022	永生玫瑰	5		1	10000			舞娘助力-付费9			4985
4986	40609	1	171701	初级披萨礼盒	1		1	10000			舞娘助力-付费9			4986
4987	40610	1	51029	信物-奥黛丽	40		1	10000			舞娘助力-付费10			4987
4988	40610	1	1008	冒险阅历	10000		1	10000			舞娘助力-付费10			4988
4989	40610	1	1002	钻石	10000		1	10000			舞娘助力-付费10			4989
4990	40610	1	2022	100 VIP点数	100		1	10000			舞娘助力-付费10			4990
4991	40611	1	1022	永生玫瑰	10		1	10000			舞娘助力-付费11			4991
4992	40611	1	172301	初级鸡尾酒礼盒	1		1	10000			舞娘助力-付费11			4992
4993	40612	1	51029	信物-奥黛丽	80		1	10000			舞娘助力-付费12			4993
4994	40612	1	1008	冒险阅历	25000		1	10000			舞娘助力-付费12			4994
4995	40612	1	1002	钻石	25000		1	10000			舞娘助力-付费12			4995
4996	40612	1	2022	100 VIP点数	250		1	10000			舞娘助力-付费12			4996
4997	40613	1	1022	永生玫瑰	20		1	10000			舞娘助力-付费13			4997
4998	40613	1	19002	史诗技能书	20		1	10000			舞娘助力-付费13			4998
4999	40614	1	51029	信物-奥黛丽	100		1	10000			舞娘助力-付费14			4999
5000	40614	1	1008	冒险阅历	50000		1	10000			舞娘助力-付费14			5000
5001	40614	1	1002	钻石	50000		1	10000			舞娘助力-付费14			5001
5002	40614	1	2022	100 VIP点数	500		1	10000			舞娘助力-付费14			5002
5003	40615	1	1022	永生玫瑰	40		1	10000			舞娘助力-付费15			5003
5004	40615	1	19002	史诗技能书	40		1	10000			舞娘助力-付费15			5004
5005	40701	1	92003	3阶史诗人鱼香料	1		1	10000			赛米拉的故事-免费1			5005
5006	40702	1	51017	信物-赛米拉	1		1	10000			赛米拉的故事-付费2			5006
5007	40702	1	1002	钻石	500		1	10000			赛米拉的故事-付费2			5007
5008	40702	1	2022	100 VIP点数	5		1	10000			赛米拉的故事-付费2			5008
5009	40703	1	1022	永生玫瑰	1		1	10000			赛米拉的故事-付费3			5009
5010	40703	1	93003	3阶传奇人鱼香料	1		1	10000			赛米拉的故事-付费3			5010
5011	40704	1	51017	信物-赛米拉	2		1	10000			赛米拉的故事-付费4			5011
5012	40704	1	1002	钻石	1000		1	10000			赛米拉的故事-付费4			5012
5013	40704	1	2022	100 VIP点数	10		1	10000			赛米拉的故事-付费4			5013
5014	40705	1	1022	永生玫瑰	2		1	10000			赛米拉的故事-付费5			5014
5015	40705	1	93003	3阶传奇人鱼香料	2		1	10000			赛米拉的故事-付费5			5015
5016	40706	1	51017	信物-赛米拉	3		1	10000			赛米拉的故事-付费6			5016
5017	40706	1	1002	钻石	2500		1	10000			赛米拉的故事-付费6			5017
5018	40706	1	2022	100 VIP点数	25		1	10000			赛米拉的故事-付费6			5018
5019	40707	1	1022	永生玫瑰	3		1	10000			赛米拉的故事-付费7			5019
5020	40707	1	170301	初级果酒礼盒	1		1	10000			赛米拉的故事-付费7			5020
5021	40708	1	51017	信物-赛米拉	5		1	10000			赛米拉的故事-付费8			5021
5022	40708	1	1008	冒险阅历	5000		1	10000			赛米拉的故事-付费8			5022
5023	40708	1	1002	钻石	5000		1	10000			赛米拉的故事-付费8			5023
5024	40708	1	2022	100 VIP点数	50		1	10000			赛米拉的故事-付费8			5024
5025	40709	1	1022	永生玫瑰	5		1	10000			赛米拉的故事-付费9			5025
5026	40709	1	172101	初级果酱礼盒	1		1	10000			赛米拉的故事-付费9			5026
5027	40710	1	51017	信物-赛米拉	10		1	10000			赛米拉的故事-付费10			5027
5028	40710	1	1008	冒险阅历	10000		1	10000			赛米拉的故事-付费10			5028
5029	40710	1	1002	钻石	10000		1	10000			赛米拉的故事-付费10			5029
5030	40710	1	2022	100 VIP点数	100		1	10000			赛米拉的故事-付费10			5030
5031	40711	1	1022	永生玫瑰	10		1	10000			赛米拉的故事-付费11			5031
5032	40711	1	172301	初级鸡尾酒礼盒	1		1	10000			赛米拉的故事-付费11			5032
5033	40712	1	51017	信物-赛米拉	15		1	10000			赛米拉的故事-付费12			5033
5034	40712	1	1008	冒险阅历	25000		1	10000			赛米拉的故事-付费12			5034
5035	40712	1	1002	钻石	25000		1	10000			赛米拉的故事-付费12			5035
5036	40712	1	2022	100 VIP点数	250		1	10000			赛米拉的故事-付费12			5036
5037	40713	1	1022	永生玫瑰	20		1	10000			赛米拉的故事-付费13			5037
5038	40713	1	19003	传奇技能书	10		1	10000			赛米拉的故事-付费13			5038
5039	40714	1	51017	信物-赛米拉	30		1	10000			赛米拉的故事-付费14			5039
5040	40714	1	1008	冒险阅历	100000		1	10000			赛米拉的故事-付费14			5040
5041	40714	1	1002	钻石	50000		1	10000			赛米拉的故事-付费14			5041
5042	40714	1	2022	100 VIP点数	500		1	10000			赛米拉的故事-付费14			5042
5043	40715	1	1022	永生玫瑰	40		1	10000			赛米拉的故事-付费15			5043
5044	40715	1	19003	传奇技能书	20		1	10000			赛米拉的故事-付费15			5044
5045	40801	1	160101	Ⅰ阶船只装备强化石	3		1	10000			日常招募-免费1			5045
5046	40802	1	11023	30分钟招募加速	10		1	10000			日常招募-付费2			5046
5047	40802	1	1002	钻石	500		1	10000			日常招募-付费2			5047
5048	40802	1	2022	100 VIP点数	5		1	10000			日常招募-付费2			5048
5049	40803	1	160101	Ⅰ阶船只装备强化石	15		1	10000			日常招募-免费3			5049
5050	40804	1	11023	30分钟招募加速	15		1	10000			日常招募-付费4			5050
5051	40804	1	1002	钻石	1000		1	10000			日常招募-付费4			5051
5052	40804	1	2022	100 VIP点数	10		1	10000			日常招募-付费4			5052
5053	40805	1	160101	Ⅰ阶船只装备强化石	20		1	10000			日常招募-免费5			5053
5054	40806	1	11024	1小时招募加速	15		1	10000			日常招募-付费6			5054
5055	40806	1	1002	钻石	2500		1	10000			日常招募-付费6			5055
5056	40806	1	2022	100 VIP点数	25		1	10000			日常招募-付费6			5056
5057	40807	1	160101	Ⅰ阶船只装备强化石	35		1	10000			日常招募-免费7			5057
5058	40808	1	11024	1小时招募加速	25		1	10000			日常招募-付费8			5058
5059	40808	1	1002	钻石	5000		1	10000			日常招募-付费8			5059
5060	40808	1	2022	100 VIP点数	50		1	10000			日常招募-付费8			5060
5061	40809	1	160101	Ⅰ阶船只装备强化石	70		1	10000			日常招募-免费9			5061
5062	40810	1	11024	1小时招募加速	40		1	10000			日常招募-付费10			5062
5063	40810	1	1002	钻石	10000		1	10000			日常招募-付费10			5063
5064	40810	1	2022	100 VIP点数	100		1	10000			日常招募-付费10			5064
5065	40811	1	160102	Ⅱ阶船只装备强化石	25		1	10000			日常招募-免费11			5065
5066	40812	1	11025	3小时招募加速	30		1	10000			日常招募-付费12			5066
5067	40812	1	1002	钻石	25000		1	10000			日常招募-付费12			5067
5068	40812	1	2022	100 VIP点数	250		1	10000			日常招募-付费12			5068
5069	40813	1	160102	Ⅱ阶船只装备强化石	50		1	10000			日常招募-免费13			5069
5070	40814	1	11025	3小时招募加速	50		1	10000			日常招募-付费14			5070
5071	40814	1	1002	钻石	50000		1	10000			日常招募-付费14			5071
5072	40814	1	2022	100 VIP点数	500		1	10000			日常招募-付费14			5072
5073	40815	1	160103	Ⅲ阶船只装备强化石	20		1	10000			日常招募-免费15			5073
5074	40901	1	19001	稀有技能书	5		1	10000			日常采集-免费1			5074
5075	40902	1	11033	30分钟研究加速	10		1	10000			日常采集-付费2			5075
5076	40902	1	1002	钻石	500		1	10000			日常采集-付费2			5076
5077	40902	1	2022	100 VIP点数	5		1	10000			日常采集-付费2			5077
5078	40903	1	19001	稀有技能书	20		1	10000			日常采集-免费3			5078
5079	40904	1	11033	30分钟研究加速	15		1	10000			日常采集-付费4			5079
5080	40904	1	1002	钻石	1000		1	10000			日常采集-付费4			5080
5081	40904	1	2022	100 VIP点数	10		1	10000			日常采集-付费4			5081
5082	40905	1	19002	史诗技能书	7		1	10000			日常采集-免费5			5082
5083	40906	1	11034	1小时研究加速	15		1	10000			日常采集-付费6			5083
5084	40906	1	1002	钻石	2500		1	10000			日常采集-付费6			5084
5085	40906	1	2022	100 VIP点数	25		1	10000			日常采集-付费6			5085
5086	40907	1	19003	传奇技能书	2		1	10000			日常采集-付费7			5086
5087	40907	1	19002	史诗技能书	5		1	10000			日常采集-付费7			5087
5088	40907	1	19001	稀有技能书	10		1	10000			日常采集-付费7			5088
5089	40908	1	11034	1小时研究加速	25		1	10000			日常采集-付费8			5089
5090	40908	1	1002	钻石	5000		1	10000			日常采集-付费8			5090
5091	40908	1	2022	100 VIP点数	50		1	10000			日常采集-付费8			5091
5092	40909	1	19003	传奇技能书	5		1	10000			日常采集-付费9			5092
5093	40909	1	19002	史诗技能书	10		1	10000			日常采集-付费9			5093
5094	40909	1	19001	稀有技能书	20		1	10000			日常采集-付费9			5094
5095	40910	1	11034	1小时研究加速	40		1	10000			日常采集-付费10			5095
5096	40910	1	1002	钻石	10000		1	10000			日常采集-付费10			5096
5097	40910	1	2022	100 VIP点数	100		1	10000			日常采集-付费10			5097
5098	40911	1	19003	传奇技能书	10		1	10000			日常采集-付费11			5098
5099	40911	1	19002	史诗技能书	20		1	10000			日常采集-付费11			5099
5100	40911	1	19001	稀有技能书	30		1	10000			日常采集-付费11			5100
5101	40912	1	11035	3小时研究加速	30		1	10000			日常采集-付费12			5101
5102	40912	1	1002	钻石	25000		1	10000			日常采集-付费12			5102
5103	40912	1	2022	100 VIP点数	250		1	10000			日常采集-付费12			5103
5104	40913	1	19003	传奇技能书	30		1	10000			日常采集-付费13			5104
5105	40913	1	19002	史诗技能书	40		1	10000			日常采集-付费13			5105
5106	40913	1	19001	稀有技能书	60		1	10000			日常采集-付费13			5106
5107	40914	1	11035	3小时研究加速	50		1	10000			日常采集-付费14			5107
5108	40914	1	1002	钻石	50000		1	10000			日常采集-付费14			5108
5109	40914	1	2022	100 VIP点数	500		1	10000			日常采集-付费14			5109
5110	40915	1	19003	传奇技能书	60		1	10000			日常采集-付费15			5110
5111	40915	1	19002	史诗技能书	60		1	10000			日常采集-付费15			5111
5112	40915	1	19001	稀有技能书	120		1	10000			日常采集-付费15			5112
5113	41001	1	5003	祝福银币	5		1	10000			日常情报-免费1			5113
5114	41002	1	11013	30分钟建造加速	10		1	10000			日常情报-付费2			5114
5115	41002	1	1002	钻石	500		1	10000			日常情报-付费2			5115
5116	41002	1	2022	100 VIP点数	5		1	10000			日常情报-付费2			5116
5117	41003	1	5003	祝福银币	30		1	10000			日常情报-付费3			5117
5118	41004	1	11013	30分钟建造加速	15		1	10000			日常情报-付费4			5118
5119	41004	1	1002	钻石	1000		1	10000			日常情报-付费4			5119
5120	41004	1	2022	100 VIP点数	10		1	10000			日常情报-付费4			5120
5121	41005	1	5003	祝福银币	40		1	10000			日常情报-付费5			5121
5122	41005	1	1008	冒险阅历	10000		1	10000			日常情报-付费5			5122
5123	41006	1	11014	1小时建造加速	15		1	10000			日常情报-付费6			5123
5124	41006	1	1002	钻石	2500		1	10000			日常情报-付费6			5124
5125	41006	1	2022	100 VIP点数	25		1	10000			日常情报-付费6			5125
5126	41007	1	5003	祝福银币	70		1	10000			日常情报-付费7			5126
5127	41007	1	1008	冒险阅历	20000		1	10000			日常情报-付费7			5127
5128	41008	1	11014	1小时建造加速	25		1	10000			日常情报-付费8			5128
5129	41008	1	1002	钻石	5000		1	10000			日常情报-付费8			5129
5130	41008	1	2022	100 VIP点数	50		1	10000			日常情报-付费8			5130
5131	41009	1	5003	祝福银币	120		1	10000			日常情报-付费9			5131
5132	41009	1	1008	冒险阅历	50000		1	10000			日常情报-付费9			5132
5133	41010	1	11014	1小时建造加速	40		1	10000			日常情报-付费10			5133
5134	41010	1	1002	钻石	10000		1	10000			日常情报-付费10			5134
5135	41010	1	2022	100 VIP点数	100		1	10000			日常情报-付费10			5135
5136	41011	1	5003	祝福银币	200		1	10000			日常情报-付费11			5136
5137	41011	1	1008	冒险阅历	100000		1	10000			日常情报-付费11			5137
5138	41012	1	11015	3小时建造加速	30		1	10000			日常情报-付费12			5138
5139	41012	1	1002	钻石	25000		1	10000			日常情报-付费12			5139
5140	41012	1	2022	100 VIP点数	250		1	10000			日常情报-付费12			5140
5141	41013	1	5003	祝福银币	400		1	10000			日常情报-付费13			5141
5142	41013	1	1008	冒险阅历	200000		1	10000			日常情报-付费13			5142
5143	41014	1	11015	3小时建造加速	50		1	10000			日常情报-付费14			5143
5144	41014	1	1002	钻石	50000		1	10000			日常情报-付费14			5144
5145	41014	1	2022	100 VIP点数	500		1	10000			日常情报-付费14			5145
5146	41014	1	5003	祝福银币	800		1	10000			日常情报-付费14			5146
5147	41015	1	1008	冒险阅历	500000		1	10000			日常情报-付费15			5147
5148	41101	1	11001	1分钟通用加速	5		1	10000			女仆嘉奖-免费1			5148
5149	41102	1	11003	30分钟通用加速	10		1	10000			女仆嘉奖-付费2			5149
5150	41102	1	1002	钻石	500		1	10000			女仆嘉奖-付费2			5150
5151	41102	1	2022	100 VIP点数	5		1	10000			女仆嘉奖-付费2			5151
5152	41103	1	7001	英雄美酒	1		1	10000			女仆嘉奖-付费3			5152
5153	41104	1	11003	30分钟通用加速	15		1	10000			女仆嘉奖-付费4			5153
5154	41104	1	1002	钻石	1000		1	10000			女仆嘉奖-付费4			5154
5155	41104	1	2022	100 VIP点数	10		1	10000			女仆嘉奖-付费4			5155
5156	41105	1	7001	英雄美酒	2		1	10000			女仆嘉奖-付费5			5156
5157	41106	1	11004	1小时通用加速	15		1	10000			女仆嘉奖-付费6			5157
5158	41106	1	1002	钻石	2500		1	10000			女仆嘉奖-付费6			5158
5159	41106	1	2022	100 VIP点数	25		1	10000			女仆嘉奖-付费6			5159
