cs	cs		cs	cs	cs	cs	cs	cs	cs	cs			cs	cs	cs	cs	cs	cs	cs	cs	cs	cs	cs	cs	cs	cs
112104	1111		1	89	0	0	1		1	9001		#N/A	1	26000	1023				1	1						
112105	1111		1	88	0	0	1		1	9002		#N/A	1	13000	1023				1	1						
112106	1111		1	87	0	0	1		1	9003		#N/A	1	65000	1023				1	1						
112107	1111		1	79	0	0	1		1	11012		#N/A	1	2200	1023				30	30						
112108	1111		1	78	0	0	1		1	11032		#N/A	1	2200	1023				30	30						
112109	1111		1	77	0	0	1		1	11022		#N/A	1	2200	1023				30	30						
112110	1111		1	76	0	0	1		1	11042		#N/A	1	2200	1023				30	30						
112201	1122	竞技场-每周特供	1	110	1	1	1		1	51010		信物-莎拉	1	500	1023			-90%	5	5						{}
112202	1122		1	100	1	1	1		1	51010		#N/A	1	5000	1023				20	20						
112203	1122		1	97	1	1	1		1	19003		#N/A	1	1000	1023				20	20						
112204	1122		1	96	1	1	1		1	19002		#N/A	1	500	1023				20	20						
112205	1122		1	95	1	1	1		1	19001		#N/A	1	150	1023				20	20						
112206	1122		1	94	1	1	1		1	1008		#N/A	1000	30	1023				100	200						
112207	1122		1	93	1	1	1		1	1015		#N/A	1000	30	1023				100	200						
112208	1122		1	92	1	1	1		1	5003		#N/A	1	100	1023				100	200						
112209	1122		1	99	1	1	1		1	51048		#N/A	1	5000	1023				20	20						
112210	1122		1	98	1	1	1		1	51032		#N/A	1	5000	1023				20	20						
112211	1122		1	102	1	1	1		1	166004		#N/A	1	35000	1023				1	1						
112212	1122		1	101	1	1	1		1	166003		#N/A	1	8000	1023				3	3						
112213	1122		1	108	1	1	1		1	55100		#N/A	1	40	1023		400	-90%	10000	500						
112214	1122		1	107	1	1	1		1	55101		#N/A	1	120	1023		1200	-90%	10000	50						
112215	1122		1	106	1	1	1		1	55100		#N/A	1	400	1023				10000	500						
112216	1122		1	105	1	1	1		1	55101		#N/A	1	1200	1023				10000	50						
112217	1122		1	109	1	1	1		1	55003		#N/A	1	2500	1023		5000	-50%	100	10						
112218	1122		1	93	1	1	1		1	245004		推币机银币	100	2000	1023				1	1						
112219	1122		1	92	1	1	1		1	245005		推币机点金手	1	4000	1023				1	1						
120101	1201	入侵商店		99	1	1	1		1	52003		万能传奇信物	1	100	1032				20	20						{}
120102	1201			98	1	1	1		1	180005		新世界！（纪念卡）	1	100	1032				10	10						{}
120103	1201			97	1	1	1		1	166004		传奇英雄装备宝箱	1	300	1032		350	-15%	3	3						{}
120104	1201			96	1	1	1		1	166003		史诗英雄装备宝箱	1	80	1032				3	3						{}
120105	1201			94	1	1	1		1	93007		7阶传奇人鱼香料	1	30	1032				5	5						{}
120106	1201			93	1	1	1		1	93005		5阶传奇人鱼香料	1	10	1032				5	5						{}
120107	1201			92	1	1	1		1	52003		万能传奇信物	1	100	1032				50	50						{}
120108	1201			91	1	1	1		1	52002		万能史诗信物	1	20	1032				100	100						{}
120109	1201			90	1	1	1		1	19003		传奇技能书	1	10	1032				300	300						{}
120110	1201			89	1	1	1		1	19002		史诗技能书	1	5	1032				300	300						{}
120111	1201			88	1	1	1		1	11014		1小时建造加速	1	8	1032				999	999						{}
120112	1201			87	1	1	1		1	11024		1小时招募加速	1	8	1032				999	999						{}
120113	1201			86	1	1	1		1	11034		1小时研究加速	1	8	1032				999	999						{}
120114	1201			85	1	1	1		1	11044		1小时治疗加速	1	8	1032				999	999						{}
120115	1201			95	1	1	1		1	160110		诅咒的龙骸	1	200	1032				5	5						{}
120201	1202	KVK商店		99	1	1	1		1	81076		风暴守卫（30天）	1	500	1041				1	1	2					{}
120202	1202			98	1	1	1		1	80084		雷霆守卫（30天）	1	100	1041				1	1	2					{}
120203	1202			97	1	1	1		1	151022		雷霆核心（家具）	1	300	1041				1	1	2					{}
120204	1202			96	1	1	1		1	180015		风暴尽头（纪念卡）	1	100	1041		200	-50%	100	100						{}
120205	1202			95	1	1	1		1	160250		雷霆重炮	1	1200	1041		2000	-40%	1	1						{}
120206	1202			94	1	1	1		1	160251		狂风堡垒	1	1200	1041		2000	-40%	1	1						{}
120207	1202			93	1	1	1		1	160252		狂风之心	1	1200	1041		2000	-40%	1	1						{}
120208	1202			92	1	1	1		1	160253		风暴荣耀	1	1200	1041		2000	-40%	1	1						{}
120209	1202			91	1	1	1		1	166004		传奇英雄装备宝箱	1	300	1041		350	-15%	3	3						{}
120210	1202			89	1	1	1		1	93009		9阶传奇人鱼香料	1	100	1041				3	3						{}
120211	1202			88	1	1	1		1	52003		万能传奇信物	1	100	1041				300	300						{}
120212	1202			87	1	1	1		1	52002		万能史诗信物	1	20	1041				500	500						{}
120213	1202			85	1	1	1		1	19003		传奇技能书	1	10	1041				500	500						{}
120214	1202			84	1	1	1		1	19002		史诗技能书	1	5	1041				999	999						{}
120215	1202			83	1	1	1		1	11005		3小时通用加速	1	24	1041				999	999						{}
120216	1202			82	1	1	1		1	1008		冒险阅历	3000	1	1041				9999	9999						{}
120217	1202			81	1	1	1		1	1015		硬木板	3000	1	1041				9999	9999						{}
120218	1202			90	1	1	1		1	160110		诅咒的龙骸	1	200	1041				5	5	1	92101				{}
120219	1202			86	1	1	1		1	55000		通用技能碎片	1	100	1041				100	100						{}
120301	1203	远征商店	1	99	1	1	1		1	15125		回声圣鳐（永久）	1	6000	1094			专属	1	1			4	2	1	{}
120302	1203		1	98	1	1	1		1	81131		回声魔山（永久）	1	4000	1094			专属	1	1			4	2	1	{}
120316	1203		1	97	1	1	1		1	15126		圣鳐航迹	1	600	1094			专属	1	1			4	2	1	{}
120335	1203		1	96	1	1	1		1	15145		梦幻王蝶（永久）	1	6000	1094			专属	1	1			4	4	1	{}
120336	1203		1	95	1	1	1		1	81141		梦幻王蝶巢穴（永久）	1	4000	1094			专属	1	1			4	4	1	{}
120337	1203		1	94	1	1	1		1	15146		梦幻王蝶航迹	1	600	1094			专属	1	1			4	4	1	{}
120303	1203		1	93	1	1	1		1	180065		魔海回声（纪念卡）	1	200	1094			专属	100	100						{}
120317	1203		1	92	1	1	1		1	50025		英雄-尼西斯	1	1000	1094			S1	1	1			4	1		{}
120318	1203		1	91	1	1	1		1	50027		英雄-拉维耶	1	1000	1094			S1	1	1			4	1		{}
120319	1203		1	90	1	1	1		1	50046		英雄-雷娜	1	1000	1094			S1	1	1			4	1		{}
120332	1203		1	89	1	1	1		1	50049		英雄-诺瓦尔	1	1000	1094			S2	1	1			4	2		{}
120333	1203		1	88	1	1	1		1	50050		英雄-艾娃	1	1000	1094			S2	1	1			4	2		{}
120334	1203		1	87	1	1	1		1	50055		英雄-诺娃	1	1000	1094			S3	1	1			4	3		{}
120338	1203		1	86	1	1	1		1	50026		英雄-海瑞克斯	1	1000	1094			S4	1	1			4	4		{}
120339	1203		1	85	1	1	1		1	50041		英雄-莉雅	1	1000	1094			S4	1	1			4	4		{}
120331	1203		1	84	1	1	1		1	81061		女神神殿（永久）	1	4000	1094				1	1					1	{}
120329	1203		1	83	1	1	1		1	15055		风暴王座（永久）	1	6000	1094				1	1					1	{}
120330	1203		1	82	1	1	1		1	15058		风暴航迹	1	600	1094				1	1					1	{}
120321	1203		1	81	1	1	1		1	81071		风暴守卫（永久）	1	2000	1094				1	1					1	{}
120322	1203		1	80	1	1	1		1	80081		雷霆守卫（永久）	1	200	1094				1	1					1	{}
120323	1203		1	79	1	1	1		1	151022		雷霆核心（家具）	1	250	1094				1	1						{}
120324	1203		1	78	1	1	1		1	180015		风暴尽头（纪念卡）	1	200	1094				100	100						{}
120320	1203		1	77	1	1	1		1	180005		新世界！（纪念卡）	1	200	1094				100	100						{}
120325	1203		1	76	1	1	1		1	160250		雷霆重炮	1	2000	1094				1	1						{}
120326	1203		1	75	1	1	1		1	160251		狂风堡垒	1	2000	1094				1	1						{}
120327	1203		1	74	1	1	1		1	160252		狂风之心	1	2000	1094				1	1						{}
120328	1203		1	73	1	1	1		1	160253		风暴荣耀	1	2000	1094				1	1						{}
120305	1203		1	72	1	1	1		1	160110		诅咒的龙骸	1	250	1094				5	5						{}
120304	1203			73	0	0	1		1	166004		传奇英雄装备宝箱	1	350	1094				3	3						{}
120307	1203			72	0	0	1		1	52003		万能传奇信物	1	100	1094				300	300						{}
120309	1203			71	0	0	1		1	55000		通用技能碎片	1	100	1094				100	100						{}
120310	1203			70	0	0	1		1	19003		传奇技能书	1	10	1094				500	500						{}
120312	1203			69	0	0	1		1	11005		3小时通用加速	1	24	1094				999	999						{}
120306	1203			68	0	0	1		1	93009		9阶传奇人鱼香料	1	100	1094				3	3						{}
120313	1203			67	0	0	1		1	4101		材料票	2	1	1094				500	500						{}
120308	1203			66	0	0	1		1	52002		万能史诗信物	1	20	1094				500	500						{}
120311	1203			65	0	0	1		1	19002		史诗技能书	1	5	1094				999	999						{}
120314	1203			64	0	0	1		1	1008		冒险阅历	3000	1	1094				9999	9999						{}
120315	1203			63	0	0	1		1	1015		硬木板	3000	1	1094				9999	9999						{}
120401	1204	巢穴商店	1	99	1	1	1		1	50014		英雄-柳柳	1	300	1113		500	-40%	1	1					1	{}
120402	1204		1	98	1	1	1		1	50009		英雄-琥珀	1	300	1113		500	-40%	1	1			3	10601	1	{}
120403	1204		1	97	1	1	1		1	50018		英雄-雅典娜	1	300	1113		500	-40%	1	1			3	10602	1	{}
120404	1204		1	96	1	1	1		1	51014		信物-柳柳	1	50	1113				50	50						{}
120405	1204		1	95	1	1	1		1	51009		信物-琥珀	1	50	1113				50	50			3	10601		{}
120406	1204		1	94	1	1	1		1	51018		信物-雅典娜	1	50	1113				50	50			3	10602		{}
120407	1204		1	93	1	1	1		1	7001		英雄美酒	1	30	1113				50	50						{}
120408	1204		1	92	1	1	1		1	19003		传奇技能书	1	10	1113				99	99						{}
120409	1204		1	91	1	1	1		1	19002		史诗技能书	1	5	1113				99	99						{}
120410	1204		1	90	1	1	1		1	19001		稀有技能书	1	2	1113				999	999						{}
120411	1204		1	89	1	1	1		1	160303		Ⅲ阶船只装备蓝图	1	500	1113				1	1						{}
120412	1204		1	88	1	1	1		1	160302		Ⅱ阶船只装备蓝图	1	100	1113				10	10						{}
120413	1204		1	87	1	1	1		1	160301		Ⅰ阶船只装备蓝图	1	20	1113				99	99						{}
140101	1401	限时专属商店-装扮	0	99	1	1	1		1	15015		#N/A	1	10000	1135				1	1	4	2000				
140102	1401		0	98	1	1	1		1	15025		#N/A	1	14000	1135				1	1	4	2000				
140103	1401		0	97	1	1	1		1	15045		#N/A	1	14000	1135				1	1	4	2000				
140104	1401		0	96	1	1	1		1	15035		#N/A	1	14000	1135				1	1	4	2000				
140105	1401		0	95	1	1	1		1	81001		#N/A	1	8000	1135				1	1	4	2000				
140106	1401		0	94	1	1	1		1	81041		#N/A	1	10000	1135				1	1	4	2000				
140107	1401		0	93	1	1	1		1	81051		#N/A	1	10000	1135				1	1	4	2000				
140108	1401		0	92	0	0	1		1	53014		#N/A	1	15000	1135				1	1	4	1500				
140109	1401		0	91	0	0	1		1	53017		#N/A	1	15000	1135				1	1	4	1500				
140110	1401		0	90	1	1	1		1	15029		#N/A	1	2000	1135				1	1	4	1000				
140111	1401		0	89	1	1	1		1	15039		#N/A	1	2000	1135				1	1	4	1000				
140112	1401		0	88	1	1	1		1	15049		#N/A	1	2000	1135				1	1	4	1000				
140113	1401		1	87	1	1	1		1	180001		圣诞纪念！（纪念卡）	1	500	1135				99	99						{}
140114	1401		1	86	1	1	1		1	180012		浪漫烟花（纪念卡）	1	500	1135				99	99						{}
140115	1401		1	85	1	1	1		1	180014		姊妹情深（纪念卡）	1	500	1135				99	99						{}
140116	1401		1	84	1	1	1		1	180016		松鼠的演出（纪念卡）	1	500	1135				99	99						{}
140117	1401		1	83	1	1	1		1	180020		少女与蒸汽岛（纪念卡）	1	500	1135				99	99						{}
140118	1401		1	82	1	1	1		1	180035		贵族之女（纪念卡）	1	500	1135				99	99						{}
140119	1401		1	81	1	1	1		1	180036		微醺少女（纪念卡）	1	500	1135				99	99						{}
140120	1401		1	80	1	1	1		1	180038		格蕾丝的游园日（纪念卡）	1	500	1135				99	99						{}
140121	1401		1	79	1	1	1		1	180039		烤肉派对（纪念卡）	1	500	1135				99	99						{}
140122	1401		1	78	1	1	1		1	180040		自由游行（纪念卡）	1	500	1135				99	99						{}
140123	1401		1	77	1	1	1		1	180042		这一年有你真好（纪念卡）	1	500	1135				99	99						{}
140124	1401		1	76	1	1	1		1	180044		比基尼热浪（纪念卡）	1	500	1135				99	99						{}
140201	1402	限时专属商店-装扮	1	99	1	1	1		1	15015		感恩之翼（永久）	1	10000	1139				1	1	4	2000				{}
140202	1402		1	98	1	1	1		1	15025		极光驯鹿号（永久）	1	14000	1139				1	1	4	2000				{}
140203	1402		1	97	1	1	1		1	15045		熊猫之旅（永久）	1	14000	1139				1	1	4	2000				{}
140204	1402		1	96	1	1	1		1	15035		菌伞幽航（永久）	1	14000	1139				1	1	4	2000				{}
140205	1402		1	95	1	1	1		1	81001		南瓜灯岬（永久）	1	8000	1139				1	1	4	2000				{}
140206	1402		1	94	1	1	1		1	81041		雪舞奇缘（永久）	1	10000	1139				1	1	4	2000				{}
140207	1402		1	93	1	1	1		1	81051		柔情海湾（永久）	1	10000	1139				1	1	4	2000				{}
140208	1402		1	92	0	0	1		1	53014		盛宴礼服·柳柳	1	15000	1139				1	1	4	1500				{}
140209	1402		1	91	0	0	1		1	53017		热浪尤物·赛米拉	1	15000	1139				1	1	4	1500				{}
140210	1402		1	90	1	1	1		1	15029		极光航迹	1	2000	1139				1	1	4	1000				{}
140211	1402		1	89	1	1	1		1	15039		梦伞航迹	1	2000	1139				1	1	4	1000				{}
140212	1402		1	88	1	1	1		1	15049		瑞竹航迹	1	2000	1139				1	1	4	1000				{}
140213	1402		1	87	1	1	1		1	180001		圣诞纪念！（纪念卡）	1	500	1139				99	99						{}
140214	1402		1	86	1	1	1		1	180012		浪漫烟花（纪念卡）	1	500	1139				99	99						{}
140215	1402		1	85	1	1	1		1	180014		姊妹情深（纪念卡）	1	500	1139				99	99						{}
140216	1402		1	84	1	1	1		1	180016		松鼠的演出（纪念卡）	1	500	1139				99	99						{}
140217	1402		1	83	1	1	1		1	180020		少女与蒸汽岛（纪念卡）	1	500	1139				99	99						{}
140218	1402		1	82	1	1	1		1	180035		贵族之女（纪念卡）	1	500	1139				99	99						{}
140219	1402		1	81	1	1	1		1	180036		微醺少女（纪念卡）	1	500	1139				99	99						{}
140220	1402		1	80	1	1	1		1	180038		格蕾丝的游园日（纪念卡）	1	500	1139				99	99						{}
140221	1402		1	79	1	1	1		1	180039		烤肉派对（纪念卡）	1	500	1139				99	99						{}
140222	1402		1	78	1	1	1		1	180040		自由游行（纪念卡）	1	500	1139				99	99						{}
140223	1402		1	77	1	1	1		1	180042		这一年有你真好（纪念卡）	1	500	1139				99	99						{}
140224	1402		1	76	1	1	1		1	180044		比基尼热浪（纪念卡）	1	500	1139				99	99						{}
1000001	1011	钻石商店	1	97	1	1	1		1	7001		英雄美酒	1	3000	1002				9999							{}
1000002	1011		1	50	1	1	2		1	8001		自由岛屿迁移	1	30000	1002				1	1						{}
1000003	1011		1	77	1	1	15		1	92007		7阶史诗人鱼香料	1	1200	1002				10	50						{}
1000004	1011		1	78	1	1	10		1	92005		5阶史诗人鱼香料	1	400	1002				10	50						{}
1000005	1011		1	79	1	1	1		1	92003		3阶史诗人鱼香料	1	120	1002				10	50						{}
1000006	1011		1	0	0	0	15		1	91007		7阶无暇人鱼香料	1	600	1002				10	50						{}
1000007	1011		1	0	0	0	10		1	91005		5阶无暇人鱼香料	1	200	1002				10	50						{}
1000008	1011		1	0	0	0	1		1	91003		3阶无暇人鱼香料	1	60	1002				10	50						{}
1000009	1011		1	0	0	0	15		1	90007		7阶高级人鱼香料	1	300	1002				10	50						{}
1000010	1011		1	0	0	0	10		1	90005		5阶高级人鱼香料	1	100	1002				10	50						{}
1000011	1011		1	0	0	0	1		1	90003		3阶高级人鱼香料	1	30	1002				10	50						{}
1000013	1011		1	85	1	1	5		1	5003		祝福银币	1	100	1002				9999							{}
1000014	1011		1	95	1	1	1		1	1008		冒险阅历	1000	30	1002				999999							{}
1000015	1011		1	69	1	1	1		1	120001		2h保护	1	400	1002				99							{}
1000016	1011		1	68	1	1	1		1	120002		8h保护	1	1200	1002				99							{}
1000017	1011		1	67	1	1	1		1	120003		24h保护	1	4800	1002				99							{}
1000018	1011		1	0	1	0	1		1	9001		船队召回	1	800	1002				99							{}
1000019	1011		1	0	1	0	1		1	9002		航行加速I	1	400	1002				99							{}
1000020	1011		1	0	1	0	1		1	9003		航行加速II	1	2000	1002				99							{}
1000021	1011		1	0	1	0	5		1	2021		10 Vip点数	1	20	1002				99							{}
1000022	1011		1	0	1	0	5		1	2022		100 VIP点数	1	200	1002				99							{}
1000023	1011		1	0	1	0	5		1	2023		1K VIP点数	1	2000	1002				99							{}
1000024	1011		1	0	1	0	5		1	2024		10K VIP点数	1	20000	1002				99							{}
1000025	1011		1	0	1	0	5		1	2031		24小时VIP时间	1	1000	1002				99							{}
1000026	1011		1	0	1	0	5		1	2032		7天VIP时间	1	3000	1002				99							{}
1000027	1011		1	0	1	0	5		1	2033		30天VIP时间	1	10000	1002				99							{}
1000028	1011		1	0	1	1	4		1	14000		遗失秘宝	30	3000	1002				4	4						{}
1000029	1011		1	90	1	1	5		1	1015		硬木板	1000	30	1002				999999							{}
1000030	1011		1	0	0	0	8		1	1016		陨石碎片	1	10	1002				1000							{}
1000031	1011		1	100	1	1	1		1	6005		金票	1	40	1002				1000							{}
1000032	1011		1	99	1	1	12		1	4101		材料票	1	50	1002				1000							{}
1000033	1011		1	49	1	1	2		1	8003		随机迁移	1	100	1002				10							{}
1000034	1011		1	0	1	0	1		1	1022		永生玫瑰	1	1500	1002				100	30						{}
1000035	1011		1	0	1	0	1		1	1001		金币	1000	40	1002				999999							{}
1000036	1011		1	0	1	0	1		1	9011		旗舰加速	1	3000	1002				1							{}
1000037	1011		1	96	0	0	1		1	160303		Ⅲ阶船只装备蓝图	1	50000	1002				1	5						{}
1000038	1011		1	98	0	0	1		1	7002		异国美酒	1	3000	1002				30	30						{}
1000039	1011		1	48	1	1	5		1	9004		远征号角	1	500	1002				99							{}
1000040	1011		1	95	1	1	1		1	55100		高级木板	1	400	1002				10000							{}
1000041	1011		1	94	1	1	1		1	55102		保护液	1	15000	1002				99							{}
1000042	1011		1	0	1	0	1		1	1067		珊瑚币	1	3000	1002				999							{}
1000043	1011		1	0	1	0	1		1	1090		回声之羽	1	3000	1002				999							{}
1000044	1011		1	0	1	0	1		1	1112		圣光之羽	1	3000	1002				999							{}
1000045	1011		1	0	1	0	14		1	220000		回忆精华	1	2000	1002				1							{}
1000046	1011		1	0	1	1	14		1	220001		碎片-海瑶	1	1000	1002				999							{}
1000047	1011		1	0	1	1	14		1	1142		驯养经验	1000	30	1002				999999							{}
1000048	1011		1	84	1	1	1		1	245004		推币机银币	10	200	1002				10	10						{}
1041001	1041	黑市商店	1	101	1	1	1		1	51029		信物-奥黛丽	1	20	1014			-90%	30	30						{}
1041002	1041		1	79	1	1	5		1	2022		100 VIP点数	1	20	1014			-50%	10	10						{}
1041003	1041		1	78	1	1	5		1	2022		100 VIP点数	1	40	1014				100	100						{}
1041004	1041		1	68	1	1	1		1	7001		英雄美酒	1	600	1014				10	10						{}
1041007	1041		1	88	1	1	1		1	4101		材料票	1	10	1014				1000	1000						{}
1041008	1041		1	89	1	1	1		1	4101		材料票	1	4	1014			-60%	100	100						{}
1041009	1041		1	69	1	1	1		1	7001		英雄美酒	1	300	1014			-50%	10	10						{}
1041013	1041		1	98	1	1	1		1	6005		金票	1	10	1014				1000	1000						{}
1041014	1041		1	99	1	1	1		1	6005		金票	1	1	1014			-90%	200	200						{}
1041015	1041		1	200	1	1	1		1	51029		信物-奥黛丽	1	200	1014				100	100						{}
1041016	1041		1	103	1	1	1		1	160001		Ⅰ阶船只勋章蓝图	1	400	1014				20	20						{}
1041017	1041		1	102	1	1	1		1	160005		Ⅰ阶船只船舱蓝图	1	400	1014				20	20						{}
1041018	1041		1	101	1	1	1		1	160009		Ⅰ阶船只火炮蓝图	1	400	1014				20	20						{}
1041019	1041		1	100	1	1	1		1	160013		Ⅰ阶船只装甲蓝图	1	400	1014				20	20						{}
1301001	1301	开拓商店-每周限购	1	50	1	1	1		1	160101		Ⅰ阶船只装备强化石	1	100	1033				10000	100						{}
1301002	1301		1	100	1	1	1		1	160301		Ⅰ阶船只装备蓝图	1	1500	1033				20	20						{}
1301003	1301		1	48	1	1	1		1	165901		野性之石	1	30	1033				10000	200						{}
1301004	1301		1	47	1	1	1		1	165902		精准之石	1	30	1033				10000	200						{}
1301005	1301		1	46	1	1	1		1	165903		勇气之石	1	30	1033				10000	200						{}
1301006	1301		1	45	1	1	1		1	165904		冒险之石	1	30	1033				10000	200						{}
1301007	1301		1	29	1	1	1		1	1008		冒险阅历	1000	25	1033				10000	500						{}
1301008	1301		1	28	1	1	1		1	1015		硬木板	1000	25	1033				10000	500						{}
1301009	1301		1	98	1	1	1		1	4201		饿魔果实	1	2000	1033				10000	10						{}
1301010	1301		1	99	1	1	1		1	4202		绽放饿魔果实	1	3500	1033				10000	5						{}
1301011	1301		1	110	1	1	1		1	55100		高级木板	1	40	1033		400	-90%	10000	500						{}
1301012	1301		1	109	1	1	1		1	55101		神秘金属	1	120	1033		1200	-90%	10000	50						{}
1301013	1301		1	108	1	1	1		1	55100		高级木板	1	400	1033				10000	500						{}
1301014	1301		1	107	1	1	1		1	55101		神秘金属	1	1200	1033				10000	50						{}
1301015	1301		1	27	1	1	1		1	245004		推币机银币	100	1000	1033				1	1						{}
1302101	1302	开拓商店-终身限购	1	500	1	1	1		1	151011		阿米娜的雕像（家具）	1	5000	1033				1	1	1	7300080				{}
1302102	1302		1	496	1	1	1		1	151013		弗莱彻的雕像（家具）	1	10000	1033				1	1	1	7300280	1	1302101		{}
1302103	1302		1	492	1	1	1		1	151012		霍普金斯的雕像（家具）	1	30000	1033				1	1	1	7300600	1	1302102		{}
1302201	1302		1	488	1	1	1		1	151015		猎人号船模（家具）	1	7000	1033				1	1	1	7300160				{}
1302202	1302		1	487	1	1	1		1	151014		射手号船模（家具）	1	20000	1033				1	1	1	7300400	1	1302201		{}
1302203	1302		1	486	1	1	1		1	151016		斗士号船模（家具）	1	40000	1033				1	1	1	7300800	1	1302202		{}
1302301	1302		1	485	1	1	1		1	165425		服务员账本-绿	1	4000	1033				1	1	1	7300050				{}
1302302	1302		1	484	1	1	1		1	165426		服务员制服-绿	1	4000	1033				1	1	1	7300240	1	1302301		{}
1302303	1302		1	483	1	1	1		1	165427		服务员领结-绿	1	4000	1033				1	1	1	7300450	1	1302302		{}
1302304	1302		1	482	1	1	1		1	165425		服务员账本-绿	1	8000	1033				1	1	1	7300600	1	1302303		{}
1302305	1302		1	481	1	1	1		1	165426		服务员制服-绿	1	8000	1033				1	1	1	7300750	1	1302304		{}
1302306	1302		1	480	1	1	1		1	165427		服务员领结-绿	1	8000	1033				1	1	1	7300900	1	1302305		{}
1302307	1302		1	479	1	1	1		1	165434		经营者账本-绿	1	30000	1033				1	1	1	7301050	1	1302306		{}
1302308	1302		1	478	1	1	1		1	165435		经营者制服-绿	1	30000	1033				1	1	1	7301200	1	1302307		{}
1302309	1302		1	477	1	1	1		1	165436		经营者领结-绿	1	30000	1033				1	1	1	7301350	1	1302308		{}
1302401	1302		1	476	1	1	1		1	165428		服务员账本-蓝	1	4000	1033				1	1	1	7300120	2	7300080		{}
1302402	1302		1	475	1	1	1		1	165429		服务员制服-蓝	1	4000	1033				1	1	1	7300320	1	1302401		{}
1302403	1302		1	474	1	1	1		1	165430		服务员领结-蓝	1	4000	1033				1	1	1	7300500	1	1302402		{}
1302404	1302		1	473	1	1	1		1	165428		服务员账本-蓝	1	8000	1033				1	1	1	7300650	1	1302403		{}
1302405	1302		1	472	1	1	1		1	165429		服务员制服-蓝	1	8000	1033				1	1	1	7300800	1	1302404		{}
1302406	1302		1	471	1	1	1		1	165430		服务员领结-蓝	1	8000	1033				1	1	1	7300950	1	1302405		{}
1302407	1302		1	470	1	1	1		1	165437		经营者账本-蓝	1	30000	1033				1	1	1	7301100	1	1302406		{}
1302408	1302		1	469	1	1	1		1	165438		经营者制服-蓝	1	30000	1033				1	1	1	7301250	1	1302407		{}
1302409	1302		1	468	1	1	1		1	165439		经营者领结-蓝	1	30000	1033				1	1	1	7301400	1	1302408		{}
1302501	1302		1	467	1	1	1		1	165431		服务员账本-红	1	4000	1033				1	1	1	7300200	2	7300080		{}
1302502	1302		1	466	1	1	1		1	165432		服务员制服-红	1	4000	1033				1	1	1	7300360	1	1302501		{}
1302503	1302		1	465	1	1	1		1	165433		服务员领结-红	1	4000	1033				1	1	1	7300550	1	1302502		{}
1302504	1302		1	464	1	1	1		1	165431		服务员账本-红	1	8000	1033				1	1	1	7300700	1	1302503		{}
1302505	1302		1	463	1	1	1		1	165432		服务员制服-红	1	8000	1033				1	1	1	7300850	1	1302504		{}
1302506	1302		1	462	1	1	1		1	165433		服务员领结-红	1	8000	1033				1	1	1	7301000	1	1302505		{}
1302507	1302		1	461	1	1	1		1	165440		经营者账本-红	1	30000	1033				1	1	1	7301150	1	1302506		{}
1302508	1302		1	460	1	1	1		1	165441		经营者制服-红	1	30000	1033				1	1	1	7301300	1	1302507		{}
1302509	1302		1	459	1	1	1		1	165442		经营者领结-红	1	30000	1033				1	1	1	7301450	1	1302508		{}
1302601	1302		1	458	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7301500	2	7301400		{}
1302602	1302		1	457	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7301600	1	1302601		{}
1302603	1302		1	456	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7301700	1	1302602		{}
1302604	1302		1	455	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7301800	1	1302603		{}
1302605	1302		1	454	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7301900	1	1302604		{}
1302606	1302		1	453	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302000	1	1302605		{}
1302607	1302		1	452	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302100	1	1302606		{}
1302608	1302		1	451	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302200	1	1302607		{}
1302609	1302		1	450	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302300	1	1302608		{}
1302610	1302		1	449	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302400	1	1302609		{}
1302611	1302		1	448	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302500	1	1302610		{}
1302612	1302		1	447	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302600	1	1302611		{}
1302613	1302		1	446	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302700	1	1302612		{}
1302614	1302		1	445	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302800	1	1302613		{}
1302615	1302		1	444	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7302900	1	1302614		{}
1302616	1302		1	443	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7303000	1	1302615		{}
1302617	1302		1	442	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7303100	1	1302616		{}
1302618	1302		1	441	1	1	1		1	166004		传奇英雄装备宝箱	1	35000	1033				1	1	1	7303200	1	1302617		{}
