user_id,次数,总增量,最大单次,最小单次,Old起始值,New最终值
79339453,22,118,14,2,678,558
70315956,44,118,10,2,823,729
298627,17,118,40,2,166,752
23099724,38,118,10,2,1464,633
70289120,26,118,22,2,1018,1008
71316689,10,118,32,2,1108,1199
13533643,32,118,10,2,3626,476
35494962,21,118,20,2,33394,33491
44663519,43,118,10,2,427,435
8135146,14,116,22,2,11907,11850
52880077,34,116,14,2,9822,3479
73276609,34,116,30,2,173,307
60749441,13,116,36,2,1553,1591
83788628,36,116,12,2,423,384
218655117,38,116,14,2,630,683
51672058,22,116,28,2,574,518
35614947,17,114,16,2,948,1069
19316296,16,114,30,2,1579,1512
37789811,17,114,26,2,158,164
75835433,18,114,38,2,877,873
30715919,15,114,16,2,3565,3458
211765402,19,114,14,2,347,430
213078289,4,114,72,10,30478,3316
206036557,46,114,10,2,2882,2846
6064926,16,114,16,2,1726,1561
46810726,14,114,18,2,2608,2590
49119728,27,114,14,2,6289,6310
8995697,14,112,20,2,3239,2907
84096743,16,112,24,2,422,439
28562228,39,112,12,2,233,211
13554540,15,112,22,2,3017,3069
29014052,25,112,16,2,30,67
71532491,34,112,16,2,2509,811
54055764,30,112,12,2,4502,4466
13735029,25,110,22,2,201,224
13030531,25,110,16,2,1050,1049
38393689,17,110,24,2,946,527
45310161,43,110,14,2,81,128
80595379,20,110,24,2,391,387
75585261,13,110,28,2,7040,1976
27213067,20,110,24,2,5112,5665
26898124,15,110,18,2,2480,1041
23814762,18,110,24,2,1968,630
72430238,23,110,18,2,49,59
28359591,10,110,20,2,2223,2105
74103204,19,110,18,2,469,462
47361437,15,108,20,2,2098,1878
15534701,22,108,10,2,1281,1814
53727285,29,108,12,2,464,584
42730586,41,108,10,2,6826,6836
65582555,41,108,12,2,69,121
71361025,25,108,14,2,3010,120
43617762,28,108,10,2,2071,2044
19013130,35,106,14,2,1456,383
7972651,39,106,10,2,306,249
218469411,12,106,22,2,922,633
59451544,16,106,18,2,1299,738
21250520,40,106,8,2,6479,214
25054780,40,106,10,2,294,388
53038420,43,106,10,2,245,393
21725040,14,106,18,2,827,701
41121780,38,104,10,2,254,299
9076256,30,104,10,2,737,5838
26468924,21,104,16,2,327,457
50406467,22,104,14,2,125,227
7501032,30,104,20,2,192,224
55818431,14,104,18,2,205,294
200117375,10,104,34,2,794,897
13827446,20,104,12,2,1728,1810
72681240,20,104,16,2,320,238
40911248,14,104,22,2,335,263
208990330,45,102,10,2,188,265
72848715,16,102,18,2,1701,1715
23234823,23,102,14,2,4696,4710
5982012,18,102,20,2,717,732
46012307,17,102,22,2,1035,1210
16237920,33,102,22,2,1896,1695
6374913,13,102,24,2,420,420
31369018,15,102,16,2,275,295
76016253,7,102,38,2,2466,2462
84101086,14,102,14,2,1242,2032
21265711,9,102,28,2,1677,1753
73531147,28,102,26,2,3858,1182
27978244,19,102,18,2,695,879
413420,12,100,16,2,5511,5423
202943605,7,100,42,2,3790,3770
7045817,24,100,12,2,1279,1354
15692128,46,100,10,2,245,102
73578276,24,100,12,2,344,352
208341661,25,100,16,2,1696,1690
218756550,23,100,16,2,1270,1334
218390057,38,100,14,2,448,365
23520972,44,100,10,2,316,312
71563520,16,100,22,2,997,1114
38761159,7,100,36,2,883,915
48319936,12,100,20,2,940,850
57377221,32,100,10,2,591,555
59160248,39,100,10,2,12626,1395
84223984,39,98,10,2,409,425
9877941,30,98,12,2,1471,2667
48087688,9,98,28,2,1098,1040
21816677,12,98,20,2,7329,2398
48200005,11,98,34,2,3176,5673
48197039,20,98,16,2,440,412
58140678,22,98,16,2,7614,1347
61141875,20,98,28,2,2219,678
50719208,19,98,16,2,238,366
57851814,36,98,10,2,739,725
39589996,37,98,10,2,855,815
38172050,33,98,10,2,3332,3416
62019114,23,98,16,2,297,458
17537862,12,98,22,2,1030,1142
79319739,17,96,14,2,430,317
33545916,21,96,16,2,275,281
59699476,9,96,24,2,2447,2518
12952120,40,96,10,2,153,140
29350329,27,96,14,2,170,194
34840972,9,96,24,2,1333,1890
13438747,18,96,18,2,262,211
28694850,18,96,18,2,122,182
27383301,14,96,22,2,5523,8150
50347545,7,96,26,6,1469,1352
35847621,34,96,20,2,428,274
63398241,17,96,18,2,435,552
45215660,8,96,24,2,3389,3283
71718548,32,96,10,2,414,444
11698989,16,96,18,2,1632,801
19572786,7,96,48,2,744,732
37693967,16,96,20,2,2313,3390
78285576,34,94,10,2,419,461
211375285,8,94,26,2,1766,1820
11077109,7,94,24,2,1046,650
7269873,32,94,14,2,408,451
39479328,16,94,20,2,496,496
74603886,19,94,26,2,2374,1128
201314175,11,94,22,2,477,574
38518128,13,94,32,2,3236,2703
18935255,11,94,26,2,1540,1520
39038951,31,94,10,2,709,688
206190188,21,94,12,2,1328,1438
28967234,14,94,26,2,1464,25
4328218,14,94,24,2,143,252
21261285,33,94,10,2,705,709
6980304,17,92,20,2,734,702
68854926,9,92,32,2,1377,1450
20721207,23,92,20,2,1073,1067
11124734,8,92,40,2,2430,2346
13245861,39,92,10,2,1803,368
10652560,22,92,32,2,72,66
44982170,10,92,28,2,2344,2318
14955578,10,92,18,2,2582,2660
28464765,14,90,28,2,4794,4840
6634097,27,90,20,2,277,257
66273046,36,90,8,2,158,185
208717179,10,90,46,2,487,495
11006597,14,90,16,2,365,282
11671657,13,90,16,2,769,769
211028627,13,90,22,2,11261,3351
120844941,11,90,30,2,600,731
213759320,2,90,52,38,1704,9214
42284682,29,90,14,2,885,835
23839143,19,88,14,2,387,274
23283042,9,88,26,2,2075,2034
8574091,14,88,28,2,1661,1667
84278309,35,88,10,2,38,122
20074257,35,88,10,2,1630,1530
22983269,30,88,20,2,614,2350
16181251,17,88,24,2,1096,2653
17399014,12,88,24,2,735,701
87587816,19,88,16,2,457,481
59586093,29,88,10,2,53,57
24746168,5,88,28,4,1511,2322
10087146,8,88,24,4,1538,1633
62923015,31,88,10,2,701,687
54541363,21,88,24,2,1657,1657
41248658,9,88,16,2,438,613
40612006,26,88,10,2,576,606
83358182,21,86,12,2,199,46
7541238,15,86,14,2,219,137
37509608,11,86,20,4,555,2150
8980498,34,86,10,2,671,752
206635020,12,86,14,2,724,838
39951938,19,86,20,2,1209,1209
22464954,14,86,32,2,1109,2157
83456158,32,86,10,2,228,260
21513924,15,86,26,2,1929,1707
86009749,28,86,10,2,291,309
61250279,11,86,16,2,1334,1309
26388823,27,84,10,2,365,378
47569781,12,84,24,2,6380,6424
76302980,21,84,8,2,194,193
55807692,11,84,34,2,5917,228
11930273,27,84,10,2,2026,2076
22728403,13,84,22,2,991,1053
15245272,11,84,18,2,877,823
35795613,12,84,22,2,1298,1296
34744928,25,84,12,2,608,2469
62354683,13,84,28,2,259,359
34785160,23,84,16,2,901,927
33226466,12,84,14,2,2253,2170
4867326,40,84,4,2,155,183
37621689,27,82,16,2,2184,574
50457286,17,82,12,2,202,76
218109905,7,82,46,2,941,1843
32366679,33,82,10,2,645,690
39378218,9,82,10,2,115954,115954
9460679,10,82,32,2,723,859
58999122,13,82,10,2,1506,1506
30398098,10,82,20,2,609,608
26186173,19,82,36,2,146,141
7187396,9,82,22,2,395,443
24783600,5,80,62,2,986,966
38733101,19,80,14,2,1570,1118
33449318,28,80,10,2,3935,1026
3275117,9,80,24,2,6350,6403
79772344,35,80,10,2,42,230
13396967,26,80,10,2,1393,1407
82363364,12,80,28,2,317,41
20540315,34,80,10,2,174,97
44926576,22,80,10,2,565,496
60781881,14,80,14,2,667,664
220553191,6,78,52,2,37444,69526
76366906,10,78,24,2,510,397
20606266,11,78,12,2,4430,4397
22035132,22,78,14,2,51,59
6028420,20,78,12,2,328,316
32101526,6,78,26,4,6294,6370
13129297,12,78,14,2,598,717
20356508,18,78,16,2,1421,1421
48201103,28,78,14,2,1413,401
33372137,15,78,22,2,3368,3392
200690715,27,78,10,2,374,475
347550,13,78,16,2,241,113
218200973,11,78,12,2,2811,2829
77112661,16,78,12,2,13878,13899
30660899,12,78,18,2,749,711
28049259,37,78,4,2,38,44
44352554,11,76,22,2,128,258
218151732,25,76,10,2,2278,2282
63187633,20,76,10,2,1493,1519
77214953,15,76,14,2,734,791
73544911,16,76,32,2,581,575
48092258,9,76,20,4,929,927
6667137,12,76,22,2,107,96
23282931,5,76,28,6,2478,2526
33641525,30,76,14,2,26617,8207
122066043,32,76,10,2,312,370
21852487,13,76,18,2,187,167
37327446,11,74,16,2,872,1631
9084499,33,74,10,2,130,211
66334010,8,74,32,2,889,889
72130135,17,74,14,2,304,384
23750958,13,74,14,2,743,657
19254018,8,74,18,2,354,446
7912336,10,74,26,2,986,1029
16391114,23,74,14,2,198,749
14079233,11,74,30,2,575,784
206940270,11,74,16,2,1044,1044
42481373,10,74,42,2,506,496
34824025,15,74,14,2,339,429
24930635,9,74,22,2,1676,1743
67898653,8,74,28,2,1721,2002
18209125,12,74,16,2,323,381
7051383,9,74,30,2,1957,2022
73604891,23,74,10,2,5622,5618
13605475,7,74,30,2,1218,1306
43996202,31,74,10,2,96,431
35971941,11,74,24,2,1765,1701
218785514,8,72,20,2,1371,1081
14782560,11,72,14,2,922,893
203419104,17,72,14,2,102,137
28718815,11,72,24,2,855,889
57658759,14,72,24,2,478,1023
9428992,33,72,4,2,909,889
207939651,19,72,12,2,1133,1110
56049845,7,72,24,2,3034,2956
200921156,22,72,10,2,581,602
72933677,5,72,16,12,845,919
34354309,16,72,20,2,1285,11
200308757,15,72,16,2,985,967
80742310,30,72,10,2,669,168
24024102,4,72,24,6,1818,1904
31017119,27,72,6,2,169,138
22980187,10,70,24,2,500,569
68253789,13,70,16,2,625,567
68008234,15,70,12,2,1103,1107
48984720,12,70,20,2,194,358
13591854,10,70,22,2,1340,1186
68307090,14,70,20,2,352,1288
212466458,10,70,14,2,596,536
5926847,10,70,30,2,1166,1096
7394435,16,70,14,2,1237,1259
221110711,18,70,12,2,140,211
208306880,15,70,18,2,398,412
42080759,17,70,12,2,50,12
36212068,21,70,14,2,2145,1658
14897428,17,70,14,2,727,73
6882419,8,70,20,2,674,705
41492715,8,70,28,2,1429,1378
34549354,20,70,12,2,212,202
84238642,22,70,10,2,1474,1525
67835639,13,68,26,2,265,265
72640903,9,68,14,2,1871,1884
206512823,9,68,22,2,168,216
25401318,10,68,14,2,887,917
6688497,15,68,12,2,569,514
35358256,20,68,14,2,894,882
4915991,13,68,22,2,44546,14619
53335368,10,68,16,2,5624,5369
5149995,13,68,18,2,729,460
48389377,4,68,50,2,1203,1199
81498402,15,68,12,2,558,501
6475871,8,68,20,2,9,1434
30299431,8,68,24,2,973,1051
37569323,9,68,24,2,617,692
22876363,6,68,28,2,787,545
24396948,10,68,18,2,817,939
58164604,20,68,10,2,625,643
2845298,14,68,16,2,7240,9555
21143559,8,68,22,2,1425,1277
50376137,8,68,18,2,1098,960
20432920,16,68,20,2,1222,1273
25602497,22,68,10,2,231,2063
44851623,13,68,12,2,98,1183
3060792,18,66,10,2,403,834
83464327,8,66,30,2,1211,1277
26747971,18,66,10,2,563,601
37979975,13,66,12,2,150,23
80504175,19,66,10,2,1453,1418
56224846,33,66,2,2,76,119
43774463,18,66,20,2,1247,190
201916735,12,66,14,2,673,756
63999387,18,66,12,2,307,313
218920888,14,66,20,2,268,81
19480888,14,66,12,2,343,448
14473695,5,66,52,2,882,882
15773274,5,66,22,8,2746,2705
61036709,19,66,12,2,1696,828
47313136,8,66,24,2,1251,1321
86545120,13,66,14,2,960,902
3866978,12,66,16,2,810,858
87252811,29,66,10,2,831,751
31331145,8,66,18,2,1235,1235
5986546,10,66,14,2,551,694
70071823,9,66,20,2,1331,1245
120275407,9,66,22,2,2692,2845
68764292,32,66,4,2,263,174
38980177,5,66,20,2,396,352
22689590,18,66,10,2,777,768
24208183,31,66,4,2,129,326
12330101,9,66,26,2,17279,303
67024060,9,66,18,2,3162,3492
210640850,6,66,14,6,1981,1936
10586403,17,64,10,2,2784,2741
19021529,10,64,14,2,1834,1539
50191697,20,64,10,2,2569,825
45672798,19,64,12,2,590,693
2588270,12,64,14,2,113,258
44361334,21,64,10,2,133,644
18479295,10,64,26,2,256,332
38007973,10,64,20,2,54637,50651
10724076,11,64,10,2,245,199
212430974,24,64,10,2,666,721
34871036,10,64,26,2,2544,2552
34352513,15,64,20,2,2123,2168
21815762,8,64,10,2,71175,71133
56267635,15,64,12,2,304,328
58253534,12,64,14,2,1814,2065
37988048,14,64,10,2,1107,1093
76395205,24,64,10,2,451,487
213270020,5,64,18,4,1704,1738
29144219,10,64,16,2,287,158
31837805,8,64,14,2,2012,1410
19750058,9,64,32,2,936,19
3068897,22,62,10,2,1130,1152
67737880,10,62,16,2,2815,2753
43959427,15,62,10,2,3819,3815
46260240,16,62,18,2,4077,3658
11021891,13,62,16,2,264,288
3005757,11,62,18,2,1220,1220
4850113,10,62,14,2,488,575
208006046,12,62,16,2,468,382
79878389,31,62,2,2,5578,38
59065012,19,62,20,2,234,223
62293641,22,62,10,2,385,389
58212824,21,62,12,2,1250,854
39713787,26,62,10,2,201,293
13571791,12,62,16,2,3442,3392
12210316,25,62,10,2,967,1036
5687991,6,62,18,2,1471,1645
12122284,9,62,18,2,535,457
12166325,11,62,22,2,778,782
13423088,15,62,12,2,607,460
47127640,9,62,20,2,871,659
42273855,10,62,16,2,671,675
40889719,21,62,6,2,3744,3741
213149047,11,62,20,2,33419,24605
20122563,9,62,26,2,1101,1129
65324859,26,62,10,2,479,479
4405013,15,60,26,2,571,599
202946472,8,60,14,2,1218,1161
14796291,17,60,18,2,1376,439
23936089,26,60,10,2,2396,240
42219379,21,60,10,2,3452,3444
38244523,7,60,32,2,489,568
63317101,6,60,20,2,3753,3743
202721668,11,60,16,2,749,706
81399800,6,60,18,2,471,491
77261913,10,60,18,2,810,787
14723698,10,60,12,2,502,549
51324872,9,60,12,2,18786,18820
56649989,12,60,10,2,2019,1974
47431547,11,60,28,2,218,78
41690592,8,60,30,2,1092,461
22451263,10,60,14,2,1558,1427
38405690,8,60,24,2,644,660
46610504,13,60,14,2,342,340
8145378,13,60,12,2,291,473
25124543,17,60,16,2,334,345
210819557,10,60,12,2,229,139
120308116,20,60,12,2,1144,1141
59134318,30,60,2,2,134,165
12379796,16,60,12,2,554,558
212338147,10,60,18,2,45,189
42321766,12,58,12,2,90,114
23257706,8,58,16,2,1314,1387
47480486,7,58,18,2,4827,4882
47463352,14,58,12,2,483,315
41785617,8,58,20,2,2122,1991
32624088,13,58,12,2,29473,29446
38794433,9,58,18,2,299,393
208909671,20,58,10,2,1840,692
204960720,10,58,14,2,145,1391
48009724,3,58,30,14,2423,2423
44782814,17,58,8,2,494,1107
48550785,14,58,14,2,1131,1129
78077845,12,58,12,2,360,476
3879641,5,58,30,2,213,257
15545255,13,58,14,2,1916,191
85015740,23,58,10,2,71,46
83940666,16,58,10,2,3758,2426
84903313,8,58,24,2,1458,2174
13921898,6,58,30,2,652,616
10180255,13,58,10,2,190,122
54503421,8,58,24,2,2122,2137
54377448,7,58,20,2,349,438
58993301,13,58,18,2,1740,1740
12762011,28,58,4,2,167,194
210614478,10,58,20,2,836,1134
63783680,5,58,18,2,2024,2072
40606596,27,56,4,2,531,511
19846321,8,56,18,2,4704,4549
4960804,12,56,12,2,580,862
52607239,14,56,10,2,3677,608
33931104,11,56,12,2,555,613
3977558,16,56,10,2,2023,2009
24790867,8,56,14,2,1569,1555
22365561,16,56,10,2,1629,1687
49504220,23,56,10,2,1203,1214
72784091,13,56,18,2,3851,203
211041399,8,56,16,2,429,437
8525883,11,56,12,2,6393,6407
46718808,10,56,14,2,577,298
16693199,7,56,18,2,3110,1573
8190086,16,56,14,2,601,202
73114123,10,56,16,2,448,422
85888980,12,56,16,2,837,843
62151096,13,56,14,2,236,342
212331358,13,56,12,2,1772,1338
6561284,14,56,12,2,582,593
8763321,14,56,10,2,9821,1488
45939459,14,56,14,2,1374,124
38009531,7,56,18,2,352,329
79359273,10,54,18,2,524,512
48128708,7,54,18,2,446,361
82382887,9,54,14,2,627,531
3712439,11,54,14,2,424,432
44499172,8,54,14,2,860,823
207033072,8,54,12,2,1334,1474
57197537,8,54,18,2,233,304
67722377,5,54,16,2,1289,1263
85246118,19,54,10,2,812,878
56385815,4,54,26,2,624,624
7897828,5,54,30,2,10931,10869
68299606,6,54,22,2,608,639
23046730,25,54,4,2,219,227
47967993,25,54,4,2,452,571
43803737,11,54,16,2,3803,3777
68083877,7,54,26,2,834,659
72563140,6,54,28,2,8490,8467
86802600,8,54,12,2,287,285
43943084,10,54,14,2,352,283
38339905,13,54,18,2,1466,1386
31845307,5,54,22,2,654,695
41910339,1,54,54,54,3664,3718
85815964,4,54,20,2,4858,4890
42964744,2,52,50,2,2806,2867
11045180,17,52,10,2,409,357
65596150,14,52,10,2,373,359
18220025,4,52,26,4,2511,2563
59101656,13,52,12,2,2131,2043
10747564,11,52,14,2,15061,581
52640973,15,52,14,2,542,540
20522629,5,52,24,2,1471,1384
24171381,7,52,18,2,1392,1456
30187813,18,52,8,2,311,306
46437212,14,52,18,2,15117,15109
48958128,6,52,20,2,566,637
48480118,8,52,14,2,790,835
71538718,13,52,16,2,40,44
48253581,9,52,22,2,1432,1269
31853290,25,52,4,2,62,147
73903016,10,52,12,2,435,461
203820093,24,52,4,2,7604,7657
8822474,10,52,16,2,1124,1182
14421637,9,52,12,2,1555,1513
41511291,21,52,6,2,456,425
80050101,10,52,14,2,358,251
46639151,5,52,14,8,4283,4264
34880338,13,52,28,2,95,25
48369091,16,52,10,2,1033,1028
124186828,20,52,10,2,2220,2220
9444980,12,50,14,2,14429,14396
221086305,5,50,32,2,31372,3553
15023949,10,50,10,2,2842,2215
82494461,12,50,14,2,1085,1052
47239784,9,50,20,2,1146,1152
60702281,9,50,12,2,912,1411
31008190,6,50,20,2,1153,1139
26627671,17,50,10,2,1046,1046
203420284,21,50,10,2,513,576
36923387,7,50,18,2,1205,1412
7617429,10,50,14,2,82,52
31089534,9,50,16,2,535,572
20031369,19,50,10,2,231,217
18720026,5,50,32,4,1135,1036
21251318,17,50,10,2,743,700
10549156,3,50,30,6,2904,2887
10091853,11,50,12,2,124,91
17171480,12,50,10,2,9627,2577
210049519,14,50,8,2,83,102
211575442,7,50,14,2,414,469
13444111,6,50,16,2,1764,1562
4665776,12,50,10,2,696,731
10842770,6,50,18,2,1589,1658
85485575,10,50,28,2,78,72
46702317,8,50,18,2,167,237
72546612,5,50,16,6,368,256
17487612,6,50,22,2,2356,2585
84713368,6,50,24,2,652,617
56491357,10,50,12,2,719,719
22879562,5,50,32,2,751,699
66592258,11,50,16,2,317,440
75839552,5,50,26,2,399,396
72335177,8,50,12,2,5008,4847
26102531,16,50,12,2,5973,6215
75577743,4,48,16,4,852,900
75217747,4,48,34,2,1641,1639
204903614,6,48,22,2,8444,8495
37314067,18,48,8,2,423,449
66718105,9,48,18,2,540,488
80564934,9,48,26,2,1103,1776
84641297,24,48,2,2,4054,4066
67316961,17,48,10,2,2335,457
79164685,13,48,10,2,482,475
20665385,10,48,16,2,220,183
38068549,11,48,10,2,157,97
61675960,7,48,18,2,221,206
15824351,7,48,22,2,1477,1506
44289284,7,48,14,2,92,167
6559491,7,48,10,4,252,307
45268170,9,48,24,2,387,446
4442310,14,48,10,2,50,33
210683875,6,48,18,2,3204,3248
26912227,6,48,18,2,2920,2782
47706644,8,48,10,2,1367,1830
13507689,9,48,18,2,1297,1367
83350044,8,48,12,2,244,318
10455434,6,48,14,2,329,181
53457267,6,48,14,2,1589,1631
39485735,16,48,10,2,389,371
32389590,17,48,10,2,367,395
83272424,12,48,16,2,128,175
21526495,4,48,20,6,742,737
39090702,15,48,10,2,1220,1230
56674287,11,48,10,2,2906,2987
6149384,18,48,10,2,1245,1101
84002581,10,48,10,2,382,351
59350024,9,48,18,2,1048,990
15601095,8,48,14,2,113,752
58683447,24,48,2,2,130,205
12772238,9,48,14,2,1464,1456
205164055,22,48,4,2,546,534
9458438,8,48,10,2,944,980
65138135,10,48,10,2,3596,1796
88569534,11,48,16,2,1062,170
12935058,9,48,14,2,523,489
48350939,8,46,12,2,1081,1222
39750047,16,46,10,2,287,300
87250886,10,46,12,2,1050,1018
81265438,19,46,10,2,767,725
120428557,7,46,20,2,239,193
37428602,11,46,10,2,13383,574
26113656,9,46,14,2,471,601
204869747,4,46,34,2,680,739
19360573,3,46,24,10,256,256
17740321,7,46,30,2,1712,1705
37304274,6,46,16,2,386,384
87117053,11,46,8,2,166,209
70373765,17,46,12,2,247,253
15188858,6,46,18,2,303,303
26517196,12,46,12,2,1397,1439
40506099,4,46,20,4,1466,2185
24797713,10,46,18,2,697,44
78597585,11,46,10,2,1909,1877
80513657,14,46,10,2,15028,15289
56867829,9,46,10,2,180,125
67391495,4,46,24,2,1231,1619
42402836,21,46,6,2,280,272
68561192,2,46,40,6,4041,4101
18153003,6,46,18,2,270,225
49954699,5,46,20,2,2060,2048
43788487,17,46,10,2,1105,1109
211863890,7,46,14,2,536,792
11106826,18,46,12,2,36,106
43656083,8,46,18,2,404,491
18548432,4,46,32,2,1496,1532
79841661,18,46,10,2,42,53
80961884,7,46,16,2,569,451
73798929,8,46,14,2,1030,1012
82658567,11,46,8,2,700,637
38752325,14,46,12,2,914,908
27840904,7,46,12,2,362,394
76221677,10,44,8,2,913,1101
14286014,16,44,10,2,580,540
45469827,18,44,10,2,3280,3264
84788448,11,44,8,2,237,235
24783782,5,44,24,2,929,925
22538228,8,44,24,2,434,438
72219864,8,44,18,2,1039,1716
206950450,10,44,12,2,790,870
14286191,12,44,12,2,1458,1581
76642234,6,44,18,2,1693,221
14286234,6,44,16,2,1814,609
21176447,8,44,12,2,353,170
201990056,3,44,20,10,477,477
25145168,11,44,10,2,240,262
21987936,12,44,16,2,220,218
71883863,13,44,10,2,1124,1156
34210976,7,44,18,2,1160,1136
24622188,13,44,6,2,396,439
42335801,5,44,22,2,1629,1623
2796424,18,44,10,2,5164,5164
45524274,3,44,26,2,648,632
30984493,5,44,14,2,130,357
23422183,15,44,12,2,62,75
68778459,11,44,8,2,93,1496
47371397,8,44,14,2,762,646
35906699,15,44,6,2,115,87
12714938,7,44,16,2,387,447
82350476,5,44,18,2,2277,2198
6482740,7,44,18,2,4007,124
6382754,8,44,10,2,729,719
12832335,9,44,10,2,981,975
20972847,11,44,6,2,371,203
46728214,9,44,10,2,1233,1601
64074200,10,44,12,2,338,368
41834153,7,44,10,2,121,202
73227580,11,44,8,2,548,247
28309922,9,44,12,2,360,379
56617494,7,44,20,2,10251,10535
72184537,6,44,12,2,1462,1504
49629438,22,44,2,2,157,154
68231347,5,44,14,2,1054,1071
44050877,8,44,20,2,187,335
16378851,11,44,14,2,1041,1037
86594619,6,44,18,2,366,350
20511996,3,42,30,6,461,458
63169192,8,42,16,2,641,618
43428109,8,42,12,2,176,212
8160573,9,42,10,2,419,386
24265128,6,42,14,2,434,408
18371781,13,42,6,2,17,64
84525794,10,42,12,2,853,880
218101067,6,42,12,2,474,456
218110198,8,42,14,2,1655,1643
17299565,4,42,14,4,220,215
32622616,10,42,8,2,96,57
23406002,11,42,12,2,1223,198
15541790,14,42,6,2,110,56
71223757,7,42,12,2,684,1186
38746584,10,42,12,2,1095,2539
22599829,9,42,12,2,45,208
43717191,11,42,14,2,294,279
11115494,3,42,30,2,602,680
12766621,11,42,6,2,160,2
46707680,7,42,28,2,1611,1512
53568722,13,42,10,2,181,171
64019260,3,42,20,2,2934,2934
46973434,10,42,12,2,1,322
69974899,8,42,10,2,578,550
35757699,10,42,12,2,1812,554
3393056,9,42,14,2,992,1355
23716838,12,42,10,2,65,69
23256688,8,42,14,2,436,426
21071657,11,42,12,2,2020,2895
26511837,12,42,10,2,1127,1123
52514077,10,42,8,2,324,367
52405873,6,42,14,2,203,195
4710718,9,42,10,2,2133,2654
13299572,5,42,16,2,712,696
59875468,9,42,14,2,2995,350
4593813,6,42,12,2,866,825
4272186,6,42,26,2,782,779
22835734,16,40,10,2,173,170
42760453,6,40,12,2,1310,1196
38223908,4,40,20,2,1127,1127
10107034,9,40,12,2,1378,1403
71227328,17,40,6,2,344,391
69483719,7,40,12,2,148,182
71228420,8,40,12,2,2309,2378
216595247,3,40,26,2,3186,3186
10866326,9,40,8,2,38,196
23420319,10,40,16,2,384,335
16075204,12,40,12,2,306,306
15795229,14,40,10,2,940,1493
80889242,15,40,10,2,1068,1074
41790442,12,40,10,2,1813,1836
13325040,5,40,20,2,564,623
3857981,6,40,14,2,2281,2297
74700301,6,40,12,2,49020,49046
57600953,7,40,12,2,155,178
20500685,9,40,14,2,610,759
11139491,9,40,14,2,271,177
87149686,4,40,28,2,670,717
11198746,6,40,14,2,77,46
11469430,16,40,10,2,317,317
87033267,19,40,4,2,663,662
210865344,4,40,16,2,395,365
40762363,5,40,14,2,840,879
13495243,6,40,14,2,1649,1518
86281742,6,40,10,2,1197,1197
27234163,5,38,12,2,3641,3680
6781959,2,38,28,10,213,251
22394827,8,38,12,2,1593,3574
217914972,7,38,14,2,919,1005
208635257,6,38,12,2,2685,2667
23399532,8,38,12,2,1796,1795
24098332,11,38,6,2,43,73
35627759,5,38,12,2,49857,49841
16161694,7,38,14,2,253,299
53318306,15,38,10,2,159,145
52424330,8,38,14,2,22,92
37139980,8,38,14,2,103,165
204513086,6,38,14,2,995,1007
71458070,10,38,10,2,272,190
28494826,4,38,16,2,2053,2043
7256901,3,38,18,4,1135,1172
48956693,11,38,10,2,679,51
38727655,7,38,16,2,317,316
31351467,12,38,12,2,438,262
57017014,7,38,8,4,694,669
7399506,6,38,10,2,342,441
57890075,3,38,16,8,1508,1557
60826119,3,38,32,2,1489,1034
7658111,18,38,4,2,8774,8780
209124097,7,38,12,2,372,343
209523409,12,38,10,2,70,100
120966013,4,38,22,2,713,737
121222972,8,38,10,2,111,144
79506853,6,38,14,4,1243,2370
80142449,5,38,14,2,1883,2523
20353082,6,38,18,2,121,164
20887961,6,38,18,2,1129,712
44307099,5,36,18,2,249,280
44200952,9,36,6,2,1791,1811
46174468,4,36,12,4,201,231
18073657,6,36,10,2,1887,1902
52130629,7,36,6,4,704,539
48353212,7,36,10,2,3617,3659
120872655,5,36,24,2,752,752
88028317,9,36,12,2,323,265
2126771,7,36,12,2,17776,17536
38841126,4,36,14,4,870,900
32764581,13,36,10,2,498,477
210273641,6,36,10,2,1974,1988
121023862,7,36,12,2,895,846
33124299,6,36,20,2,439,415
76309675,4,36,28,2,1388,1383
19987206,2,36,26,10,1027,1063
19905536,7,36,12,2,372,368
202183265,10,36,16,2,56,56
55180850,14,36,10,2,149,160
17669015,6,36,18,2,1723,1716
80246621,14,36,10,2,836,855
47681970,6,36,16,2,713,706
41360860,2,36,34,2,17435,17480
27523198,5,36,14,2,1659,1708
85562535,7,36,8,2,161,189
41861120,7,36,12,4,305,283
25431164,6,36,10,2,774,812
13600351,14,36,10,2,701,1389
14486887,13,36,8,2,61,74
43728581,3,36,20,2,1095,1129
85754685,4,36,18,2,530,528
211232772,8,36,10,2,278,354
26399013,8,36,12,2,820,843
7489386,7,36,16,2,93,91
13366082,4,36,16,2,2109,2141
49313829,5,36,16,2,915,952
7967368,5,36,16,2,330,246
23005604,7,36,10,2,170,207
56659199,12,36,10,2,1710,1488
68323524,7,36,10,2,999,998
24615521,6,36,20,2,290,306
67919423,2,36,28,8,2108,2107
68175790,4,36,28,2,347,341
10214923,4,36,12,4,859,896
5971370,9,36,20,2,311,359
37959383,9,36,10,2,329,349
58861275,11,34,10,2,3090,3118
32921991,8,34,12,2,1027,1061
32174685,4,34,14,4,15749,290
207050052,4,34,20,2,1825,1823
20273346,5,34,12,4,3097,3111
20461552,7,34,8,2,416,428
37927697,8,34,8,2,417,455
18190867,13,34,6,2,2467,2004
72617571,7,34,8,2,375,367
35563103,10,34,12,2,132,162
